ID,orig_ID,orig_source,number,volume,title,journal,author,grobid-version,file,ENTRYTYPE,doi,year,note
P_0000000744,0000000744,pdf,4,39,"SOFTWARE PROCESS DIVERSITY: CONCEPTUALIZATION, MEASUREMENT, AND ANALYSIS OF IMPACT ON PROJECT PERFORMANCE 1",MIS Quarterly,"Ramasubbu, Narayan and Katz, Joseph M and Bharadwaj, Anandhi and Kumar, Giri",lfoppiano/grobid:0.8.1,data/pdfs/39_4/RamasubbuBharadwajTayi2015.pdf,article,,,
P_0000000745,0000000745,pdf,2,29,"INFORMATION TECHNOLOGY RELATEDNESS, KNOWLEDGE MANAGEMENT CAPABILITY, AND PERFORMANCE OF MULTIBUSINESS FIRMS 1",MIS Quarterly,"Tanriverdi, Hüseyin",lfoppiano/grobid:0.8.1,data/pdfs/29_2/Tanriverdi2005.pdf,article,,,
P_0000000746,0000000746,pdf,3,6,,MIS Quarterly,"Mcleod, Raymond and Fuerst, William L and Dickson, Gary W",lfoppiano/grobid:0.8.1,data/pdfs/6_3/Dickson1982.pdf,article,,,
P_0000000747,0000000747,pdf,4,35,PRIVACY IN THE DIGITAL AGE: A REVIEW OF INFORMATION PRIVACY RESEARCH IN INFORMATION SYSTEMS 1,MIS Quarterly,"Bélanger, France and Crossler, Robert E",lfoppiano/grobid:0.8.1,data/pdfs/35_4/BelangerCrossler2011.pdf,article,,,
P_0000000748,0000000748,pdf,1,39,SPECIAL ISSUE: SERVICE INNOVATION IN THE DIGITAL AGE SERVICE INNOVATION: A SERVICE-DOMINANT LOGIC PERSPECTIVE 1,MIS Quarterly,"Lusch, Robert F and Lubar, Sheldon B",lfoppiano/grobid:0.8.1,data/pdfs/39_1/LuschNambisan2015.pdf,article,,,
P_0000000749,0000000749,pdf,1,42,EDITOR'S COMMENTS Beyond Outdated Labels: The Blending of IS Research Traditions,MIS Quarterly,"Rai, Arun",lfoppiano/grobid:0.8.1,data/pdfs/42_1/Rai2018.pdf,article,,,
P_0000000750,0000000750,pdf,2,29,"KNOWLEDGE ACQUISITION VIA THREE LEARNING PROCESSES IN ENTERPRISE INFORMATION PORTALS: LEARNING-BY-INVESTMENT, LEARNING-BY-DOING, AND LEARNING-FROM-OTHERS 1",MIS Quarterly,"Ryu, Chungsuk and Kim, Yong Jin and Chaudhury, Abhijit and Rao, H. Raghav",lfoppiano/grobid:0.8.1,data/pdfs/29_2/RyuKimChaudhuryEtAl2005.pdf,article,,,
P_0000000751,0000000751,pdf,2,12,Software Maintainability: Perceptions of EDP Professionals,MIS Quarterly,"Kim, Chai and Westin, Stu",lfoppiano/grobid:0.8.1,data/pdfs/12_2/KimWestin1988.pdf,article,,,
P_0000000752,0000000752,pdf,2,26,ANALYZING THE PAST TO PREPARE FOR THE FUTURE: WRITING A LITERATURE REVIEW,MIS Quarterly,"Watson, Webster & and Guest, /. and Webster, Jane and Watson, Richard T",lfoppiano/grobid:0.8.1,data/pdfs/26_2/WebsterWatson2002.pdf,article,,,
P_0000000753,0000000753,pdf,1,36,THE IMPACT OF ANALYST-INDUCED MISINFORMATION ON THE REQUIREMENTS ELICITATION PROCESS 1,MIS Quarterly,"Appan, Radha and Browne, Glenn J",lfoppiano/grobid:0.8.1,data/pdfs/36_1/AppanBrowne2012.pdf,article,,,
P_0000000754,0000000754,pdf,4,40,A TREE-BASED APPROACH FOR ADDRESSING SELF-SELECTION IN IMPACT STUDIES WITH BIG DATA 1,MIS Quarterly,"Yahav, Inbal and Shmueli, Galit and Mani, Deepa and Baesens, Bart and Bapna, Ravi and Marsden, James R and Vanthienen, Jan and Zhao, J. Leon",lfoppiano/grobid:0.8.1,data/pdfs/40_4/YahavShmueliMani2016.pdf,article,,,
P_0000000755,0000000755,pdf,1,37,BEYOND DETERRENCE: AN EXPANDED VIEW OF EMPLOYEE COMPUTER ABUSE 1,MIS Quarterly,"Willison, Robert and Warkentin, Merrill",lfoppiano/grobid:0.8.1,data/pdfs/37_1/WillisonWarkentin2013.pdf,article,,,
P_0000000756,0000000756,pdf,1,46,HETEROGENEOUS DEMAND EFFECTS OF RECOMMENDATION STRATEGIES IN A MOBILE APPLICATION: EVIDENCE FROM ECONOMETRIC MODELS AND MACHINE-LEARNING INSTRUMENTS 1,MIS Quarterly,"Adamopoulos, Panagiotis and Ghose, Anindya and Tuzhilin, Alexander and Mean, Std and Dev, Min and Max",lfoppiano/grobid:0.8.1,data/pdfs/46_1/AdamopoulosGhoseTuzhilin2022.pdf,article,10.25300/MISQ/2021/15611,,
P_0000000757,0000000757,pdf,3,35,AN EXPLORATION OF ORGANIZATIONAL LEVEL INFORMATION SYSTEMS DISCONTINUANCE INTENTIONS 1,MIS Quarterly,"Furneaux, Brent and Wade, Michael",lfoppiano/grobid:0.8.1,data/pdfs/35_3/FurneauxWade2011.pdf,article,,,
P_0000000758,0000000758,pdf,4,45,EXAMINING THE NEURAL BASIS OF INFORMATION SECURITY POLICY VIOLATIONS: A NONINVASIVE BRAIN STIMULATION APPROACH 1,MIS Quarterly,"Turel, Ofir and He, Qinghua and Wen, Yatong",lfoppiano/grobid:0.8.1,data/pdfs/45_4/TurelHeWen2021.pdf,article,10.25300/MISQ/2021/15717,,
P_0000000759,0000000759,pdf,4,34,UNDERSTANDING ORGANIZATION-ENTERPRISE SYSTEM FIT: A PATH TO THEORIZING THE INFORMATION TECHNOLOGY ARTIFACT 1,MIS Quarterly,"Strong, Diane M and Volkoff, Olga",lfoppiano/grobid:0.8.1,data/pdfs/34_4/StrongVolkoff2010.pdf,article,,,
P_0000000760,0000000760,pdf,4,9,The Impact of Role Variables on IS Personnel Work Attitudes and Intentions,MIS Quarterly,"Baroudi, Jack J",lfoppiano/grobid:0.8.1,data/pdfs/9_4/Baroudi1985.pdf,article,,,
P_0000000761,0000000761,pdf,4,33,INTERFIRM STRATEGIC INFORMATION FLOWS IN LOGISTICS SUPPLY CHAIN RELATIONSHIPS 1,MIS Quarterly,"Klein, Richard and Rai, Arun",lfoppiano/grobid:0.8.1,data/pdfs/33_4/KleinRai2009.pdf,article,,,
P_0000000762,0000000762,pdf,3,32,INTERNET USERS' INFORMATION PRIVACY-PROTECTIVE RESPONSES: A TAXONOMY AND A NOMOLOGICAL MODEL 1,MIS Quarterly,"Kim, Sung S",lfoppiano/grobid:0.8.1,data/pdfs/32_3/SonKim2006.pdf,article,,,
P_0000000763,0000000763,pdf,2,14,Information System Cost Estimating: A Management Perspective,MIS Quarterly,"Lederer, Albert L and Mirani, Rajesh and Pollard, Carol and Prasad, Jayesh and Ramamurthy, K.",lfoppiano/grobid:0.8.1,data/pdfs/14_2/LedererMiraniNeoEtAl1990.pdf,article,,,
P_0000000764,0000000764,pdf,1,33,EDITOR'S COMMENTS Turning the Corner: The Influence of Positive Thinking on the Information Systems Field 1,MIS Quarterly,"Grover, Varun and Straub, Detmar and Galluch, Pamela and Candidate",lfoppiano/grobid:0.8.1,data/pdfs/33_1/GroverStraubGalluch2009.pdf,article,,,
P_0000000765,0000000765,pdf,4,36,DIALECTICS OF COLLECTIVE MINDING: CONTRADICTORY APPROPRIATIONS OF INFORMATION TECHNOLOGY IN A HIGH-RISK PROJECT 1,MIS Quarterly,"Luo, Jessica and Lyytinen, Kalle and Boland, Richard J",lfoppiano/grobid:0.8.1,data/pdfs/36_4/CarloLyytinenBolandJr2012.pdf,article,,,
P_0000000766,0000000766,pdf,3,16,The Application of Electronic Meeting Technology to Support Strategic Management,MIS Quarterly,"Tyran, Craig K and Dennis, Alan R and Vogel, Douglas R and Nunamaker, J. F",lfoppiano/grobid:0.8.1,data/pdfs/16_3/TyranDennisVogelEtAl1992.pdf,article,,,
P_0000000767,0000000767,pdf,4,32,DESIGN SCIENCE IN THE INFORMATION SYSTEMS DISCIPLINE: AN INTRODUCTION TO THE SPECIAL ISSUE ON DESIGN SCIENCE RESEARCH,MIS Quarterly,"March, Salvatore T and Storey, Veda C",lfoppiano/grobid:0.8.1,data/pdfs/32_4/MarchStorey2008.pdf,article,,,
P_0000000768,0000000768,pdf,1,46,CROWDFUNDING FOR MICROFINANCE INSTITUTIONS: THE NEW HOPE? 1,MIS Quarterly,"Luo, Xuechen and Ge, Ling and Wang, Alex",lfoppiano/grobid:0.8.1,data/pdfs/46_1/LuoGeWang2022.pdf,article,10.25300/MISQ/2022/15406,,
P_0000000769,0000000769,pdf,2,3,Planning for MIS: A Decision-Oriented Approach,MIS Quarterly,"Henderson, John C and West, John M",lfoppiano/grobid:0.8.1,data/pdfs/3_2/HendersonWest1979.pdf,article,,,
P_0000000770,0000000770,pdf,2,30,"THE IMPACT OF IDEOLOGY ON EFFECTIVENESS IN OPEN SOURCE SOFTWARE DEVELOPMENT TEAMS 1, 2",MIS Quarterly,"Gosain, Stewart & and Stewart, Katherine J and Gosain, Sanjay",lfoppiano/grobid:0.8.1,data/pdfs/30_2/StewartGosain2006.pdf,article,,,
P_0000000771,0000000771,pdf,4,28,THE ROLE OF INDIVIDUAL MEMORY AND ATTENTION PROCESSES DURING ELECTRONIC BRAINSTORMING 1,MIS Quarterly,"Potter, Richard E and Balthazard, Pierre",lfoppiano/grobid:0.8.1,data/pdfs/28_4/PotterBalthazard2004.pdf,article,,,
P_0000000772,0000000772,pdf,4,29,TAKING INDUSTRY SERIOUSLY IN INFORMATION SYSTEMS RESEARCH 1,MIS Quarterly,"Chiasson, Mike W and Davidson, Elizabeth",lfoppiano/grobid:0.8.1,data/pdfs/29_4/ChiassonDavidson2005.pdf,article,,,
P_0000000773,0000000773,pdf,3,20,"The Effect of Codes of Ethics and Personal Denial of Responsibility on Computer Abuse Judgments and Intentions1,=",MIS Quarterly,"Harrington, Susan J",lfoppiano/grobid:0.8.1,data/pdfs/20_3/Harrington1996.pdf,article,,,
P_0000000774,0000000774,pdf,3,31,ENHANCING INFORMATION RETRIEVAL THROUGH STATISTICAL NATURAL LANGUAGE PROCESSING: A STUDY OF COLLOCATION INDEXING 1,MIS Quarterly,"Arazy, Ofer and Woo, Carson",lfoppiano/grobid:0.8.1,data/pdfs/31_3/ArazyWoo2007.pdf,article,,,
P_0000000775,0000000775,pdf,3,5,Structured Systems Planning,MIS Quarterly,"Highsmith, Jim",lfoppiano/grobid:0.8.1,data/pdfs/5_3/Highsmith1981.pdf,article,,,
P_0000000776,0000000776,pdf,2,17,The Usefulness of Computer-Based Information to Public Managers,MIS Quarterly,"Kraemer, Kenneth L and Danziger, James N and Dunkle, Debora E and King, John L",lfoppiano/grobid:0.8.1,data/pdfs/17_2/KraemerDanzigerDunkleEtAl1993.pdf,article,,,
P_0000000777,0000000777,pdf,2,42,E-MAIL INTERRUPTIONS AND INDIVIDUAL PERFORMANCE: IS THERE A SILVER LINING? 1,MIS Quarterly,"Addas, Shamel and Pinsonneault, Alain",lfoppiano/grobid:0.8.1,data/pdfs/42_2/AddasPinsonneault2018.pdf,article,10.25300/MISQ/2018/13157,,
P_0000000778,0000000778,pdf,2,38,DIGITAL INNOVATION AS A FUNDAMENTAL AND POWERFUL CONCEPT IN THE INFORMATION SYSTEMS CURRICULUM 1,MIS Quarterly,"Fichman, Robert G and Santos, Brian L Dos and Zheng, Eric",lfoppiano/grobid:0.8.1,data/pdfs/38_2/FichmanDosSantosZheng2014.pdf,article,,,
P_0000000779,0000000779,pdf,2,1,Determining Management Information Needs: A Comparison of Methods,MIS Quarterly,"Munro, Malcolm C and Davis, Gordon B",lfoppiano/grobid:0.8.1,data/pdfs/1_2/MunroDavis1977.pdf,article,,,
P_0000000780,0000000780,pdf,2,45,HOW DOES EMPLOYEE INFUSION USE OF CRM SYSTEMS DRIVE CUSTOMER SATISFACTION? MECHANISM DIFFERENCES BETWEEN FACE-TO-FACE AND VIRTUAL CHANNELS 1,MIS Quarterly,"Chen, Liwei and Po, J. J and Hsieh, An and Rai, Arun and Xu, Sean Xin",lfoppiano/grobid:0.8.1,data/pdfs/45_2/ChenHsiehRaiEtAl2021.pdf,article,10.25300/MISQ/2021/13265,,
P_0000000781,0000000781,pdf,1,35,TRANSDISCIPLINARY PERSPECTIVES ON ENVIRONMENTAL SUSTAINABILITY: A RESOURCE BASE AND FRAMEWORK FOR IT-ENABLED BUSINESS TRANSFORMATION 1,MIS Quarterly,"Elliot, Steve",lfoppiano/grobid:0.8.1,data/pdfs/35_1/Elliot2011.pdf,article,,,
P_0000000782,0000000782,pdf,3,30,INFORMATION TECHNOLOGY AND PRICING DECISIONS: PRICE ADJUSTMENTS IN ONLINE COMPUTER MARKETS 1,MIS Quarterly,"Oh, Wonseok and Lucas, Henry C and Robert, H. and Smith",lfoppiano/grobid:0.8.1,data/pdfs/30_3/OhLucasJr2006.pdf,article,,,
P_0000000783,0000000783,pdf,2,9,Implementation by Cultural Infusion: An Approach for Managing the Introduction of Information Technologies,MIS Quarterly,"Sawy, Omar A El",lfoppiano/grobid:0.8.1,data/pdfs/9_2/Sawy1985a.pdf,article,,,
P_0000000784,0000000784,pdf,1,35,PROFILING THE RESEARCH PRODUCTIVITY OF TENURED INFORMATION SYSTEMS FACULTY AT U.S. INSTITUTIONS 1,MIS Quarterly,"Dean, Douglas L and Lowry, Paul Benjamin and Humpherys, Sean",lfoppiano/grobid:0.8.1,data/pdfs/35_1/DeanLowryHumpherys2011.pdf,article,,,
P_0000000785,0000000785,pdf,1,17,Learning Styles and End-User Training: A First Step,MIS Quarterly,"Bostrom, Robert P and Olfman, Lorne and Sein, Maung K",lfoppiano/grobid:0.8.1,data/pdfs/17_1/BostromOlfmanSein1993.pdf,article,,,
P_0000000786,0000000786,pdf,3,36,ON THE USE OF NEUROPHYSIOLOGICAL TOOLS IN IS RESEARCH: DEVELOPING A RESEARCH AGENDA FOR NEUROIS 1,MIS Quarterly,"Dimoka, Angelika and Banker, Rajiv D and Benbasat, Izak and Davis, Fred D and Dennis, Alan R and Gefen, David and Gupta, Alok and Ischebeck, Anja and Kenning, Peter H and Pavlou, Paul A and Müller-Putz, Gernot and Riedl, René and Vom Brocke, Jan and Weber, Bernd",lfoppiano/grobid:0.8.1,data/pdfs/36_3/DimokaBankerBenbasatEtAl2012.pdf,article,,,
P_0000000787,0000000787,pdf,4,36,THE EFFECTIVENESS OF ONLINE SHOPPING CHARACTERISTICS AND WELL-DESIGNED WEBSITES ON SATISFACTION 1,MIS Quarterly,"Luo, Jifeng and Ba, Sulin and Zhang, Han",lfoppiano/grobid:0.8.1,data/pdfs/36_4/LuoBaZhang2012.pdf,article,,,
P_0000000788,0000000788,pdf,2,31,"THE CONTINGENT EFFECTS OF TRAINING, TECHNICAL COMPLEXITY, AND TASK INTERDEPENDENCE ON SUCCESSFUL INFORMATION SYSTEMS IMPLEMENTATION 1",MIS Quarterly,"Sharma, Rajeev and Yetton, Philip",lfoppiano/grobid:0.8.1,data/pdfs/31_2/SharmaYetton2007.pdf,article,,,
P_0000000789,0000000789,pdf,2,10,Large-scale DSS Implementation Decision Support Planning and Analysis: The Problems of Getting Large-Scale DSS Started,MIS Quarterly,"Meador, C. Lawrence and Guyote, Martin J and Rosenfeld, William L and Systems, Traditional Mis",lfoppiano/grobid:0.8.1,data/pdfs/10_2/MeadorGuyoteRosenfeld1986.pdf,article,,,
P_0000000790,0000000790,pdf,4,13,Corporate Videotex: A Strategic Business Information System,MIS Quarterly,"Kusekoski, Gene",lfoppiano/grobid:0.8.1,data/pdfs/13_4/Kusekoski1989.pdf,article,,,
P_0000000791,0000000791,pdf,3,9,An Environmentally Dependent Framework for Data Dictionary Systems,MIS Quarterly,"Kahn, Beverly K",lfoppiano/grobid:0.8.1,data/pdfs/9_3/Kahn1985.pdf,article,,,
P_0000000792,0000000792,pdf,3,41,PLATFORM OR WHOLESALE? A STRATEGIC TOOL FOR ONLINE RETAILERS TO BENEFIT FROM THIRD-PARTY INFORMATION 1,MIS Quarterly,"Kwark, Young and Chen, Jianqing and Raghunathan, Srinivasan",lfoppiano/grobid:0.8.1,data/pdfs/41_3/KwarkChenRaghunathan2017.pdf,article,,,
P_0000000793,0000000793,pdf,2,38,"TRUST, SATISFACTION, AND ONLINE REPURCHASE INTENTION: THE MODERATING ROLE OF PERCEIVED EFFECTIVENESS OF E-COMMERCE INSTITUTIONAL MECHANISMS 1",MIS Quarterly,"Fang, Yulin and Qureshi, Israr and Sun, Heshan and Mccole, Patrick and Ramsey, Elaine and Lim, Kai H",lfoppiano/grobid:0.8.1,data/pdfs/38_2/FangQureshiSunEtAl2014.pdf,article,,,
P_0000000794,0000000794,pdf,4,43,THEORIZING THE DIGITAL OBJECT 1,MIS Quarterly,"Faulkner, Philip and Runde, Jochen",lfoppiano/grobid:0.8.1,data/pdfs/43_4/FaulknerRunde2019.pdf,article,10.25300/MISQ/2019/13136,,
P_0000000795,0000000795,pdf,1,19,Electronic Document Management: Challenges and Opportunities for Information Systems Managers,MIS Quarterly,"Sprague, Ralph H",lfoppiano/grobid:0.8.1,data/pdfs/19_1/Sprague1995.pdf,article,,,
P_0000000796,0000000796,pdf,3,43,INSTITUTIONAL LOGICS AND PLURALISTIC RESPONSES TO ENTERPRISE SYSTEM IMPLEMENTATION: A QUALITATIVE META-ANALYSIS 1,MIS Quarterly,"Berente, Nicholas and Lyytinen, Kalle and Yoo, Youngjin and Maurer, Chris",lfoppiano/grobid:0.8.1,data/pdfs/43_3/BerenteLyytinenYooEtAl2019.pdf,article,10.25300/MISQ/2019/14214,,
P_0000000797,0000000797,pdf,2,13,An Experimental Validation of the Gorry and Scott Morton Framework,MIS Quarterly,"Framework, Scott Morton and Gorry, Scott Morton and Framework and Kirs, Peeter J and Sanders, G. Lawrence and Cerveny, Robert P and Robey, Daniel",lfoppiano/grobid:0.8.1,data/pdfs/13_2/KirsSandersCervenyEtAl1989.pdf,article,,,
P_0000000798,0000000798,pdf,3,37,SPECIAL ISSUE: CRITICAL REALISM IN IS RESEARCH CRITICAL REALISM AND AFFORDANCES: THEORIZING IT-ASSOCIATED ORGANIZATIONAL CHANGE PROCESSES 1,MIS Quarterly,"Volkoff, Olga and Strong, Diane M",lfoppiano/grobid:0.8.1,data/pdfs/37_3/VolkoffStrong2013.pdf,article,,,
P_0000000799,0000000799,pdf,2,2,Management's Role In Information System Development Failures: A Case Study,MIS Quarterly,"Schmitt, John W and Kozar, Kenneth A",lfoppiano/grobid:0.8.1,data/pdfs/2_2/SchmittKozar1978.pdf,article,,,
P_0000000800,0000000800,pdf,2,26,A REPRESENTATIONAL SCHEME FOR ANALYZING INFORMATION TECHNOLOGY AND ORGANIZATIONAL DEPENDENCY 1,MIS Quarterly,"Tillquist, John and King, John Leslie and Woo, Carson",lfoppiano/grobid:0.8.1,data/pdfs/26_2/TillquistKingWoo2002.pdf,article,,,
P_0000000801,0000000801,pdf,2,26,SHAPING UP FOR E-COMMERCE: INSTITUTIONAL ENABLERS OF THE ORGANIZATIONAL ASSIMILATION OF WEB TECHNOLOGIES 1,MIS Quarterly,"Chatterjee, Debabroto and Grewal, Rajdeep",lfoppiano/grobid:0.8.1,data/pdfs/26_2/ChatterjeeGrewalSambamurthy2002.pdf,article,,,
P_0000000802,0000000802,pdf,2,35,"CORRELATED FAILURES, DIVERSIFICATION, AND INFORMATION SECURITY RISK MANAGEMENT 1",MIS Quarterly,"Chen, Pei-Yu and Kataria, Gaurav and Krishnan, Ramayya",lfoppiano/grobid:0.8.1,data/pdfs/35_2/ChenKatariaKrishnan2011.pdf,article,,,
P_0000000803,0000000803,pdf,3,15,A Strategic Analysis of Electronic Marketplaces,MIS Quarterly,"Yannis Bakos, J.",lfoppiano/grobid:0.8.1,data/pdfs/15_3/Bakos1991.pdf,article,,,
P_0000000804,0000000804,pdf,2,27,RECONCEPTUALIZING USERS AS SOCIAL ACTORS IN INFORMATION SYSTEMS RESEARCH 1,MIS Quarterly,"Kling, Rob",lfoppiano/grobid:0.8.1,data/pdfs/27_2/LambKling2003.pdf,article,,,
P_0000000805,0000000805,pdf,1,8,A Contingency Model For User Involvement In DSS Development,MIS Quarterly,"Mann, Robert I and Watson, Hugh J",lfoppiano/grobid:0.8.1,data/pdfs/8_1/MannWatson1984.pdf,article,,,
P_0000000806,0000000806,pdf,3,43,TECHNOLOGY AS ROUTINE CAPABILITY 1,MIS Quarterly,"Swanson, E. Burton",lfoppiano/grobid:0.8.1,data/pdfs/43_3/Swanson2019.pdf,article,10.25300/MISQ/2019/14653,,
P_0000000807,0000000807,pdf,2,40,SPECIAL ISSUE: ICT AND SOCIETAL CHALLENGES THE INTERNET AND RACIAL HATE CRIME: OFFLINE SPILLOVERS FROM ONLINE ACCESS 1,MIS Quarterly,"Chan, Jason and Ghose, Anindya and Seamans, Robert",lfoppiano/grobid:0.8.1,data/pdfs/40_2/ChanGhoseSeamans2016.pdf,article,,,
P_0000000808,0000000808,pdf,4,7,Developing a Corporate Private Network,MIS Quarterly,"Mccauley, Herbert N",lfoppiano/grobid:0.8.1,data/pdfs/7_4/McCauley1983.pdf,article,,,
P_0000000809,0000000809,pdf,1,31,ASSIMILATION OF ENTERPRISE SYSTEMS: THE EFFECT OF INSTITUTIONAL PRESSURES AND THE MEDIATING ROLE OF TOP MANAGEMENT 1,MIS Quarterly,"Liang, Huigang and Saraf, Nilesh and Hu, Qing and Xue, Yajiong",lfoppiano/grobid:0.8.1,data/pdfs/31_1/LiangSarafHuEtAl2007.pdf,article,,,
P_0000000810,0000000810,pdf,2,19,Service Quality: A Measure of Information Systems Effectiveness,MIS Quarterly,"Pitt Henley, F. and Watson, Richard T and Kavan, C. Bruce",lfoppiano/grobid:0.8.1,data/pdfs/19_2/PittWatsonKavan1995.pdf,article,,,
P_0000000811,0000000811,pdf,1,17,Small-Firm Computing: Motivators and Inhibitors,MIS Quarterly,"Cragg, Paul B",lfoppiano/grobid:0.8.1,data/pdfs/17_1/CraggKing1993.pdf,article,,,
P_0000000812,0000000812,pdf,2,39,NEW STATE OF PLAY IN INFORMATION SYSTEMS RESEARCH: THE PUSH TO THE EDGES 1,MIS Quarterly,"Grover, Varun and Lyytinen, Kalle",lfoppiano/grobid:0.8.1,data/pdfs/39_2/GroverLyytinen2015.pdf,article,,,
P_0000000813,0000000813,pdf,1,12,Developing Capabilities to Use Information Strategically,MIS Quarterly,"Johnston, H. Russell and Carrico, Shelley R and Chicago, At&t",lfoppiano/grobid:0.8.1,data/pdfs/12_1/JohnstonCarrico1988.pdf,article,,,
P_0000000814,0000000814,pdf,1,9,Avenues for Top Management Involvement in Successful MIS Development,MIS Quarterly,"Doll, William J",lfoppiano/grobid:0.8.1,data/pdfs/9_1/Doll1985.pdf,article,,,
P_0000000815,0000000815,pdf,3,37,DISCOVERING UNOBSERVED HETEROGENEITY IN STRUCTURAL EQUATION MODELS TO AVERT VALIDITY THREATS 1,MIS Quarterly,"Becker, Jan-Michael and Rai, Arun and Ringle, Christian M and Völckner, Franziska",lfoppiano/grobid:0.8.1,data/pdfs/37_3/BeckerRaiRingleEtAl2013.pdf,article,,,
P_0000000816,0000000816,pdf,2,22,Editor's Comments Editor's Comments,MIS Quarterly,,lfoppiano/grobid:0.8.1,data/pdfs/22_2/Zmud1998a.pdf,article,,,Contents
P_0000000817,0000000817,pdf,2,34,ARE THERE NEURAL GENDER DIFFERENCES IN ONLINE TRUST? AN FMRI STUDY ON THE PERCEIVED TRUSTWORTHINESS OF EBAY OFFERS 1,MIS Quarterly,"Riedl, René and Hubert, Marco and Kenning, Peter",lfoppiano/grobid:0.8.1,data/pdfs/34_2/RiedlHubertKenning2010.pdf,article,,,
P_0000000818,0000000818,pdf,3,40,ELECTRONIC HEALTH RECORDS: HOW CAN IS RESEARCHERS CONTRIBUTE TO TRANSFORMING HEALTHCARE? 1 Rajiv Kohli,MIS Quarterly,"Mason, Raymond A and Swee, Sharon and Tan, Lin",lfoppiano/grobid:0.8.1,data/pdfs/40_3/KohliTan2016.pdf,article,,,
P_0000000819,0000000819,pdf,4,40,BIG DATA & ANALYTICS IN NETWORKED BUSINESS TOWARD A BETTER MEASURE OF BUSINESS PROXIMITY: TOPIC MODELING FOR INDUSTRY INTELLIGENCE 1,MIS Quarterly,"Shi, Michael and Lee, Gene Moo and Whinston, Andrew B",lfoppiano/grobid:0.8.1,data/pdfs/40_4/ShiLeeWhinston2016.pdf,article,,,
P_0000000820,0000000820,pdf,2,12,Creating Competitive Advantage With Interorganizational Information Systems,MIS Quarterly,"Johnston, H. Russell",lfoppiano/grobid:0.8.1,data/pdfs/12_2/JohnstonVitale1988.pdf,article,,,
P_0000000821,0000000821,pdf,3,35,INFORMATION SYSTEMS RESEARCH BEHAVIORS: WHAT ARE THE NORMATIVE STANDARDS? 1,MIS Quarterly,"Allen, Gove N and Ball, Nicholas L and Smith, H. Jeff",lfoppiano/grobid:0.8.1,data/pdfs/35_3/AllenBallSmith2011.pdf,article,,,
P_0000000822,0000000822,pdf,4,9,Information Technology Assessment and Adoption: A Field Study,MIS Quarterly,"Huff, Sid L and Munro, Malcolm C",lfoppiano/grobid:0.8.1,data/pdfs/9_4/HuffMunro1985.pdf,article,,,
P_0000000823,0000000823,pdf,3,40,PARTICIPATION IN OPEN KNOWLEDGE COMMUNITIES AND JOB-HOPPING: EVIDENCE FROM ENTERPRISE SOFTWARE 1,MIS Quarterly,"Huang, Peng and Zhang, Zhongju",lfoppiano/grobid:0.8.1,data/pdfs/40_3/HuangZhang2016.pdf,article,,,
P_0000000824,0000000824,pdf,3,43,SAYS WHO? THE EFFECTS OF PRESENTATION FORMAT AND SOURCE RATING ON FAKE NEWS IN SOCIAL MEDIA 1,MIS Quarterly,"Kim, Antino and Dennis, Alan R",lfoppiano/grobid:0.8.1,data/pdfs/43_3/KimDennis2019.pdf,article,10.25300/MISQ/2019/15188,,
P_0000000825,0000000825,pdf,4,35,STATE OF THE INFORMATION PRIVACY LITERATURE: WHERE ARE WE NOW AND WHERE SHOULD WE GO?,MIS Quarterly,"Pavlou, Paul A",lfoppiano/grobid:0.8.1,data/pdfs/35_4/Pavlou2011.pdf,article,,,
P_0000000826,0000000826,pdf,4,25,REVOLUTION OR EVOLUTION? A COMPARISON OF OBJECT-ORIENTED AND STRUCTURED SYSTEMS DEVELOPMENT METHODS 1,MIS Quarterly,"Sircar, Sumit and Nerur, Sridhar P and Mahapatra, Radhakanta",lfoppiano/grobid:0.8.1,data/pdfs/25_4/SircarNerurMahapatra2001.pdf,article,,,
P_0000000827,0000000827,pdf,4,33,FASHION WAVES VERSUS INFORMING: RESPONSE TO BASKERVILLE AND MYERS,MIS Quarterly,"Bhattacherjee, Anol",lfoppiano/grobid:0.8.1,data/pdfs/33_4/GillBhattacherjee2009a.pdf,article,,,
P_0000000828,0000000828,pdf,2,23,THE UNTAPPED POTENTIAL OF IT CHARGEBAcK t,MIS Quarterly,"Ross, Jeanne W and Vitale, Michael R and Mathis Beath, Cynthia and Cba",lfoppiano/grobid:0.8.1,data/pdfs/23_2/RossVitaleBeath1999.pdf,article,,,
P_0000000829,0000000829,pdf,1,45,"COMMITMENT TO IT INVESTMENT PLANS: THE INTERPLAY OF REAL EARNINGS, MANAGEMENT, IT DECENTRALIZATION, AND CORPORATE GOVERNANCE 1",MIS Quarterly,"Xue, Ling and Mithas, Sunil and Ray, Gautam",lfoppiano/grobid:0.8.1,data/pdfs/45_1/XueMithasRay2021.pdf,article,10.25300/MISQ/2021/14970,,
P_0000000830,0000000830,pdf,2,37,DIGITAL BUSINESS STRATEGY: TOWARD A NEXT GENERATION OF INSIGHTS,MIS Quarterly,"Bharadwaj, Anandhi and Sawy, Omar A El and Pavlou, Paul A and Venkatraman, N.",lfoppiano/grobid:0.8.1,data/pdfs/37_2/BharadwajElSawyPavlouEtAl2013.pdf,article,,,
