ID,ID,ENTRYTYPE,file,grobid-version,journal,title,volume,number,author,doi,year,note
0000001001,0000001001,article,data/pdfs/46_1/PadmanabhanFangSahooEtAl2022.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,EDITOR'S COMMENTS RESEARCH ARTICLE,46,1,"Balaji Padmanabhan, xiao fang, Nachiketa Sahoo and Burton-Jones, Andrew",,,
0000001002,0000001002,article,data/pdfs/38_1/OuPavlouDavison2014.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,SWIFT GUANXI IN ONLINE MARKETPLACES: THE ROLE OF COMPUTER-MEDIATED COMMUNICATION TECHNOLOGIES 1,38,1,"Ou, Carol Xiaojuan and Pavlou, Paul A and Davison, Robert M",,,
0000001003,0000001003,article,data/pdfs/27_4/LyytinenRose2003.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"THE DISRUPTIVE NATURE OF INFORMATION TECHNOLOGY INNOVATIONS: THE CASE OF INTERNET COMPUTING IN SYSTEMS DEVELOPMENT ORGANIZATIONS 1, 2",27,4,"Lyytinen, Kalle and Rose, Gregory M",,,
0000001004,0000001004,article,data/pdfs/37_2/MithasTaftiMitchell2013.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,SPECIAL ISSUE: DIGITAL BUSINESS STRATEGY HOW A FIRM'S COMPETITIVE ENVIRONMENT AND DIGITAL STRATEGIC POSTURE INFLUENCE DIGITAL BUSINESS STRATEGY 1 Sunil Mithas,37,2,"Smith, Robert H and Tafti, Ali and Mitchell, Will and Bharadwaj, Anandhi and Sawy, Omar A El and Pavlou, Paul A and Venkatraman, N.",,,
0000001005,0000001005,article,data/pdfs/32_3/DennisFullerValacich2006.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"MEDIA, TASKS, AND COMMUNICATION PROCESSES: A THEORY OF MEDIA SYNCHRONICITY 1",32,3,"Dennis, Alan R and Fuller, Robert M and Valacich, Joseph S",,,
0000001006,0000001006,article,data/pdfs/34_1/ThomasBostrom2010.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,VITAL SIGNS FOR VIRTUAL TEAMS: AN EMPIRICALLY DEVELOPED TRIGGER MODEL FOR TECHNOLOGY ADAPTATION INTERVENTIONS 1,34,1,"Thomas, Dominic M and Bostrom, Robert P",,,
0000001007,0000001007,article,data/pdfs/33_2/Straub2009.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Editor's Comments: Diamond Mining or Coal Mining? Which Reviewing Industry Are We In?,33,2,"Straub, Detmar W.",,,
0000001008,0000001008,article,data/pdfs/38_1/NielsenMathiassenNewell2014.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,THEORIZATION AND TRANSLATION IN INFORMATION TECHNOLOGY INSTITUTIONALIZATION: EVIDENCE FROM DANISH HOME CARE 1,38,1,"Nielsen, Jeppe Agger and Mathiassen, Lars and Newell, Sue",,,
0000001009,0000001009,article,data/pdfs/38_3/Goes2014.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,EDITOR'S COMMENTS Big Data and IS Research,38,3,"Goes, Paulo B and Head, Management",,,
0000001010,0000001010,article,data/pdfs/12_1/DeLone1988.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Determinants of Success for Computer Usage in Small Business,12,1,"Delone, William H",,,
0000001011,0000001011,article,data/pdfs/43_2/HuangChengalurSmithPinsonneault2019.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,SHARING IS CARING: SOCIAL SUPPORT PROVISION AND COMPANIONSHIP ACTIVITIES IN HEALTHCARE VIRTUAL SUPPORT COMMUNITIES 1,43,2,"Huang, Kuang-Yuan and Chengalur-Smith, Indushobha and Pinsonneault, Alain",10.25300/MISQ/2019/13225,,
0000001012,0000001012,article,data/pdfs/39_1/SrivastavaShainesh2015.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,SPECIAL ISSUE: SERVICE INNOVATION IN THE DIGITAL AGE BRIDGING THE SERVICE DIVIDE THROUGH DIGITALLY ENABLED SERVICE INNOVATIONS: EVIDENCE FROM INDIAN HEALTHCARE SERVICE PROVIDERS 1,39,1,"Srivastava, Shirish C and Shainesh, G. and Barrett, Michael and Davidson, Elizabeth and Prabhu, Jaideep and Vargo, Stephen L",,,
0000001013,0000001013,article,data/pdfs/43_4/SivanSmithTelang2019.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,DO SEARCH ENGINES INFLUENCE MEDIA PIRACY? EVIDENCE FROM A RANDOMIZED FIELD STUDY 1,43,4,"Sivan, Liron and Smith, Michael D and Telang, Rahul",10.25300/MISQ/2019/14404,,
0000001014,0000001014,article,data/pdfs/13_2/Straub1989.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Validating Instruments in MIS Research 1,13,2,"Straub, Detmar W and Carlson School, Curtis L",,,
0000001015,0000001015,misc,data/pdfs/20_4/MarkusBenjamin1996.pdf,,,,,,,,,
0000001016,0000001016,article,data/pdfs/44_2/BaoBardhanSinghEtAl2020.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,PATIENT-PROVIDER ENGAGEMENT AND ITS IMPACT ON HEALTH OUTCOMES: A LONGITUDINAL STUDY OF PATIENT PORTAL USE 1,44,2,"Bao, Chenzhang and Bardhan, Indranil R and Singh, Harpreet and Meyer, Bruce A and Kirksey, Kirk",10.25300/MISQ/2020/14180,,
0000001017,0000001017,article,data/pdfs/37_4/BalaVenkatesh2013.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,CHANGES IN EMPLOYEES' JOB CHARACTERISTICS DURING AN ENTERPRISE SYSTEM IMPLEMENTATION: A LATENT GROWTH MODELING PERSPECTIVE 1,37,4,"Bala, Hillol and Venkatesh, Viswanath",,,
0000001018,0000001018,article,data/pdfs/21_3/IgbariaZinatelliCraggEtAl1997.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Personal Computing Acceptance Factors in Small Firms: A Structural Equation Model 1,21,3,"Aviv, Tel and Zinatelli, Nancy and Cragg, Paul and Cavaye, Angele L M",,,
0000001019,0000001019,article,data/pdfs/46_1/ZhangWangKarahannaEtAl2022.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,PEER PRIVACY CONCERN: CONCEPTUALIZATION AND MEASUREMENT 1,46,1,"Zhang, Andy and Wang, Alex and Karahanna, Elena and Xu, Yan",10.25300/MISQ/2022/14861,,
0000001020,0000001020,article,data/pdfs/10_3/WhiteLeifer1986.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Information Systems Development Success: Perspectives from Project Team Participants,10,3,"Brittain White, Kathy and Leifer, Richard",,,
0000001021,0000001021,article,data/pdfs/36_1/RansbothamMitraRamsey2012.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,ARE MARKETS FOR VULNERABILITIES EFFECTIVE? 1,36,1,"Ransbotham, Sam and Mitra, Sabyaschi and Ramsey, Jon and Mitra, Sabyasachi",,,
0000001022,0000001022,article,data/pdfs/44_2/CaliffSarkerSarker2020.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,THE BRIGHT AND DARK SIDES OF TECHNOSTRESS: A MIXED-METHODS STUDY INVOLVING HEALTHCARE IT 1,44,2,"Califf, Christopher B and Sarker, Saonee and Sarker, Suprateek",10.25300/MISQ/2020/14818,,
0000001023,0000001023,article,data/pdfs/15_4/Nelson1991.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Educational Needs as Perceived by IS and End-User Personnel: A Survey of Knowledge and Skill Requirements,15,4,"Nelson, Ryan",,,
0000001024,0000001024,article,data/pdfs/43_1/BurtchChan2019.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,INVESTIGATING THE RELATIONSHIP BETWEEN MEDICAL CROWDFUNDING AND PERSONAL BANKRUPTCY IN THE UNITED STATES: EVIDENCE OF A DIGITAL DIVIDE 1,43,1,"Burtch, Gordon and Chan, Jason",10.25300/MISQ/2019/14569,,
0000001025,0000001025,article,data/pdfs/24_3/MontealegreKeil2000.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,DE-ESCALATING INFORMATION TECHNOLOGY PROJECTS: LESSONS FROM THE DENVER INTERNATIONAL AIRPORT 1,24,3,"Montealegre, Ramiro and Keil, Mark and Robinson, J. Mack",,,
0000001026,0000001026,article,data/pdfs/16_2/NewmanRobey1992.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A Social Process Model of User-Analyst Relationships,16,2,"Newman, Michael and Robey, Daniel",,,
0000001027,0000001027,article,data/pdfs/36_4/ParkHuhOhEtAl2012.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A SOCIAL NETWORK-BASED INFERENCE MODEL FOR VALIDATING CUSTOMER PROFILE DATA 1,36,4,"Park, Sung-Hyuk and Huh, Soon-Young and Oh, Wonseok and Han, Sang Pil",,,
0000001028,0000001028,article,data/pdfs/45_3/BerenteGuReckerEtAl2021.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,MANAGING ARTIFICIAL INTELLIGENCE 1,45,3,"Berente, Nicholas and Gu, Bin and Recker, Jan and Santhanam, Radhika",10.25300/MISQ/2021/16274,,
0000001029,0000001029,article,data/pdfs/39_1/TianXu2015.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,HOW DO ENTERPRISE RESOURCE PLANNING SYSTEMS AFFECT FIRM RISK? POST-IMPLEMENTATION IMPACT 1,39,1,"Tian, Feng and Xu, Sean Xin",,,
0000001030,0000001030,article,data/pdfs/44_1/Rai2020a.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,EDITOR'S COMMENTS Proactively Attending to Uncertainty in IS Research,44,1,"Rai, Arun",,,
0000001031,0000001031,article,data/pdfs/40_4/HanParkOh2016.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,BIG DATA & ANALYTICS IN NETWORKED BUSINESS MOBILE APP ANALYTICS: A MULTIPLE DISCRETE-CONTINUOUS CHOICE FRAMEWORK 1,40,4,"Han, Sang Pil and Park, Sungho and Oh, Wonseok",,,
0000001032,0000001032,article,data/pdfs/40_1/BenarochLichtensteinFink2016.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,CONTRACT DESIGN CHOICES AND THE BALANCE OF EX ANTE AND EX POST TRANSACTION COSTS IN SOFTWARE DEVELOPMENT OUTSOURCING 1,40,1,"Benaroch, Michel and Lichtenstein, Yossi and Fink, Lior",,,
0000001033,0000001033,article,data/pdfs/19_1/ToddMcKeenGallupe1995.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,The Evolution of IS Job Skills: A Content Analysis of IS Job Advertisements From 1970 to 1990,19,1,"Todd, Peter A and Mckeen, James D and Gallupe, R. Brent",,,
0000001034,0000001034,article,data/pdfs/45_1/ChenPangKumar2021.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,DO YOU HAVE A ROOM FOR US IN YOUR IT? AN ECONOMIC ANALYSIS OF SHARED IT SERVICES AND IMPLICATIONS FOR IT INDUSTRIES 1,45,1,"Chen, Min and Pang, Min-Seok and Kumar, Subodha",10.25300/MISQ/2021/15573,,
0000001035,0000001035,article,data/pdfs/41_3/HongPavlouShiEtAl2017.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,ON THE ROLE OF FAIRNESS AND SOCIAL DISTANCE IN DESIGNING EFFECTIVE SOCIAL REFERRAL SYSTEMS 1,41,3,"Hong, Yili and Pavlou, Paul A and Shi, Nan and Wang, Kanliang",,,
0000001036,0000001036,article,data/pdfs/40_2/DiazAndradeDoolin2016.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,SPECIAL ISSUE: ICT AND SOCIETAL CHALLENGES INFORMATION AND COMMUNICATION TECHNOLOGY AND THE SOCIAL INCLUSION OF REFUGEES 1,40,2,"Andrade, Antonio Díaz and Doolin, Bill",,,
0000001037,0000001037,article,data/pdfs/2_3/Halbrecht1978.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,,2,3,,,,
0000001038,0000001038,article,data/pdfs/42_2/MindelMathiassenRai2018.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,THE SUSTAINABILITY OF POLYCENTRIC INFORMATION COMMONS 1,42,2,"Mindel, Vitali and Mathiassen, Lars and Rai, Arun",10.25300/MISQ/2018/14015,,
0000001039,0000001039,article,data/pdfs/12_3/KuoKonsynski1988.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Dialogue Management: Support for Dialogue Independence,12,3,"Kuo, Feng-Yang",,,
0000001040,0000001040,article,data/pdfs/39_3/ShenHuReesUlmer2015.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,COMPETING FOR ATTENTION: AN EMPIRICAL STUDY OF ONLINE REVIEWERS' STRATEGIC BEHAVIOR 1,39,3,"Shen, Wenqi and Hu, Yu Jeffrey and Ulmer, Jackie Rees",,,
0000001041,0000001041,article,data/pdfs/38_3/CecezKecmanovicGalliersHenfridssonEtAl2014.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"SPECIAL ISSUE: SOCIOMATERIALITY OF IS & ORGANIZING THE SOCIOMATERIALITY OF INFORMATION SYSTEMS: CURRENT STATUS, FUTURE DIRECTIONS",38,3,"Cecez-Kecmanovic, Dubravka and Galliers, Robert D and Henfridsson, Ola and Newell, Sue and Vidgen, Richard",,,
0000001042,0000001042,article,data/pdfs/43_1/KarahannaChenLiuEtAl2019.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,CAPITALIZING ON HEALTH INFORMATION TECHNOLOGY TO ENABLE DIGITAL ADVANTAGE IN U.S. HOSPITALS 1,43,1,"Karahanna, Elena and Chen, Adela and Qianqian, Ben and Liu and Serrano, Christina",10.25300/MISQ/2019/12743,,
0000001043,0000001043,article,data/pdfs/25_1/VenkateshBrown2001.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A LONGITUDINAL INVESTIGATION OF PERSONAL COMPUTERS IN HOMES: ADOPTION DETERMINANTS AND EMERGING CHALLENGES 1,25,1,"Venkatesh, Viswanath and Smith, Robert H and Brown, Susan A",,,
0000001044,0000001044,article,data/pdfs/35_2/LeeAhnBang2011.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,MANAGING CONSUMER PRIVACY CONCERNS IN PERSONALIZATION: A STRATEGIC ANALYSIS OF PRIVACY PROTECTION 1,35,2,"Lee, Dong-Joo and Ahn, Jae-Hyeon and Bang, Youngsok",,,
0000001045,0000001045,article,data/pdfs/36_1/OestreicherSingerSundararajan2012.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,RECOMMENDATION NETWORKS AND THE LONG TAIL OF ELECTRONIC COMMERCE 1,36,1,"Oestreicher-Singer, Gal and Sundararajan, Arun",,,
0000001046,0000001046,article,data/pdfs/32_1/AuNgaiCheng2006.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Extending the Understanding of End User Information Systems Satisfaction Formation: An Equitable Needs Fulfillment Model Approach 1,32,1,"Ngai, E. W T and Cheng, T. C E",,,
0000001047,0000001047,article,data/pdfs/18_2/IgbariaParasuramanBadawy1994.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"Work Experiences, Job Involvement, and Quality of Work Life Among Information Systems Personnel",18,2,"Igbaria, Magid and Parasuraman, Saroj and Badawy, Michael K",,,
0000001048,0000001048,article,data/pdfs/17_2/KendallKendall1993.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Metaphors and Methodologies Metaphors and Methodologies: Living Beyond the Systems Machine,17,2,"Kendall, Julie E and Kendall, Kenneth E",,,
0000001049,0000001049,article,data/pdfs/41_3/LiTanWeiEtAl2017.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,SEQUENTIALITY OF PRODUCT REVIEW INFORMATION PROVISION: AN INFORMATION FORAGING PERSPECTIVE 1,41,3,"Li, Mengxiang and Tan, Chuan-Hoo and Wei, Kwok-Kee and Wang, Kanliang",,,
0000001050,0000001050,article,data/pdfs/33_4/Straub2009b.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,EDITOR'S COMMENTS Creating Blue Oceans of Thought Via Highly Citable Articles,33,4,"Straub, Detmar W.",,,
0000001051,0000001051,article,data/pdfs/26_4/Walsham2002.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,CROSS-CULTURAL SOFTWARE PRODUCTION AND USE: A STRUCTURATIONAL ANALYSIS 1,26,4,"Walsham, Geoff and Myers, Michael D",,,
0000001052,0000001052,article,data/pdfs/45_2/BapnaFunk2021.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,INTERVENTIONS FOR IMPROVING PROFESSIONAL NETWORKING FOR WOMEN: EXPERIMENTAL EVIDENCE FROM THE IT SECTOR 1,45,2,"Bapna, Sofia and Funk, Russell J",10.25300/MISQ/2021/15620,,
0000001053,0000001053,article,data/pdfs/19_2/ChinTodd1995.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"On the Use, Usefulness, and Ease of Use of Structural Equation Modeling in MIS Research: A Note of Caution",19,2,"Chin, Wynne W and Todd, Peter A",,,
0000001054,0000001054,article,data/pdfs/24_2/Lee2000a.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Lee/Editor's Comments,24,2,"Lee, Allen S.",,,
0000001055,0000001055,article,data/pdfs/16_3/GoodhueWyboKirsch1992.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,The Impact of Data Integration on the Costs and Benefits of Information Systems,16,3,"Goodhue, Dale L and Wybo, Michael D and Kirsch, Laurie J",,,
0000001056,0000001056,article,data/pdfs/22_1/Zmud1998.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Editor's Comments Management Information Systems Quarterly,22,1,"Zmud, Bob",,,
0000001057,0000001057,article,data/pdfs/29_3/LapointeRivard2005.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A MULTILEVEL MODEL OF RESISTANCE TO INFORMATION TECHNOLOGY IMPLEMENTATION 1,29,3,"Lapointe, Liette and Rivard, Suzanne",,,
0000001058,0000001058,article,data/pdfs/45_3/ZhangZhangRaghunathan2021.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,IS MORE BETTER? THE DIVIDE BETWEEN RETAILER'S AND MANUFACTURERS' PREFERENCES FOR REVIEWS AND REVIEW MONETIZATION 1,45,3,"Zhang, Haozhao and Zhang, James and Raghunathan, Srinivasan",10.25300/MISQ/2021/15759,,
0000001059,0000001059,article,data/pdfs/14_4/RichardsonJacksonDickson1990.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A Principles-Based Enterprise Architecture: Lessons From Texaco and Star Enterprise,14,4,"Richardson, Gary L and Jackson, Brad M and Dickson, Gary W",,,
0000001060,0000001060,article,data/pdfs/2_1/King1978.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Strategic Planning for Management Information Systems,2,1,"King, William",,,
0000001061,0000001061,article,data/pdfs/30_1/MasseyMontoyaWeiss2006.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,UNRAVELING THE TEMPORAL FABRIC OF KNOWLEDGE CONVERSION: A MODEL OF MEDIA SELECTION AND USE 1,30,1,"Montoya-Weiss, Massey & and Massey, Anne P and Montoya-Weiss, Mitzi M",,,
0000001062,0000001062,article,data/pdfs/46_1/TrieuBurtonJonesGreenEtAl2022.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,APPLYING AND EXTENDING THE THEORY OF EFFECTIVE USE IN A BUSINESS INTELLIGENCE CONTEXT 1,46,1,"Trieu, Van-Hau and Burton-Jones, Andrew and Green, Peter and Cockcroft, Sophie",10.25300/MISQ/2022/14880,,
0000001063,0000001063,article,data/pdfs/3_1/LocanderNapierScamell1979.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A TEAM APPROACH TO MANAGING THE DEVELOPMENT OF A DECISION SUPPORT SYSTEM,3,1,"Locander, William B and Albert Napier, H. and Scamell, Richard W",,,
0000001064,0000001064,article,data/pdfs/45_4/ChoiChungHanEtAl2021.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,CEO RISK-TAKING INCENTIVES AND IT INNOVATION: THE MODERATING ROLE OF A CEO'S IT-RELATED HUMAN CAPITAL 1,45,4,"Choi, Inmyung and Chung, Sunghun and Han, Kunsoo and Pinsonneault, Alain",10.25300/MISQ/2022/15606,,
0000001065,0000001065,article,data/pdfs/38_4/Goes2014a.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,EDITOR'S COMMENTS The MISQ Review System: Operational Perspectives 1,38,4,"Goes, Paulo B and Head, Management",,,
0000001066,0000001066,article,data/pdfs/6_3/McLeodFuerst1982.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Marketing the MIS During Times of Resource Scarcity,6,3,"Mcleod, Raymond and William, L. and Fuerst",,,
0000001067,0000001067,article,data/pdfs/32_2/GefenCarmel2006.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,IS THE WORLD REALLY FLAT? A LOOK AT OFFSHORING AT AN ONLINE PROGRAMMING MARKETPLACE 1,32,2,"Gefen, David and Carmel, Erran",,,
0000001068,0000001068,article,data/pdfs/41_4/Li2017.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,REVEALING OR NON-REVEALING: THE IMPACT OF REVIEW DISCLOSURE POLICY ON FIRM PROFITABILITY 1,41,4,"Li, Xinxin",,,
0000001069,0000001069,article,data/pdfs/44_1/BenbyaNanTanriverdiEtAl2020.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,SPECIAL ISSUE: COMPLEXITY & IS RESEARCH COMPLEXITY AND INFORMATION SYSTEMS RESEARCH IN THE EMERGING DIGITAL WORLD 1,44,1,"Benbya, Hind and Nan, Ning and Tanriverdi, Hüseyin and Yoo, Youngjin",10.25300/MISQ/2020/13304,,
0000001070,0000001070,article,data/pdfs/46_1/SalgeKarahannaThatcher2022.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,ALGORITHMIC PROCESSES OF SOCIAL ALERTNESS AND SOCIAL TRANSMISSION: HOW BOTS DISSEMINATE INFORMATION ON TWITTER 1,46,1,"Alves, Carolina and Salge, Lima and Karahanna, Elena and Thatcher, Jason Bennett",10.25300/MISQ/2021/15598,,
0000001071,0000001071,article,data/pdfs/43_3/LiebmanSaarTsechanskyStone2019.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,THE RIGHT MUSIC AT THE RIGHT TIME: ADAPTIVE PERSONALIZED PLAYLISTS BASED ON SEQUENCE MODELING 1,43,3,"Liebman, Elad and Saar-Tsechansky, Maytal and Stone, Peter",10.25300/MISQ/2019/14750,,
0000001072,0000001072,article,data/pdfs/18_3/ZigursKozar1994.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,An Exploratory Study of Roles in Computer-Supported Groups I,18,3,"Kozar, Kenneth A",,,
0000001073,0000001073,article,data/pdfs/39_1/SalgeKohliBarrett2015.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,INVESTING IN INFORMATION SYSTEMS: ON THE BEHAVIORAL AND INSTITUTIONAL SEARCH MECHANISMS UNDERPINNING HOSPITALS' IS INVESTMENT DECISIONS 1,39,1,"Salge, Torsten Oliver and Kohli, Rajiv and Barrett, Michael",,,
0000001074,0000001074,article,data/pdfs/37_4/SeidelReckervomBrocke2013.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,SPECIAL ISSUE: IS & ENVIRONMENTAL SUSTAINABILITY SENSEMAKING AND SUSTAINABLE PRACTICING: FUNCTIONAL AFFORDANCES OF INFORMATION SYSTEMS IN GREEN TRANSFORMATIONS 1,37,4,"Seidel, Stefan and Recker, Jan and Vom Brocke, Jan and Rasmussen, Anders Fogh and Malhotra, Arvind and Melville, Nigel P and Watson, Richard T",,,
0000001075,0000001075,article,data/pdfs/41_1/SaldanhaMithasKrishnan2017.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,SPECIAL ISSUE: IT AND INNOVATION LEVERAGING CUSTOMER INVOLVEMENT FOR FUELING INNOVATION: THE ROLE OF RELATIONAL AND ANALYTICAL INFORMATION PROCESSING CAPABILITIES 1,41,1,"Saldanha, Terence J V and Mithas, Sunil and Krishnan, M. S and Nambisan, Satish and Lyytinen, Kalle and Majchrzak, Ann and Song, Michael",,,
0000001076,0000001076,article,data/pdfs/4_2/Miller1980.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Building IS Function BUILDING AN EFFECTIVE INFORMATION SYSTEMS FUNCTION,4,2,"Miller, William B",,,
0000001077,0000001077,article,data/pdfs/36_4/HsiehRaiPetterEtAl2012.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,IMPACT OF USER SATISFACTION WITH MANDATED CRM USE ON EMPLOYEE SERVICE QUALITY 11,36,4,"Po, J. J and Hsieh, An and Rai, Arun and Petter, Stacie and Zhang, Ting",,,
0000001078,0000001078,article,data/pdfs/37_2/GregorHevner2013.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,POSITIONING AND PRESENTING DESIGN SCIENCE RESEARCH FOR MAXIMUM IMPACT 1,37,2,"Gregor, Shirley and Hevner, Alan R",,,
0000001079,0000001079,article,data/pdfs/45_1/BairdMaruping2021.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,THE NEXT GENERATION OF RESEARCH ON IS USE: A THEORETICAL FRAMEWORK OF DELEGATION TO AND FROM AGENTIC IS ARTIFACTS 1,45,1,"Baird, Aaron and Maruping, Likoebe M and Burton-Jones, Andrew and Butler, Brian and Scott, Susan and Xin, Sean and Ren, Xu Yuqing",10.25300/MISQ/2021/15882,,
0000001080,0000001080,article,data/pdfs/42_3/GreensteinZhu2018.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,DO EXPERTS OR CROWD-BASED MODELS PRODUCE MORE BIAS? EVIDENCE FROM ENCYCLOPEDIA BRITANNICA AND WIKIPEDIA 1,42,3,"Greenstein, Shane and Zhu, Feng",10.25300/MISQ/2018/14084,,
0000001081,0000001081,article,data/pdfs/30_4/SlaughterLevineRameshEtAl2006.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,ALIGNING SOFTWARE PROCESSES WITH STRATEGY 1,30,4,"Slaughter, Sandra A and Levine, Linda and Ramesh, Balasubramaniam and Pries-Heje, Jan and Baskerville, Richard",,,
0000001082,0000001082,article,data/pdfs/38_1/ShiRuiWhinston2014.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,CONTENT SHARING IN A SOCIAL BROADCASTING ENVIRONMENT: EVIDENCE FROM TWITTER 1,38,1,"Shi, Zhan and Rui, Huaxia and Whinston, Andrew B",,,
0000001083,0000001083,article,data/pdfs/37_4/GargTelang2013.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,INFERRING APP DEMAND FROM PUBLICLY AVAILABLE DATA 1,37,4,"Garg, Rajiv and Telang, Rahul",,,
0000001084,0000001084,article,data/pdfs/1_1/Turney1977.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Transfer Pricing Management Information Systems,1,1,"Turney, Peter B B",,,
0000001085,0000001085,article,data/pdfs/41_4/HuangHongBurtch2017.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,SOCIAL NETWORK INTEGRATION AND USER CONTENT GENERATION: EVIDENCE FROM NATURAL EXPERIMENTS 1,41,4,"Huang, Ni and Carey, W. P and Yili, Hong W P and Carey and Burtch, Gordon",,,
0000001086,0000001086,article,data/pdfs/32_3/GefenWyssLichtenstein2006.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,BUSINESS FAMILIARITY AS RISK MITIGATION IN SOFTWARE DEVELOPMENT OUTSOURCING CONTRACTS 1,32,3,"Gefen, David and Wyss, Simon and Lichtenstein, Yossi",,,
