package,time,dataset,TP,FP,FN,TN,false_positive_rate,specificity,sensitivity,precision,f1,runtime
bib-dedupe,2023-12-06 12:45,depression,10010,8,141,69713,0.0001147430472884,0.9998852569527116,0.9861097428824748,0.9992014374126572,0.9926124250086766,0:06:21
asreview,2023-12-06 13:26,depression,6135,3310,4016,66411,0.0474749358156079,0.952525064184392,0.6043739533050931,0.6495500264690313,0.6261481935088794,0:00:04
bib-dedupe,2023-12-06 13:27,neuroimaging,1281,0,18,2139,0.0,1.0,0.9861431870669746,1.0,0.9930232558139536,0:00:16
asreview,2023-12-06 13:27,neuroimaging,1259,8,40,2131,0.0037400654511453,0.9962599345488546,0.9692070823710548,0.9936858721389108,0.9812938425565082,0:00:00
bib-dedupe,2023-12-06 13:27,stroke,311,0,4,977,0.0,1.0,0.9873015873015872,1.0,0.9936102236421726,0:00:10
asreview,2023-12-06 13:27,stroke,309,12,6,965,0.0122824974411463,0.9877175025588536,0.9809523809523808,0.9626168224299064,0.9716981132075472,0:00:00
bib-dedupe,2023-12-06 13:27,haematology,114,0,20,1279,0.0,1.0,0.8507462686567164,1.0,0.9193548387096774,0:00:13
asreview,2023-12-06 13:27,haematology,106,43,28,1236,0.0336200156372165,0.9663799843627834,0.7910447761194029,0.7114093959731543,0.7491166077738515,0:00:00
bib-dedupe,2023-12-06 13:29,cardiac,3511,0,17,5419,0.0,1.0,0.9951814058956916,1.0,0.997584884216508,0:00:40
asreview,2023-12-06 13:29,cardiac,3148,124,380,5295,0.0228824506366488,0.9771175493633512,0.8922902494331065,0.9621026894865524,0.9258823529411764,0:00:00
bib-dedupe,2023-12-06 13:30,cytology_screening,734,0,36,1086,0.0,1.0,0.9532467532467532,1.0,0.976063829787234,0:00:05
asreview,2023-12-06 13:30,cytology_screening,752,14,18,1072,0.012891344383057,0.9871086556169428,0.9766233766233766,0.9817232375979112,0.9791666666666669,0:00:00
bib-dedupe,2023-12-06 14:04,digital_work,361,0,2,6783,0.0,1.0,0.9944903581267218,1.0,0.9972375690607734,0:00:53
asreview,2023-12-06 14:04,digital_work,336,284,27,6499,0.0418693793306796,0.9581306206693204,0.9256198347107438,0.5419354838709678,0.683621566632757,0:00:00
bib-dedupe,2023-12-06 14:05,diabetes,1260,0,1,584,0.0,1.0,0.999206978588422,1.0,0.9996033320111068,0:00:06
asreview,2023-12-06 14:05,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-12-06 14:05,respiratory,421,0,15,1552,0.0,1.0,0.9655963302752294,1.0,0.9824970828471412,0:00:16
asreview,2023-12-06 14:05,respiratory,399,14,37,1538,0.009020618556701,0.990979381443299,0.9151376146788992,0.9661016949152542,0.939929328621908,0:00:00
bib-dedupe,2023-12-06 14:12,srsr,16821,0,141,36027,0.0,1.0,0.9916873010258224,1.0,0.9958263031702336,0:03:46
asreview,2023-12-06 14:29,srsr,16053,1793,909,34234,0.0497682293835179,0.950231770616482,0.9464096215068978,0.8995293062871231,0.9223741668581936,0:00:02
bib-dedupe,2023-12-06 14:40,depression,10014,9,137,69712,0.0001290859281995,0.9998709140718004,0.9865037927297804,0.9991020652499252,0.992762962228611,0:06:55
asreview,2023-12-06 15:23,depression,6135,3310,4016,66411,0.0474749358156079,0.952525064184392,0.6043739533050931,0.6495500264690313,0.6261481935088794,0:00:04
bib-dedupe,2023-12-06 15:23,neuroimaging,1284,0,15,2139,0.0,1.0,0.9884526558891455,1.0,0.994192799070848,0:00:15
asreview,2023-12-06 15:23,neuroimaging,1259,8,40,2131,0.0037400654511453,0.9962599345488546,0.9692070823710548,0.9936858721389108,0.9812938425565082,0:00:00
bib-dedupe,2023-12-06 15:24,stroke,311,0,4,977,0.0,1.0,0.9873015873015872,1.0,0.9936102236421726,0:00:05
asreview,2023-12-06 15:24,stroke,309,12,6,965,0.0122824974411463,0.9877175025588536,0.9809523809523808,0.9626168224299064,0.9716981132075472,0:00:00
bib-dedupe,2023-12-06 15:24,haematology,114,0,20,1279,0.0,1.0,0.8507462686567164,1.0,0.9193548387096774,0:00:08
asreview,2023-12-06 15:24,haematology,106,43,28,1236,0.0336200156372165,0.9663799843627834,0.7910447761194029,0.7114093959731543,0.7491166077738515,0:00:00
bib-dedupe,2023-12-06 15:25,cardiac,3508,0,20,5419,0.0,1.0,0.9943310657596371,1.0,0.9971574758385446,0:00:34
asreview,2023-12-06 15:25,cardiac,3148,124,380,5295,0.0228824506366488,0.9771175493633512,0.8922902494331065,0.9621026894865524,0.9258823529411764,0:00:00
bib-dedupe,2023-12-06 15:25,cytology_screening,736,0,34,1086,0.0,1.0,0.9558441558441558,1.0,0.9774236387782204,0:00:06
asreview,2023-12-06 15:26,cytology_screening,752,14,18,1072,0.012891344383057,0.9871086556169428,0.9766233766233766,0.9817232375979112,0.9791666666666669,0:00:00
bib-dedupe,2023-12-06 17:09,digital_work,358,0,5,6783,0.0,1.0,0.9862258953168044,1.0,0.9930651872399444,0:00:36
asreview,2023-12-06 17:09,digital_work,336,284,27,6499,0.0418693793306796,0.9581306206693204,0.9256198347107438,0.5419354838709678,0.683621566632757,0:00:00
bib-dedupe,2023-12-06 17:09,diabetes,1260,0,1,584,0.0,1.0,0.999206978588422,1.0,0.9996033320111068,0:00:05
asreview,2023-12-06 17:09,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-12-06 17:09,respiratory,421,0,15,1552,0.0,1.0,0.9655963302752294,1.0,0.9824970828471412,0:00:09
asreview,2023-12-06 17:09,respiratory,399,14,37,1538,0.009020618556701,0.990979381443299,0.9151376146788992,0.9661016949152542,0.939929328621908,0:00:00
bib-dedupe,2023-12-06 17:15,srsr,16808,0,154,36027,0.0,1.0,0.9909208819714656,1.0,0.9954397394136808,0:03:20
asreview,2023-12-06 17:34,srsr,16053,1793,909,34234,0.0497682293835179,0.950231770616482,0.9464096215068978,0.8995293062871231,0.9223741668581936,0:00:03
bib-dedupe,2023-12-06 17:44,depression,10009,6,142,69715,8.605728546635877e-05,0.9999139427145336,0.9860112304206482,0.999400898652022,0.9926609144103936,0:05:29
asreview,2023-12-06 18:15,depression,6135,3310,4016,66411,0.0474749358156079,0.952525064184392,0.6043739533050931,0.6495500264690313,0.6261481935088794,0:00:03
bib-dedupe,2023-12-06 18:16,neuroimaging,1282,0,17,2139,0.0,1.0,0.9869130100076984,1.0,0.9934134056567224,0:00:16
asreview,2023-12-06 18:16,neuroimaging,1259,8,40,2131,0.0037400654511453,0.9962599345488546,0.9692070823710548,0.9936858721389108,0.9812938425565082,0:00:00
bib-dedupe,2023-12-06 18:16,stroke,311,0,4,977,0.0,1.0,0.9873015873015872,1.0,0.9936102236421726,0:00:05
asreview,2023-12-06 18:16,stroke,309,12,6,965,0.0122824974411463,0.9877175025588536,0.9809523809523808,0.9626168224299064,0.9716981132075472,0:00:00
bib-dedupe,2023-12-06 18:16,haematology,112,0,22,1279,0.0,1.0,0.835820895522388,1.0,0.9105691056910568,0:00:07
asreview,2023-12-06 18:16,haematology,106,43,28,1236,0.0336200156372165,0.9663799843627834,0.7910447761194029,0.7114093959731543,0.7491166077738515,0:00:00
bib-dedupe,2023-12-06 18:17,cardiac,3507,0,21,5419,0.0,1.0,0.9940476190476192,1.0,0.9970149253731344,0:00:28
asreview,2023-12-06 18:18,cardiac,3148,124,380,5295,0.0228824506366488,0.9771175493633512,0.8922902494331065,0.9621026894865524,0.9258823529411764,0:00:02
bib-dedupe,2023-12-06 18:18,cytology_screening,736,0,34,1086,0.0,1.0,0.9558441558441558,1.0,0.9774236387782204,0:00:13
asreview,2023-12-06 18:18,cytology_screening,752,14,18,1072,0.012891344383057,0.9871086556169428,0.9766233766233766,0.9817232375979112,0.9791666666666669,0:00:00
bib-dedupe,2023-12-06 18:38,depression,10009,4,142,69717,5.737152364423918e-05,0.9999426284763556,0.9860112304206482,0.9996005193248776,0.99275937314025,0:05:52
asreview,2023-12-06 19:10,depression,6135,3310,4016,66411,0.0474749358156079,0.952525064184392,0.6043739533050931,0.6495500264690313,0.6261481935088794,0:00:03
bib-dedupe,2023-12-06 19:16,digital_work,358,0,5,6783,0.0,1.0,0.9862258953168044,1.0,0.9930651872399444,0:00:41
asreview,2023-12-06 19:17,digital_work,336,284,27,6499,0.0418693793306796,0.9581306206693204,0.9256198347107438,0.5419354838709678,0.683621566632757,0:00:00
bib-dedupe,2023-12-06 19:17,diabetes,1260,0,1,584,0.0,1.0,0.999206978588422,1.0,0.9996033320111068,0:00:06
asreview,2023-12-06 19:17,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-12-06 19:17,respiratory,410,0,26,1552,0.0,1.0,0.9403669724770642,1.0,0.9692671394799056,0:00:12
asreview,2023-12-06 19:17,respiratory,399,14,37,1538,0.009020618556701,0.990979381443299,0.9151376146788992,0.9661016949152542,0.939929328621908,0:00:00
bib-dedupe,2023-12-06 19:24,srsr,16804,0,158,36027,0.0,1.0,0.9906850607239712,1.0,0.9953207368358704,0:03:34
asreview,2023-12-06 19:46,srsr,16053,1793,909,34234,0.0497682293835179,0.950231770616482,0.9464096215068978,0.8995293062871231,0.9223741668581936,0:00:03
bib-dedupe,2023-12-06 19:58,depression,10005,1,146,69720,1.4342880911059797e-05,0.9999856571190888,0.9856171805733426,0.9999000599640216,0.9927072481023964,0:07:06
asreview,2023-12-06 20:44,depression,6135,3310,4016,66411,0.0474749358156079,0.952525064184392,0.6043739533050931,0.6495500264690313,0.6261481935088794,0:00:04
bib-dedupe,2023-12-06 20:44,neuroimaging,1282,0,17,2139,0.0,1.0,0.9869130100076984,1.0,0.9934134056567224,0:00:16
asreview,2023-12-06 20:44,neuroimaging,1259,8,40,2131,0.0037400654511453,0.9962599345488546,0.9692070823710548,0.9936858721389108,0.9812938425565082,0:00:00
bib-dedupe,2023-12-06 20:44,stroke,310,0,5,977,0.0,1.0,0.984126984126984,1.0,0.992,0:00:07
asreview,2023-12-06 20:44,stroke,309,12,6,965,0.0122824974411463,0.9877175025588536,0.9809523809523808,0.9626168224299064,0.9716981132075472,0:00:00
bib-dedupe,2023-12-06 20:44,haematology,109,0,25,1279,0.0,1.0,0.8134328358208955,1.0,0.897119341563786,0:00:09
asreview,2023-12-06 20:44,haematology,106,43,28,1236,0.0336200156372165,0.9663799843627834,0.7910447761194029,0.7114093959731543,0.7491166077738515,0:00:00
bib-dedupe,2023-12-06 20:45,cardiac,3507,0,21,5419,0.0,1.0,0.9940476190476192,1.0,0.9970149253731344,0:00:36
asreview,2023-12-06 20:46,cardiac,3148,124,380,5295,0.0228824506366488,0.9771175493633512,0.8922902494331065,0.9621026894865524,0.9258823529411764,0:00:00
bib-dedupe,2023-12-06 20:46,cytology_screening,736,0,34,1086,0.0,1.0,0.9558441558441558,1.0,0.9774236387782204,0:00:07
asreview,2023-12-06 20:46,cytology_screening,752,14,18,1072,0.012891344383057,0.9871086556169428,0.9766233766233766,0.9817232375979112,0.9791666666666669,0:00:00
bib-dedupe,2023-12-06 21:26,digital_work,358,0,5,6783,0.0,1.0,0.9862258953168044,1.0,0.9930651872399444,0:00:30
asreview,2023-12-06 21:26,digital_work,336,284,27,6499,0.0418693793306796,0.9581306206693204,0.9256198347107438,0.5419354838709678,0.683621566632757,0:00:00
bib-dedupe,2023-12-06 21:26,diabetes,1260,0,1,584,0.0,1.0,0.999206978588422,1.0,0.9996033320111068,0:00:04
asreview,2023-12-06 21:27,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-12-06 21:27,respiratory,410,0,26,1552,0.0,1.0,0.9403669724770642,1.0,0.9692671394799056,0:00:07
asreview,2023-12-06 21:27,respiratory,399,14,37,1538,0.009020618556701,0.990979381443299,0.9151376146788992,0.9661016949152542,0.939929328621908,0:00:00
bib-dedupe,2023-12-06 21:32,srsr,16803,0,159,36027,0.0,1.0,0.9906261054120976,1.0,0.9952909817858728,0:02:53
asreview,2023-12-06 21:46,srsr,16053,1793,909,34234,0.0497682293835179,0.950231770616482,0.9464096215068978,0.8995293062871231,0.9223741668581936,0:00:02
bib-dedupe,2023-12-06 21:56,depression,10005,1,146,69720,1.4342880911059797e-05,0.9999856571190888,0.9856171805733426,0.9999000599640216,0.9927072481023964,0:05:35
asreview,2023-12-06 22:27,depression,6135,3310,4016,66411,0.0474749358156079,0.952525064184392,0.6043739533050931,0.6495500264690313,0.6261481935088794,0:00:03
bib-dedupe,2023-12-06 22:28,neuroimaging,1282,0,17,2139,0.0,1.0,0.9869130100076984,1.0,0.9934134056567224,0:00:11
asreview,2023-12-06 22:28,neuroimaging,1259,8,40,2131,0.0037400654511453,0.9962599345488546,0.9692070823710548,0.9936858721389108,0.9812938425565082,0:00:00
bib-dedupe,2023-12-06 22:28,stroke,310,0,5,977,0.0,1.0,0.984126984126984,1.0,0.992,0:00:05
asreview,2023-12-06 22:28,stroke,309,12,6,965,0.0122824974411463,0.9877175025588536,0.9809523809523808,0.9626168224299064,0.9716981132075472,0:00:00
bib-dedupe,2023-12-06 22:28,haematology,109,0,25,1279,0.0,1.0,0.8134328358208955,1.0,0.897119341563786,0:00:07
asreview,2023-12-06 22:28,haematology,106,43,28,1236,0.0336200156372165,0.9663799843627834,0.7910447761194029,0.7114093959731543,0.7491166077738515,0:00:00
bib-dedupe,2023-12-06 22:29,cardiac,3507,0,21,5419,0.0,1.0,0.9940476190476192,1.0,0.9970149253731344,0:00:28
asreview,2023-12-06 22:29,cardiac,3148,124,380,5295,0.0228824506366488,0.9771175493633512,0.8922902494331065,0.9621026894865524,0.9258823529411764,0:00:00
bib-dedupe,2023-12-06 22:30,cytology_screening,736,0,34,1086,0.0,1.0,0.9558441558441558,1.0,0.9774236387782204,0:00:04
asreview,2023-12-06 22:30,cytology_screening,752,14,18,1072,0.012891344383057,0.9871086556169428,0.9766233766233766,0.9817232375979112,0.9791666666666669,0:00:00
bib-dedupe,2023-12-07 08:35,depression,10005,0,147,69720,0.0,1.0,0.9855200945626478,1.0,0.9927072481023964,0:05:58
bib-dedupe,2023-12-07 08:58,digital_work,358,0,5,6783,0.0,1.0,0.9862258953168044,1.0,0.9930651872399444,0:00:33
asreview,2023-12-07 08:59,digital_work,336,284,27,6499,0.0418693793306796,0.9581306206693204,0.9256198347107438,0.5419354838709678,0.683621566632757,0:00:00
bib-dedupe,2023-12-07 08:59,diabetes,1260,0,1,584,0.0,1.0,0.999206978588422,1.0,0.9996033320111068,0:00:04
asreview,2023-12-07 08:59,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-12-07 08:59,respiratory,410,0,26,1552,0.0,1.0,0.9403669724770642,1.0,0.9692671394799056,0:00:09
asreview,2023-12-07 08:59,respiratory,399,14,37,1538,0.009020618556701,0.990979381443299,0.9151376146788992,0.9661016949152542,0.939929328621908,0:00:00
bib-dedupe,2023-12-07 09:05,srsr,16803,0,159,36027,0.0,1.0,0.9906261054120976,1.0,0.9952909817858728,0:03:01
asreview,2023-12-07 09:22,srsr,16053,1793,909,34234,0.0497682293835179,0.950231770616482,0.9464096215068978,0.8995293062871231,0.9223741668581936,0:00:02
bib-dedupe,2023-12-07 09:33,depression,10005,0,147,69720,0.0,1.0,0.9855200945626478,1.0,0.9927072481023964,0:06:12
asreview,2023-12-07 10:24,depression,6135,3310,4017,66410,0.0474756167527251,0.9525243832472748,0.6043144208037825,0.6495500264690313,0.6261162422819819,0:00:04
bib-dedupe,2023-12-07 10:25,neuroimaging,1282,0,17,2139,0.0,1.0,0.9869130100076984,1.0,0.9934134056567224,0:00:19
asreview,2023-12-07 10:25,neuroimaging,1259,8,40,2131,0.0037400654511453,0.9962599345488546,0.9692070823710548,0.9936858721389108,0.9812938425565082,0:00:00
bib-dedupe,2023-12-07 10:25,stroke,310,0,5,977,0.0,1.0,0.984126984126984,1.0,0.992,0:00:08
asreview,2023-12-07 10:25,stroke,309,12,6,965,0.0122824974411463,0.9877175025588536,0.9809523809523808,0.9626168224299064,0.9716981132075472,0:00:00
bib-dedupe,2023-12-07 10:26,haematology,109,0,25,1279,0.0,1.0,0.8134328358208955,1.0,0.897119341563786,0:00:10
asreview,2023-12-07 10:26,haematology,106,43,28,1236,0.0336200156372165,0.9663799843627834,0.7910447761194029,0.7114093959731543,0.7491166077738515,0:00:00
bib-dedupe,2023-12-07 10:27,cardiac,3507,0,21,5419,0.0,1.0,0.9940476190476192,1.0,0.9970149253731344,0:00:45
asreview,2023-12-07 10:27,cardiac,3148,124,380,5295,0.0228824506366488,0.9771175493633512,0.8922902494331065,0.9621026894865524,0.9258823529411764,0:00:00
bib-dedupe,2023-12-07 10:28,cytology_screening,736,0,34,1086,0.0,1.0,0.9558441558441558,1.0,0.9774236387782204,0:00:07
asreview,2023-12-07 10:28,cytology_screening,752,14,18,1072,0.012891344383057,0.9871086556169428,0.9766233766233766,0.9817232375979112,0.9791666666666669,0:00:00
bib-dedupe,2023-12-07 10:39,digital_work,358,0,5,6783,0.0,1.0,0.9862258953168044,1.0,0.9930651872399444,0:00:31
asreview,2023-12-07 10:39,digital_work,336,284,27,6499,0.0418693793306796,0.9581306206693204,0.9256198347107438,0.5419354838709678,0.683621566632757,0:00:00
bib-dedupe,2023-12-07 10:39,diabetes,1260,0,1,584,0.0,1.0,0.999206978588422,1.0,0.9996033320111068,0:00:05
asreview,2023-12-07 10:39,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-12-07 10:39,respiratory,409,0,27,1552,0.0,1.0,0.9380733944954128,1.0,0.9680473372781064,0:00:07
asreview,2023-12-07 10:39,respiratory,399,14,37,1538,0.009020618556701,0.990979381443299,0.9151376146788992,0.9661016949152542,0.939929328621908,0:00:00
bib-dedupe,2023-12-07 10:45,srsr,16824,0,138,36027,0.0,1.0,0.9918641669614432,1.0,0.9959154679453028,0:03:03
asreview,2023-12-07 11:01,srsr,16053,1793,909,34234,0.0497682293835179,0.950231770616482,0.9464096215068978,0.8995293062871231,0.9223741668581936,0:00:02
bib-dedupe,2023-12-07 11:11,depression,10001,0,151,69720,0.0,1.0,0.9851260835303388,1.0,0.9925073190095768,0:05:50
asreview,2023-12-07 11:46,depression,6135,3310,4017,66410,0.0474756167527251,0.9525243832472748,0.6043144208037825,0.6495500264690313,0.6261162422819819,0:00:04
bib-dedupe,2023-12-07 11:46,neuroimaging,1282,0,17,2139,0.0,1.0,0.9869130100076984,1.0,0.9934134056567224,0:00:10
asreview,2023-12-07 11:46,neuroimaging,1259,8,40,2131,0.0037400654511453,0.9962599345488546,0.9692070823710548,0.9936858721389108,0.9812938425565082,0:00:00
bib-dedupe,2023-12-07 11:46,stroke,310,0,5,977,0.0,1.0,0.984126984126984,1.0,0.992,0:00:04
asreview,2023-12-07 11:46,stroke,309,12,6,965,0.0122824974411463,0.9877175025588536,0.9809523809523808,0.9626168224299064,0.9716981132075472,0:00:00
bib-dedupe,2023-12-07 11:46,haematology,109,0,25,1279,0.0,1.0,0.8134328358208955,1.0,0.897119341563786,0:00:07
asreview,2023-12-07 11:46,haematology,106,43,28,1236,0.0336200156372165,0.9663799843627834,0.7910447761194029,0.7114093959731543,0.7491166077738515,0:00:00
bib-dedupe,2023-12-07 11:47,cardiac,3507,0,21,5419,0.0,1.0,0.9940476190476192,1.0,0.9970149253731344,0:00:25
asreview,2023-12-07 11:48,cardiac,3148,124,380,5295,0.0228824506366488,0.9771175493633512,0.8922902494331065,0.9621026894865524,0.9258823529411764,0:00:00
bib-dedupe,2023-12-07 11:48,cytology_screening,734,0,36,1086,0.0,1.0,0.9532467532467532,1.0,0.976063829787234,0:00:05
asreview,2023-12-07 11:48,cytology_screening,752,14,18,1072,0.012891344383057,0.9871086556169428,0.9766233766233766,0.9817232375979112,0.9791666666666669,0:00:00
bib-dedupe,2023-12-07 12:10,digital_work,357,0,6,6783,0.0,1.0,0.9834710743801652,1.0,0.9916666666666668,0:00:29
asreview,2023-12-07 12:10,digital_work,336,284,27,6499,0.0418693793306796,0.9581306206693204,0.9256198347107438,0.5419354838709678,0.683621566632757,0:00:00
bib-dedupe,2023-12-07 12:10,diabetes,1250,0,11,584,0.0,1.0,0.9912767644726408,1.0,0.9956192751891676,0:00:05
asreview,2023-12-07 12:10,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-12-07 12:10,respiratory,409,0,27,1552,0.0,1.0,0.9380733944954128,1.0,0.9680473372781064,0:00:09
asreview,2023-12-07 12:10,respiratory,399,14,37,1538,0.009020618556701,0.990979381443299,0.9151376146788992,0.9661016949152542,0.939929328621908,0:00:00
bib-dedupe,2023-12-07 12:12,digital_work,357,0,6,6783,0.0,1.0,0.9834710743801652,1.0,0.9916666666666668,0:00:32
bib-dedupe,2023-12-07 12:13,digital_work,357,1,6,6782,0.0001474273920094,0.9998525726079904,0.9834710743801652,0.9972067039106144,0.9902912621359224,0:00:33
asreview,2023-12-07 12:13,digital_work,336,284,27,6499,0.0418693793306796,0.9581306206693204,0.9256198347107438,0.5419354838709678,0.683621566632757,0:00:00
bib-dedupe,2023-12-07 12:13,diabetes,1251,0,10,584,0.0,1.0,0.9920697858842188,1.0,0.9960191082802548,0:00:03
asreview,2023-12-07 12:13,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-12-07 12:14,respiratory,409,0,27,1552,0.0,1.0,0.9380733944954128,1.0,0.9680473372781064,0:00:07
asreview,2023-12-07 12:14,respiratory,399,14,37,1538,0.009020618556701,0.990979381443299,0.9151376146788992,0.9661016949152542,0.939929328621908,0:00:00
bib-dedupe,2023-12-07 12:19,srsr,16786,10,176,36017,0.0002775696005773,0.9997224303994228,0.9896238651102464,0.9994046201476542,0.9944901949167604,0:02:58
bib-dedupe,2023-12-07 12:22,digital_work,357,0,6,6783,0.0,1.0,0.9834710743801652,1.0,0.9916666666666668,0:00:38
asreview,2023-12-07 12:23,digital_work,336,284,27,6499,0.0418693793306796,0.9581306206693204,0.9256198347107438,0.5419354838709678,0.683621566632757,0:00:00
bib-dedupe,2023-12-07 12:23,diabetes,1250,0,11,584,0.0,1.0,0.9912767644726408,1.0,0.9956192751891676,0:00:04
asreview,2023-12-07 12:23,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-12-07 12:23,respiratory,409,0,27,1552,0.0,1.0,0.9380733944954128,1.0,0.9680473372781064,0:00:08
asreview,2023-12-07 12:23,respiratory,399,14,37,1538,0.009020618556701,0.990979381443299,0.9151376146788992,0.9661016949152542,0.939929328621908,0:00:00
bib-dedupe,2023-12-07 12:28,digital_work,357,0,6,6783,0.0,1.0,0.9834710743801652,1.0,0.9916666666666668,0:00:35
asreview,2023-12-07 12:28,digital_work,336,284,27,6499,0.0418693793306796,0.9581306206693204,0.9256198347107438,0.5419354838709678,0.683621566632757,0:00:00
bib-dedupe,2023-12-07 12:28,diabetes,1250,0,11,584,0.0,1.0,0.9912767644726408,1.0,0.9956192751891676,0:00:05
asreview,2023-12-07 12:28,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-12-07 12:28,respiratory,409,0,27,1552,0.0,1.0,0.9380733944954128,1.0,0.9680473372781064,0:00:10
asreview,2023-12-07 12:28,respiratory,399,14,37,1538,0.009020618556701,0.990979381443299,0.9151376146788992,0.9661016949152542,0.939929328621908,0:00:00
bib-dedupe,2023-12-07 12:34,srsr,16774,0,188,36027,0.0,1.0,0.9889164013677632,1.0,0.9944273179985772,0:03:12
asreview,2023-12-07 12:51,srsr,16053,1793,909,34234,0.0497682293835179,0.950231770616482,0.9464096215068978,0.8995293062871231,0.9223741668581936,0:00:02
bib-dedupe,2023-12-07 13:02,depression,10000,0,152,69720,0.0,1.0,0.9850275807722616,1.0,0.9924573243350536,0:06:16
asreview,2023-12-07 13:39,depression,6135,3310,4017,66410,0.0474756167527251,0.9525243832472748,0.6043144208037825,0.6495500264690313,0.6261162422819819,0:00:03
bib-dedupe,2023-12-07 13:40,neuroimaging,1252,0,47,2139,0.0,1.0,0.9638183217859893,1.0,0.9815758526068208,0:00:13
asreview,2023-12-07 13:40,neuroimaging,1259,8,40,2131,0.0037400654511453,0.9962599345488546,0.9692070823710548,0.9936858721389108,0.9812938425565082,0:00:00
bib-dedupe,2023-12-07 13:40,stroke,310,0,5,977,0.0,1.0,0.984126984126984,1.0,0.992,0:00:05
asreview,2023-12-07 13:40,stroke,309,12,6,965,0.0122824974411463,0.9877175025588536,0.9809523809523808,0.9626168224299064,0.9716981132075472,0:00:00
bib-dedupe,2023-12-07 13:40,haematology,109,0,25,1279,0.0,1.0,0.8134328358208955,1.0,0.897119341563786,0:00:07
asreview,2023-12-07 13:40,haematology,106,43,28,1236,0.0336200156372165,0.9663799843627834,0.7910447761194029,0.7114093959731543,0.7491166077738515,0:00:00
bib-dedupe,2023-12-07 13:41,cardiac,2945,0,583,5419,0.0,1.0,0.8347505668934241,1.0,0.9099335702147382,0:00:31
asreview,2023-12-07 13:41,cardiac,3148,124,380,5295,0.0228824506366488,0.9771175493633512,0.8922902494331065,0.9621026894865524,0.9258823529411764,0:00:00
bib-dedupe,2023-12-07 13:42,cytology_screening,734,0,36,1086,0.0,1.0,0.9532467532467532,1.0,0.976063829787234,0:00:05
asreview,2023-12-07 13:42,cytology_screening,752,14,18,1072,0.012891344383057,0.9871086556169428,0.9766233766233766,0.9817232375979112,0.9791666666666669,0:00:00
bib-dedupe,2023-12-07 13:55,digital_work,358,0,5,6783,0.0,1.0,0.9862258953168044,1.0,0.9930651872399444,0:00:40
asreview,2023-12-07 13:55,digital_work,336,284,27,6499,0.0418693793306796,0.9581306206693204,0.9256198347107438,0.5419354838709678,0.683621566632757,0:00:00
bib-dedupe,2023-12-07 13:55,diabetes,1260,0,1,584,0.0,1.0,0.999206978588422,1.0,0.9996033320111068,0:00:04
asreview,2023-12-07 13:55,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-12-07 13:56,respiratory,409,0,27,1552,0.0,1.0,0.9380733944954128,1.0,0.9680473372781064,0:00:09
asreview,2023-12-07 13:56,respiratory,399,14,37,1538,0.009020618556701,0.990979381443299,0.9151376146788992,0.9661016949152542,0.939929328621908,0:00:00
bib-dedupe,2023-12-07 14:02,digital_work,358,1,5,6782,0.0001474273920094,0.9998525726079904,0.9862258953168044,0.9972144846796658,0.9916897506925209,0:00:33
asreview,2023-12-07 14:03,digital_work,336,284,27,6499,0.0418693793306796,0.9581306206693204,0.9256198347107438,0.5419354838709678,0.683621566632757,0:00:00
bib-dedupe,2023-12-07 14:03,diabetes,1260,0,1,584,0.0,1.0,0.999206978588422,1.0,0.9996033320111068,0:00:04
asreview,2023-12-07 14:03,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-12-07 14:03,respiratory,409,0,27,1552,0.0,1.0,0.9380733944954128,1.0,0.9680473372781064,0:00:07
