ID,author,title,year,journal,volume,number,pages,url,doi
841,,AN INTEGRATIVE CONTINGENCY MODEL OF SOFTWARE PROJECT RISK MANAGEMENT 5,,Journal of Management Information Systems,23,2,,,10.2753/MIS0742-1222230200
842,John D ' Arcy and Tejaswini Herath and Mindy K Shoss,Understanding Employee Responses to Stressful Information Security Requirements: A Coping Perspective,,Journal of Management Information Systems,31,2,,,10.2753/MIS0742-1222310210
843,Ronald Dattero and Richard G Ramirez and Joobin Choobineh,Derived Relations with Exceptions: Decision Support Capabilities,,Journal of Management Information Systems,6,4,,,
844,Vladimir Zwass and Boris Veroy,Capacity Expansion for Information Flow Distribution in Multi-Path Computer Communication Networks,,Journal of Management Information Systems,5,2,,,
845,Richard Leifer,,,Journal of Management Information Systems,8,4,,,
846,,,,Journal of Management Information Systems,5,2,,,
847,Rajiv D Banker and Sunil Wattal and M. Plehn-Dujowich,R&D Versus Acquisitions: Role of Diversification in the Choice of Innovation Strategy by Information Technology Firms,,Journal of Management Information Systems,28,2,,,10.2753/MIS0742-1222280205
848,Eric K Clemons and Rajiv M Dewan and Robert J Kauffman and Thomas A Weber,Special Section: Technological Innovations for Communication and Collaboration in Social Spaces,,Journal of Management Information Systems,34,2,,,10.1080/07421222.2017.1334464
849,Arun Rai and Paul Brown and Xinlin Tang,Organizational Assimilation of Electronic Procurement Innovations,,Journal of Management Information Systems,26,1,,,10.2753/MIS0742-1222260110
850,Tobias Schlager and Christian Hildebrand and Gerald Häubl and Nikolaus Franke and Andreas Herrmann,"Social Product-Customization Systems: Peer Input, Conformity, and Consumers' Evaluation of Customized Products",,Journal of Management Information Systems,35,1,,,10.1080/07421222.2018.1440763
851,Lai-Huat Lim,A Framework for Addressing Group Judgment Biases with Group Technology LAI-HUAT LIM AND IZAK BENBASAT,,Journal of Management Information Systems,13,3,,,
852,Stephanie S Barrett,Strategic Alternatives and Interorganizational System Implementations: An Overview STEPHANIE S. BARRETT,,Journal of Management Information Systems,3,3,,,
853,Ann M Hickey and Alan M Davis,A Unified Model of Requirements Elicitation,,Journal of Management Information Systems,20,4,,,
854,Jay F Nunamaker and Ralph H Sprague,Special Section: Information Technology and IT Organizational Impact,,Journal of Management Information Systems,11,3,,,
855,Peter Liang and David P Biros and Andy Luse,An Empirical Validation of Malicious Insider Characteristics,,Journal of Management Information Systems,33,2,,,10.1080/07421222.2016.1205925
856,Robert O Briggs and Jay F Nunamaker and Ralph H Sprague,Special Section: Online Coordination and Interaction,,Journal of Management Information Systems,25,1,,,10.2753/MIS0742-1222250101
857,Dongsong Zhang and Lina Zhou and Juan Luo Kehoe and Yakut Kilic,What Online Reviewer Behaviors Really Matter? Effects of Verbal and Nonverbal Behaviors on Detection of Fake Online Reviews,,Journal of Management Information Systems,33,2,,,10.1080/07421222.2016.1205907
858,,,,Journal of Management Information Systems,35,2,,,10.1080/07421222.2018.1451949
859,Oliver Hinz and Thomas Otter and Bernd Skiera,Estimating Network Effects in Two-Sided Markets,,Journal of Management Information Systems,37,1,,,10.1080/07421222.2019.1705509
860,Younghwa Lee and N. K Chen and Andrew N K Chen,Usability Design and Psychological Ownership of a Virtual World,,Journal of Management Information Systems,28,3,,,10.2753/MIS0742-1222280308
861,Eric K Clemons,"Business Models for Monetizing Internet Applications and Web Sites: Experience, Theory, and Predictions",,Journal of Management Information Systems,26,2,,,10.2753/MIS0742-1222260202
862,Byungjoon Yoo and Vidyanand Choudhary and Tridas Mukhopadhyay,A Study of Sourcing Channels for Electronic Business Transactions,,Journal of Management Information Systems,28,2,,,10.2753/MIS0742-1222280206
863,Vladimir Zwass,Management Information Systems-Beyond the Current Paradigm,,Journal of Management Information Systems,1,1,,,
864,Lynda M Applegate and Tsung Teng Chen and Benn R Konsynski and Jay F Nunamaker and M. Lynda and Applegate,Knowledge Management in Organizational Planning,,Journal of Management Information Systems,3,4,,,
865,Leonid Churilov and Adyl Bagirov and Daniel Schwartz and Kate Smith and Michael Dally,Data Mining with Combined Use of Optimization Techniques and Self-Organizing Maps for Improving Risk Grouping Rules: Application to Prostate Cancer Patients,,Journal of Management Information Systems,21,4,,,
866,Cong Feng and Pankaj C Patel and Scott Fay,The Value of the Structural Power of the Chief Information Officer in Enhancing Forward-Looking Firm Performance*,,Journal of Management Information Systems,38,3,,,10.1080/07421222.2021.1962599
867,Nianxin Wang and Huigang Liang and Weijun Zhong and Yajiong Xue and Jinghua Xiao and Xiao Wang,Resource Structuring or Capability Building? An Empirical Study of the Business Value of Information Technology,,Journal of Management Information Systems,29,2,,,10.2753/MIS0742-1222290211
868,Judy E Scott,Facilitating Interorganizational Learning with Information Technology,,Journal of Management Information Systems,17,2,,,
869,Alexander Benlian,Web Personalization Cues and Their Differential Effects on User Assessments of Website Value,,Journal of Management Information Systems,32,1,,,10.1080/07421222.2015.1029394
870,Donald L Amoroso and Paul H Cheney,Testing a Causal Model of End-User Application Effectiveness,,Journal of Management Information Systems,8,1,,,
871,Nicholas C Romano and Christina Donovan and Hsinchun Chen and Jay F Nunamaker and C. Nicholas and Romano,A Methodology for Analyzing Web-Based Qnalitative Data,,Journal of Management Information Systems,19,4,,,
872,Gregory E Truman,Integration in Electronic Exchange Environments,,Journal of Management Information Systems,17,1,,,
873,Soohyun Cho and Liangfei Qiu and Subhajyoti Bandyopadhyay,Vertical Integration and Zero-Rating Interplay: An Economic Analysis of Ad-Supported and Ad-Free Digital Content,,Journal of Management Information Systems,37,4,,,10.1080/07421222.2020.1831769
874,Ram L Klimar,A Framework for Assessing the Business Value of Information Technology Infrastructures RAM L. KUMAR,,Journal of Management Information Systems,21,2,,,
875,,,,Journal of Management Information Systems,12,1,,,
876,Salvatore Belardo and Peter Duchessi and John R Coleman,A Strategic Decision Support System at Orell Fussli,,Journal of Management Information Systems,10,4,,,
877,,,,Journal of Management Information Systems,4,4,,,
878,Salvatore T March and Cornell University March and John V Carlis,On the Interdependencies between Record Structure and Access Path Design,,Journal of Management Information Systems,4,2,,,
879,Reynold E Byers and Phillip J Lederer,"Retail Bank Services Strategy: A Model of Traditional, Electronic, and Mixed Distribution Choices",,Journal of Management Information Systems,18,2,,,
880,Ting-Peng Liang,"Special Section: Customer-Centric Information Systems TING-PENG LIANG AND MOHAN TANNIRU, GUEST EDITORS",,Journal of Management Information Systems,23,3,,,10.2753/MIS0742-1222230301
881,Ivan P L Png and Qiu-Hong Wang,Information Security: Facilitating User Precautions Vis-à-Vis Enforcement Against Attackers,,Journal of Management Information Systems,26,2,,,10.2753/MIS0742-1222260205
882,Mitzi M Montoya and Anne P Massey and Vijay Khatri,Connecting IT Services Operations to Services Marketing Practices,,Journal of Management Information Systems,26,4,,,10.2753/MIS0742-1222260403
883,Eric K Clemons and Michael C Row,Limits to Interfirm Coordination through Information Technology: Results of a Field Study in Consumer Packaged Goods Distribution,,Journal of Management Information Systems,10,1,,,
884,Jochen Reiner and Martin Natter and Bernd Skiera,The Impact of Buy-Now Features in Pay-per-Bid Auctions,,Journal of Management Information Systems,31,2,,,10.2753/MIS0742-1222310204
885,Amrit Tiwana and Ephraim R Mclean,Expertise Integration and Creativity in Information Systems Development,,Journal of Management Information Systems,22,1,,,
886,Yuqing Ren and Sara Kiesler and Susan R Fussell,"Multiple Group Coordination in Complex and Dynamic Task Environments: Interruptions, Coping Mechanisms, and Technology Recommendations",,Journal of Management Information Systems,25,1,,,10.2753/MIS0742-1222250105
887,,,,Journal of Management Information Systems,5,3,,,
888,Daniel Robey and Larry A Smith and Leo R Vijayasarathy and Leo R Vdayasarathy,Perceptions of Conflict and Success in Information Systems Development Projects,,Journal of Management Information Systems,10,1,,,
889,Eric K Clemons and Rajiv M Dewan and Robert J Kaufeman and Robert J Kauffman,"Special Issue: Competitive Strategy, Economics, and Information Systems",,Journal of Management Information Systems,21,2,,,
890,Irene Yihwa and Chen Liou and Uou,Using Group Support Systems and Joint Application Development for Requirements Specification,,Journal of Management Information Systems,10,3,,,
891,Antoinette C Tessmer and Michael J Shaw and James A Gentry and Antoineite C Tessmer,Inductive Learning for International Financial Analysis: A Layered Approach,,Journal of Management Information Systems,9,4,,,
892,Amit Basu and Alan R Hevner and Amtt Basu,The Analysis and Design of Embedded Knowledge-based Systems Using Box Structure Methods,,Journal of Management Information Systems,8,4,,,
893,Naveed Saleem,An Empirical Test ofthe Contingency Approach to User Participation in Information Systems Development,,Journal of Management Information Systems,13,1,,,
894,Rajendra P Srivastava and Theodore J Mock,Evidential Reasoning for WebTrust Assurance Services RAJENDRA P. SRIVASTAVA AND THEODORE J. MOCK,,Journal of Management Information Systems,16,3,,,
895,Yunhui Zhuang and Yunsik Choi and Shu He and Alvin Chung and Man Leung and Gene Moo Lee and Andrew Whinston,"Understanding Security Vulnerability Awareness, Firm Incentives, and ICT Development in Pan-Asia",,Journal of Management Information Systems,37,3,,,10.1080/07421222.2020.1790185
896,Eric K Clemons and Sashidhar P Reddi and Michael C Row,"The Impact of Information Technology on the Organization of Economic Activity: The ""Move to the Middle"" Hypothesis",,Journal of Management Information Systems,10,2,,,
897,Gary Grudnitski,Eliciting Decision-Makers' Information Requirements: Application of the Rep Test Methodology,,Journal of Management Information Systems,1,1,,,
898,Yoshitaka Shibata and Manabu Fukuda,A Hypermedia-Based Design Image Database System Using a Perceptional Link Method,,Journal of Management Information Systems,13,3,,,
899,Eric K Clemons,Special Section: Strategic and Competitive Information Systems,,Journal of Management Information Systems,8,2,,,
900,Jason Dedrick and Kenneth L Kraemer and Eric Shih,Information Technology and Productivity in Developed and Developing Countries,,Journal of Management Information Systems,30,1,,,10.2753/MIS0742-1222300103
901,James A Hall and Stephen L Liedtka,"Financial Performance, CEO Compensation, and Large-Scale Information Technology Outsourcing Decisions",,Journal of Management Information Systems,22,1,,,
902,Sigi Goode and Greg Shailer and Mark Wilson and Jaroslaw Jankowski,Gifting and Status in Virtual Worlds,,Journal of Management Information Systems,31,2,,,10.2753/MIS0742-1222310207
903,Param Vir Singh and Yong Tan Param and Vir Singh and Yong Tan,Developer Heterogeneity and Formation of Communication Networks in Open Source Software Projects,,Journal of Management Information Systems,27,3,,,10.2753/MIS0742-1222270307
904,Jeffrey L Jenkins and Joseph S Valacich and Aaron F Zimbelman and Mark F Zimbelman,Detecting Noncompliant Behavior in Organizations: How Online Survey Responses and Behaviors Reveal Risk,,Journal of Management Information Systems,38,3,,,10.1080/07421222.2021.1962600
905,,,,Journal of Management Information Systems,19,1,,,
906,Terry Anthony and Douglas E Turner and Terry Anthony Byrd and Douglas E Ttjrner,Measuring the Flexibility of Information Technology Infrastructure: Exploratory Analysis of a Construct,,Journal of Management Information Systems,17,1,,,
907,Christoph Weinert and Christian Maier and Sven Laumer and Tim Weitzel,Repeated IT Interruption: Habituation and Sensitization of User Responses,,Journal of Management Information Systems,39,1,,,10.1080/07421222.2021.2023411
908,Sandeep Purao and Mack Robinson,Distributing Multimedia Content to Balance Quality of Service and Cost SANDEEP PURAO AND TAE-DONG HAN,,Journal of Management Information Systems,17,1,,,
909,Rajendra Singh and Vitali Mindel and Lars Mathiassen,IT-Enabled Revenue Cycle Transformation in Resource-Constrained Hospitals: A Collaborative Digital Options Inquiry,,Journal of Management Information Systems,34,3,,,10.1080/07421222.2017.1373005
910,Prabuddha De and Cheng Hsu,Adaptive Information Systems Control: A Reliability-based Approach,,Journal of Management Information Systems,3,2,,,
911,Kelly M Hilmer and Alan R Dennis,Stimulating Thinking: Cultivating Better Decisions with Groupware Through Categorization,,Journal of Management Information Systems,17,3,,,
912,Paul Benjamin Lowry and Jun Zhang and Gregory D Moody and Sutirtha Chatterjee and Chuang Wang and Tailai Wu and Henri Pirkkaleinen and Markus Salo and Monideepa Tarafdar and Markus Makkonen,,,Journal of Management Information Systems,36,4,,,10.1080/07421222.2019.1661085
913,Mary Shuyuan and Jeffrey T Ho and Cheryl Hancock and Xiuwen Booth and Mary Liu Shuyuan and Ho and Jeffrey T Hancock,Computer-Mediated Deception: Strategies Revealed by Language-Action Cues in Spontaneous Communication,,Journal of Management Information Systems,33,2,,,10.1080/07421222.2016.1205924
914,Murlinagasundaram And and Robert P Bostrom and Murll Nagasundaram,The Structuring of Creative Processes using GSS: A Framework for Research,,Journal of Management Information Systems,11,3,,,
915,"Ahmed Abbasi and Mariam "" Zahedi and Daniel Zeng and Yan Chen and Hsinchun Chen and Jay F Ahmed Nunamaker and Abbasi",Enhancing Predictive Analytics for Anti-Phishing by Exploiting Website Genre Information,,Journal of Management Information Systems,31,4,,,10.1080/07421222.2014.1001260
916,,A Microeconomic Production Assessment of the Business Value of Management Information Systems: The Case of Inventory Control,,Journal of Management Information Systems,10,1,,,
917,Chen Li and James R Marsden and Zhongju Zhang and Li Chen,Theory and Analysis of Company-Sponsored Value Co-Creation,,Journal of Management Information Systems,29,2,,,10.2753/MIS0742-1222290206
918,Franck Soh and Varun Grover,Effect of Release Timing of App Innovations based on Mobile Platform Innovations,,Journal of Management Information Systems,37,4,,,10.1080/07421222.2020.1831763
919,Matthew L Jensen and Joshua M Averbeck and Zhu Zhang and Kevin B Wright,Credibility of Anonymous Online Product Reviews: A Language Expectancy Perspective,,Journal of Management Information Systems,30,1,,,10.2753/MIS0742-1222300109
920,Neil C Ramiller and E. Burton Swanson,Organizing Visions for Information Technology and the Information Systems Executive Response,,Journal of Management Information Systems,20,1,,,
921,Gerardine Desanctis and Brad M Jackson,Coordination of Information Technology Management: Team-Based Structures and Computer-Based Communication Systems,,Journal of Management Information Systems,10,4,,,
922,Bruce A Reinig and Robert O Briggs and Jay F Nunamaker and A. Bruce and Reinig,Flaming in the Electronic Classroom,,Journal of Management Information Systems,14,3,,,
923,Joey F George,The Conceptualization and Development of Organizational Decision Support Systems JOEY F.GEORGE,,Journal of Management Information Systems,8,3,,,
924,Zhijie Lin,The Paradoxes of Word of Mouth in Electronic Commerce ZHIJIE LIN AND CHENG-SUANG HENG,,Journal of Management Information Systems,32,4,,,10.1080/07421222.2015.1138572
925,Carsten Østerlund,Genre Combinations: A Window into Dynamic Communication Practices,,Journal of Management Information Systems,23,4,,,10.2753/MIS0742-1222230405
926,Ashish Kumar and Snehal Shah and Ashish Kumar Jha and Ashish Kumar Jha,Social Influence on Future Review Sentiments: An Appraisal-Theoretic View,,Journal of Management Information Systems,36,2,,,10.1080/07421222.2019.1599501
927,Andrew N K Chen and Paulo B Goes and James R Marsden,A Query-Driven Approach to the Design and Management of • Flexible Database Systems,,Journal of Management Information Systems,19,3,,,
928,Gang Peng,"Healthcare IT Adoption: An Analysis of Knowledge Transfer in Socioeconomic Networks GANG PENG, DEBABRATA DEY, AND ATANU LAHIRI",,Journal of Management Information Systems,31,3,,,10.1080/07421222.2014.994672
929,Katherine J Stewart,How Hypertext Links Influence Consumer Perceptions to Buiid and Degrade Trust Online,,Journal of Management Information Systems,23,1,,,
930,Rolf T Wigand and Charles W Steinfield and M. Lynne and Markus Rolft Wigand and M. Lynne Markus and John W Poduska,Information Technology Standards Choices and Industry Structure Outcomes: The Case of the U.S. Home Mortgage Industry,,Journal of Management Information Systems,22,2,,,
931,Ravi Sen,A Strategic Analysis of Competition Between Open Source and Proprietary Software,,Journal of Management Information Systems,24,1,,,10.2753/MIS0742-1222240107
932,Katja Hutter and Johann Füller and Julia Hautz and Volker Bilgram and Kurt Matzler,Machiavellianism or Morality: Which Behavior Pays Off In Online Innovation Contests?,,Journal of Management Information Systems,32,3,,,10.1080/07421222.2015.1099181
933,H. Jeff Smith,"Keeping Mum as the Project Goes Under: Toward an Explanatory Model H. JEFF SMITH, MARK KEIL, AND GORDON DEPLEDGE",,Journal of Management Information Systems,18,2,,,
934,Raymond Louis Louis and Raymond,Organizational Context and Information Systems Success: A Contingency Approach,,Journal of Management Information Systems,6,4,,,
935,Sebastián Bruque and José Moyano and Jacob Eisenberg,Individual Adaptation to IT-Induced Change: The Role of Social Networks,,Journal of Management Information Systems,25,3,,,10.2753/MIS0742-1222250305
936,James J Jiang and Gary Klein,Special Section: IT Project Management,,Journal of Management Information Systems,31,1,,,10.2753/MIS0742-1222310101
937,Chaitanya Sambhara and Arun Rai and Mark Keil and Vijay Kasi,Risks and Controls in Internet-Enabled Reverse Auctions: Perspectives from Buyers and Suppliers,,Journal of Management Information Systems,34,4,,,10.1080/07421222.2017.1394071
938,Seung Yoon Lee and Yoonseock Son and Wonseok Oh,Effectiveness of Integrated Offline-and-Online Promotions in Omnichannel Targeting: A Randomized Field Experiment,,Journal of Management Information Systems,38,2,,,10.1080/07421222.2021.1912935
939,Jonathan Ye and Xueping Yang and Xinwei Wang and Theophanis C Stratopoulos,Monetization Of Digital Content: Drivers Of Revenue On Q&A Platforms,,Journal of Management Information Systems,38,2,,,10.1080/07421222.2021.1912934
940,George M Kasper,The Effect of User-Developed DSS Applications on Forecasting Decision-Making Performance in an Experimental Setting,,Journal of Management Information Systems,2,2,,,
941,Jan Vom Brocke and Ting-Peng Liang,Guidelines for Neuroscience Studies in Information Systems Research,,Journal of Management Information Systems,30,4,,,10.2753/MIS0742-1222300408
942,Gregory S Dawson and James S Denford and Clay K Williams and David Preston and Kevin C Desouza,An Examination of Effective IT Governance in the Public Sector Using the Legal View of Agency Theory,,Journal of Management Information Systems,33,4,,,10.1080/07421222.2016.1267533
943,Sameh Al-Natour and Izak Benbasat and Ron Cenfetelli,Designing Online Virtual Advisors to Encourage Customer Self-disclosure: A Theoretical Model and an Empirical Test,,Journal of Management Information Systems,38,3,,,10.1080/07421222.2021.1962595
944,Laku Chidambaram and Robert P Bostrom and Bayard E Wynne,A Longitudinal Study of the Impact of Group Decision Support Systems on Group Development,,Journal of Management Information Systems,7,3,,,
945,Schahin Tofangchi and André Hanelt and David Marz and Lutz M Kolbe,Handling the Efficiency-Personalization Trade-Off in Service Robotics: A Machine-Learning Approach,,Journal of Management Information Systems,38,1,,,10.1080/07421222.2021.1870391
946,Hayward P Andres and Robert W Zmud,A Contingency Approach to Software Project Coordination,,Journal of Management Information Systems,18,3,,,
947,Atanu Lahiri and M. Dewan and Marshall Freimer,The Disruptive Effect of Open Platforms on Markets for Wireless Services,,Journal of Management Information Systems,27,3,,,10.2753/MIS0742-1222270304
948,Robert M Brown and Amy W Gatian and James O Hicks and M. Robert and Brown,Strategic Information Systems and Financial Performance,,Journal of Management Information Systems,11,4,,,
949,Eric K Clemons and Matt E Thatcher,Evaluating Alternative Information Regimes in the Private Health Insurance Industry: Managing the Social Cost of Private Information,,Journal of Management Information Systems,14,2,,,
950,Panos M Markopoulos and Eric K Clemons,Reducing Buyers' Uncertainty About Taste-Related Product Attributes,,Journal of Management Information Systems,30,2,,,10.2753/MIS0742-1222300210
951,Edward A Stohr,special Issue: Decision Support and Knowledge-Based Systems,,Journal of Management Information Systems,3,4,,,
952,Eric K Clemons and Nehal Madhani,Regulation of Digital Businesses with Natural Monopolies or Third-Party Payment Business Models: Antitrust Lessons from the Analysis of Google,,Journal of Management Information Systems,27,3,,,10.2753/MIS0742-1222270303
953,Robert J Kauffman and Thomas A Weber,Special Section: Social Influence and Networked Business Interaction,,Journal of Management Information Systems,36,4,,,10.1080/07421222.2019.1661086
954,Eric K Clemons,MAC-Philadelphia National Bank's Strategic Venture in Shared ATM Networks ERIC K. CLHMONS,,Journal of Management Information Systems,7,1,,,
955,Rajiv Kohli and Ting-Peng Liang and Raymond A Mason,Special Section: Strategic Integration of Blockchain Technology into Organizations,,Journal of Management Information Systems,38,2,,,10.1080/07421222.2021.1912910
956,Ryan T Wright and Kent Marett,The Influence of Experiential and Dispositional Factors in Phishing: An Empirical Investigation of the Deceived,,Journal of Management Information Systems,27,1,,,10.2753/MIS0742-1222270111
957,,,,Journal of Management Information Systems,4,1,,,
958,Tarek K Abdel-Hamid,"A Study of Staff Turnover, Acquisition, and Assimilation and Their Impact on Software Development Cost and Schedule",,Journal of Management Information Systems,6,1,,,
959,Michael J Earl and Jeffrey L Sampler and James E Short,Strategies for Business Process Reenglneering: Evidence from Field Studies,,Journal of Management Information Systems,12,1,,,
960,Roger H L Chiang and Varun Grover and Ting-Peng Liang,Special Issue: Strategic Value of Big Data and Business Analytics,,Journal of Management Information Systems,35,2,,,10.1080/07421222.2018.1451950
961,Deepinder S Bajwa and L. Floyd Lewis and Graham Pervan and Vincent S Lai and Bjørn E Munkvold and Gerhard Schwabe,Factors in the Global Assimilation of Collaborative Information Technologies: An Exploratory Investigation in Five Regions,,Journal of Management Information Systems,25,1,,,10.2753/MIS0742-1222250106
962,Glenn L Helms and Ira R Weiss,The Cost of Internally Developed Applications: Analysis of Problems and Cost Control Methods,,Journal of Management Information Systems,3,2,,,
963,Douglas R Vogel and F. Jay and William Benjamin Nunamaker and Ronald Martz and Christopher Grohowski and Mcgoff and Jay F Nunamaker,Electronic Meeting System Experience at IBM,,Journal of Management Information Systems,6,3,,,
964,Thomas H Davenport and Varun Grover,Special Issue: Knowledge Management,,Journal of Management Information Systems,18,1,,,
965,,,,Journal of Management Information Systems,38,4,,,10.1080/07421222.2021.1990606
966,Michel Benaroch and Qizhi Dai and Robert J Kauffman and Martin J Whitman,Should We Go Our Own Way? Backsourcing Flexibility in IT Services Contracts,,Journal of Management Information Systems,26,4,,,10.2753/MIS0742-1222260411
967,Shuai Yang,Try It On! Contingency Effects of Virtual Fitting Rooms SHUAI YANG AND GUIYANG XIONG,,Journal of Management Information Systems,36,3,,,10.1080/07421222.2019.1628894
968,Wei Chee and Phang,"Mobile Time-Based Targeting: Matching Product-Value Appeal to Time of Day CHEE WEI PHANG, XUEMING LUO, AND ZHENG FANG",,Journal of Management Information Systems,36,2,,,10.1080/07421222.2019.1598696
969,Jochen Wulf and Ivo Blohm,Fostering Value Creation with Digital Platforms: A Unified Theory of the Application Programming Interface Design,,Journal of Management Information Systems,37,1,,,10.1080/07421222.2019.1705514
970,Benjamin Mueller and Goetz Viering and Christine Legner and Gerold Riempp,Understanding the Economic Potential of Service-Oriented Architecture,,Journal of Management Information Systems,26,4,,,10.2753/MIS0742-1222260406
971,Theodore H Clark and Donna B Stoddard and Theodore H C^lark,Interorganizational Business Process Redesign: Merging Technological and Process Innovation,,Journal of Management Information Systems,13,2,,,
972,Lara Khansa and Xiao Ma and Divakaran Liginlal and Sung S Kim and Sam M Walton,Understanding Members' Active Participation in Online Question-and-Answer Communities: A Theory and Empirical Analysis,,Journal of Management Information Systems,32,2,,,10.1080/07421222.2015.1063293
973,Abdulla H Abdul-Gader and Kenfneth A Ko2ar and Afldulla H Abdul-Gader and Kenneth A Kozar,Discourse Analysis for Knowledge Acquisition: The Coherence Method,,Journal of Management Information Systems,6,4,,,
974,Yang W Lee and Diane M Strong,Knowing-Why About Data Processes and Data Quality,,Journal of Management Information Systems,20,3,,,
975,P. K Kannan,Special Issue: Information Systems in Services,,Journal of Management Information Systems,26,4,,,10.2753/MIS0742-1222260401
976,Ephraim R Mclean and Leon A Kapphlman and Lhon A Kappelman,The Convergence of Organizational and End-User Computing,,Journal of Management Information Systems,9,3,,,
977,Ka Chung Ng and Jie Tang and Dongwon Lee,The Effect of Platform Intervention Policies on Fake News Dissemination and Survival: An Empirical Examination,,Journal of Management Information Systems,38,4,,,10.1080/07421222.2021.1990612
978,Lucia Silva Gao,Analyzing Complementarities Using Software Stacks for Software Industry Acquisitions LUCIA SILVA GAO AND BALA IYER,,Journal of Management Information Systems,23,2,,,10.2753/MIS0742-1222230206
979,Robert J Kauffman and Thomas A Weber and D. J Wu and Jen-Hwa Paul and Michael Hu and Han-Fen Chau and Zhuo Hu and Olivia R Yang and Sheng Liu,,,Journal of Management Information Systems,29,2,,,10.2753/MIS0742-1222290200
980,,|® Check for updates,,Journal of Management Information Systems,36,1,,,10.1080/0742
981,Jennifer Zhang,Perpetual Versus Subscription Licensing Under Quality Uncertainty and Network Externality Effects JIE (JENNIfEr) ZhaNg aND abrahaM SEIDMaNN,,Journal of Management Information Systems,27,1,,,10.2753/MIS0742-1222270103
982,Wonseok Oh and Jin Nam Choi and Kimin Kim,Coauthorship Dynamics and Knowledge Capital: The Patterns of Cross-Disciplinary Collaboration in Information Systems Research,,Journal of Management Information Systems,22,3,,,
983,Dazhong Wu and Gautam Ray and Andrew B Whinston,Manufacturers' Distribution Strategy in the Presence of the Electronic Channel,,Journal of Management Information Systems,25,1,,,10.2753/MIS0742-1222250107
984,Junpeng Guo and Wenxiang Zhang and Weiguo Fan and Wenhua Li,Combining Geographical and Social Influences with Deep Learning for Personalized Point-of-Interest Recommendation,,Journal of Management Information Systems,35,4,,,10.1080/07421222.2018.1523564
985,Ajit Ka]v1bil and James E Short and Ajtt Kambil,Electronic Integration and Business Network Redesign: A Roles-Linkage Perspective,,Journal of Management Information Systems,10,4,,,
986,Michael Zhang,Network Positions and Contributions to Online Public Goods: The Case of Chinese Wikipedia XIAOQUAN (MICHAEL) ZHANG AND CHONG (ALEX) WANG,,Journal of Management Information Systems,29,2,,,10.2753/MIS0742-1222290202
987,,,,Journal of Management Information Systems,6,1,,,
988,Ofir Turel and Babajide Osatuyi,Biased Credibility and Sharing of Fake News on Social Media: Considering Peer Context and Self-Objectivity State,,Journal of Management Information Systems,38,4,,,10.1080/07421222.2021.1990614
989,Zhao Wang and Cuiqing Jiang and Huimin Zhao and Yong Ding,Mining Semantic Soft Factors for Credit Risk Evaluation in Peer-to-Peer Lending,,Journal of Management Information Systems,37,1,,,10.1080/07421222.2019.1705513
990,Lee L Gremillion and Philip J Pyburn,Justifying Decision Support and Office Automation Systems LEE L. GREMILLION and PHILIP J. PYBURN,,Journal of Management Information Systems,2,1,,,
991,Ravi Sen,Estimating the Contextual Risk of Data Breach: An Empirical Approach RAVI SEN AND SHARAD BORLE,,Journal of Management Information Systems,32,2,,,10.1080/07421222.2015.1063315
992,Paul P Tallon,A Process-Oriented Perspective on the Alignment of Information Technology and Business Strategy,,Journal of Management Information Systems,24,3,,,10.2753/MIS0742-1222240308
993,,Control in Internal and Outsourced Software Projects AMrIt tIWANA AND MArk kEIl,,Journal of Management Information Systems,26,3,,,10.2753/MIS0742-1222260301
994,Kathy S Lassila and James C Brancheau,"Adoption and Utilization of Commercial Software Packages: Exploring Utilization Equilibria, Transitions, Triggers, and Tracks",,Journal of Management Information Systems,16,2,,,
995,William B Richmond and Abraham Seidmann,Software Development Outsourcing Contract: Structure and Business Value,,Journal of Management Information Systems,10,1,,,
996,Stephen Hayne and Mark Pendergast and Saul Greenberg and Stephen Hayke and Greenberg,Implementing Gesturing with Cursors in Group Support Systems,,Journal of Management Information Systems,10,3,,,
997,Xia Zhao and Ling Xue,Competitive Target Advertising and Consumer Data Sharing,,Journal of Management Information Systems,29,3,,,10.2753/MIS0742-1222290306
998,Christoph Peters and Ivo Blohm and Jan Marco Leimeister,Anatomy of Successful Business Models for Complex Services: Insights from the Telemedicine Field,,Journal of Management Information Systems,32,3,,,10.1080/07421222.2015.1095034
999,Ping Zhang,"Special Section: Human-Computer Interaction Research in Management Information Systems PING ZHANG, FIONA FUI-HOON NAH, AND IZAK BENBASAT, GUEST EDITORS",,Journal of Management Information Systems,22,3,,,
1000,Phillip Ein-Dor and Israel Spiegler and Bertrand Russell and Human Knowledge,Natural Language Access to Multiple Databases: A Model and a Prototype PHILLIP EIN-DOR AND ISRAEL SPIEGLER,,Journal of Management Information Systems,12,1,,,
1001,Robert M Mason and Robhrt M Mason,The Role of Metaphors in Strategic Information Systems Planning,,Journal of Management Information Systems,8,2,,,
1002,,,,Journal of Management Information Systems,23,1,,,
1003,Aihui Chen and Yaobin Lu and Patrick Y K Chau and Sumeet Gupta and Management Yaobin Lu and Richard Ivey,"Classifying, Measuring, and Predicting Users' Overall Active Behavior on Social Networking Sites",,Journal of Management Information Systems,31,3,,,10.1080/07421222.2014.995557
