merged_origins
"['source_1.bib/0000001658', 'source_1.bib/0000007880']"
"['source_1.bib/0000002875', 'source_1.bib/0000006605']"
"['source_1.bib/0000001821', 'source_1.bib/0000008993']"
"['source_1.bib/0000001154', 'source_1.bib/0000006566']"
"['source_1.bib/0000003548', 'source_1.bib/0000008549']"
"['source_1.bib/0000001906', 'source_1.bib/0000008470']"
"['source_1.bib/0000003003', 'source_1.bib/0000009124']"
"['source_1.bib/0000002723', 'source_1.bib/0000008173']"
"['source_1.bib/0000000936', 'source_1.bib/0000006068']"
"['source_1.bib/0000001061', 'source_1.bib/0000008143']"
"['source_1.bib/0000004402', 'source_1.bib/0000008683']"
"['source_1.bib/0000004522', 'source_1.bib/0000006645']"
"['source_1.bib/0000002357', 'source_1.bib/0000006444']"
"['source_1.bib/0000001282', 'source_1.bib/0000007798']"
"['source_1.bib/0000002574', 'source_1.bib/0000006951']"
"['source_1.bib/0000000665', 'source_1.bib/0000007192']"
"['source_1.bib/0000001947', 'source_1.bib/0000008256']"
"['source_1.bib/0000004272', 'source_1.bib/0000006336']"
"['source_1.bib/0000002178', 'source_1.bib/0000008603']"
"['source_1.bib/0000004425', 'source_1.bib/0000007720']"
"['source_1.bib/0000003402', 'source_1.bib/0000006394']"
"['source_1.bib/0000002037', 'source_1.bib/0000006881']"
"['source_1.bib/0000001149', 'source_1.bib/0000005942']"
"['source_1.bib/0000003558', 'source_1.bib/0000007337']"
"['source_1.bib/0000002005', 'source_1.bib/0000009123']"
"['source_1.bib/0000001941', 'source_1.bib/0000008931']"
"['source_1.bib/0000003286', 'source_1.bib/0000005087']"
"['source_1.bib/0000002850', 'source_1.bib/0000006733']"
"['source_1.bib/0000001793', 'source_1.bib/0000006768']"
"['source_1.bib/0000001134', 'source_1.bib/0000006716']"
"['source_1.bib/0000003014', 'source_1.bib/0000008009']"
"['source_1.bib/0000004697', 'source_1.bib/0000006531']"
"['source_1.bib/0000003297', 'source_1.bib/0000007242']"
"['source_1.bib/0000001375', 'source_1.bib/0000008511']"
"['source_1.bib/0000000469', 'source_1.bib/0000007648']"
"['source_1.bib/0000004606', 'source_1.bib/0000004765']"
"['source_1.bib/0000003682', 'source_1.bib/0000007424']"
"['source_1.bib/0000002366', 'source_1.bib/0000004873']"
"['source_1.bib/0000001016', 'source_1.bib/0000007524', 'source_1.bib/0000007627']"
"['source_1.bib/0000003665', 'source_1.bib/0000006506']"
"['source_1.bib/0000003374', 'source_1.bib/0000008963']"
"['source_1.bib/0000003822', 'source_1.bib/0000007144']"
"['source_1.bib/0000002450', 'source_1.bib/0000009076']"
"['source_1.bib/0000001046', 'source_1.bib/0000008427']"
"['source_1.bib/0000001591', 'source_1.bib/0000007091']"
"['source_1.bib/0000003652', 'source_1.bib/0000006834']"
"['source_1.bib/0000004473', 'source_1.bib/0000004891']"
"['source_1.bib/0000001895', 'source_1.bib/0000006738']"
"['source_1.bib/0000002634', 'source_1.bib/0000008123']"
"['source_1.bib/0000000280', 'source_1.bib/0000007060']"
"['source_1.bib/0000003532', 'source_1.bib/0000009154']"
"['source_1.bib/0000000735', 'source_1.bib/0000008062']"
"['source_1.bib/0000004234', 'source_1.bib/0000008171']"
"['source_1.bib/0000001066', 'source_1.bib/0000007903']"
"['source_1.bib/0000000358', 'source_1.bib/0000005062']"
"['source_1.bib/0000001021', 'source_1.bib/0000007502']"
"['source_1.bib/0000003926', 'source_1.bib/0000007525', 'source_1.bib/0000007634']"
"['source_1.bib/0000004145', 'source_1.bib/0000005492']"
"['source_1.bib/0000004173', 'source_1.bib/0000004753']"
"['source_1.bib/0000002848', 'source_1.bib/0000009156']"
"['source_1.bib/0000001836', 'source_1.bib/0000008913']"
"['source_1.bib/0000003303', 'source_1.bib/0000008818']"
"['source_1.bib/0000003864', 'source_1.bib/0000008337']"
"['source_1.bib/0000001586', 'source_1.bib/0000006541']"
"['source_1.bib/0000003064', 'source_1.bib/0000007785']"
"['source_1.bib/0000002553', 'source_1.bib/0000006692', 'source_1.bib/0000006714']"
"['source_1.bib/0000004005', 'source_1.bib/0000008473']"
"['source_1.bib/0000002639', 'source_1.bib/0000008651']"
"['source_1.bib/0000002637', 'source_1.bib/0000008281']"
"['source_1.bib/0000003089', 'source_1.bib/0000008551']"
"['source_1.bib/0000004256', 'source_1.bib/0000007704']"
"['source_1.bib/0000001969', 'source_1.bib/0000007861']"
"['source_1.bib/0000001984', 'source_1.bib/0000007893']"
"['source_1.bib/0000002074', 'source_1.bib/0000007536']"
"['source_1.bib/0000001148', 'source_1.bib/0000007989']"
"['source_1.bib/0000004690', 'source_1.bib/0000008398']"
"['source_1.bib/0000001605', 'source_1.bib/0000008722']"
"['source_1.bib/0000003523', 'source_1.bib/0000008539']"
"['source_1.bib/0000002590', 'source_1.bib/0000008075']"
"['source_1.bib/0000003481', 'source_1.bib/0000008519']"
"['source_1.bib/0000002409', 'source_1.bib/0000008384']"
"['source_1.bib/0000003477', 'source_1.bib/0000007188']"
"['source_1.bib/0000000870', 'source_1.bib/0000008001']"
"['source_1.bib/0000002457', 'source_1.bib/0000007485']"
"['source_1.bib/0000001763', 'source_1.bib/0000006503']"
"['source_1.bib/0000002953', 'source_1.bib/0000007468']"
"['source_1.bib/0000000709', 'source_1.bib/0000006296']"
"['source_1.bib/0000000303', 'source_1.bib/0000007082']"
"['source_1.bib/0000002006', 'source_1.bib/0000007238']"
"['source_1.bib/0000000489', 'source_1.bib/0000007869']"
"['source_1.bib/0000001805', 'source_1.bib/0000006974']"
"['source_1.bib/0000002769', 'source_1.bib/0000008424', 'source_1.bib/0000008573']"
"['source_1.bib/0000001247', 'source_1.bib/0000007325', 'source_1.bib/0000007392']"
"['source_1.bib/0000000641', 'source_1.bib/0000008593']"
"['source_1.bib/0000001141', 'source_1.bib/0000007232']"
"['source_1.bib/0000001657', 'source_1.bib/0000005393']"
"['source_1.bib/0000001416', 'source_1.bib/0000006969']"
"['source_1.bib/0000001972', 'source_1.bib/0000007591']"
"['source_1.bib/0000004189', 'source_1.bib/0000006946']"
"['source_1.bib/0000003950', 'source_1.bib/0000006674', 'source_1.bib/0000006777']"
"['source_1.bib/0000000912', 'source_1.bib/0000005342']"
"['source_1.bib/0000001981', 'source_1.bib/0000008490']"
"['source_1.bib/0000002219', 'source_1.bib/0000004977']"
"['source_1.bib/0000003320', 'source_1.bib/0000006379']"
"['source_1.bib/0000003276', 'source_1.bib/0000007016']"
"['source_1.bib/0000002453', 'source_1.bib/0000006560']"
"['source_1.bib/0000002858', 'source_1.bib/0000007694']"
"['source_1.bib/0000003886', 'source_1.bib/0000007294']"
"['source_1.bib/0000001561', 'source_1.bib/0000006944']"
"['source_1.bib/0000003323', 'source_1.bib/0000006938']"
"['source_1.bib/0000003888', 'source_1.bib/0000007661']"
"['source_1.bib/0000003198', 'source_1.bib/0000008215']"
"['source_1.bib/0000001499', 'source_1.bib/0000007958']"
"['source_1.bib/0000004496', 'source_1.bib/0000008429', 'source_1.bib/0000008590']"
"['source_1.bib/0000002129', 'source_1.bib/0000008254', 'source_1.bib/0000008362']"
"['source_1.bib/0000003278', 'source_1.bib/0000008605', 'source_1.bib/0000008682']"
"['source_1.bib/0000002674', 'source_1.bib/0000008598', 'source_1.bib/0000008620']"
"['source_1.bib/0000002423', 'source_1.bib/0000006654']"
"['source_1.bib/0000003034', 'source_1.bib/0000008774']"
"['source_1.bib/0000002403', 'source_1.bib/0000005695']"
"['source_1.bib/0000006231', 'source_1.bib/0000006281']"
"['source_1.bib/0000001547', 'source_1.bib/0000007656']"
"['source_1.bib/0000002862', 'source_1.bib/0000007872']"
"['source_1.bib/0000004201', 'source_1.bib/0000008922']"
"['source_1.bib/0000001202', 'source_1.bib/0000005762']"
"['source_1.bib/0000002350', 'source_1.bib/0000006473', 'source_1.bib/0000006519']"
"['source_1.bib/0000004336', 'source_1.bib/0000004914']"
"['source_1.bib/0000001470', 'source_1.bib/0000007387']"
"['source_1.bib/0000004616', 'source_1.bib/0000006774']"
"['source_1.bib/0000004170', 'source_1.bib/0000008365']"
"['source_1.bib/0000001742', 'source_1.bib/0000008395']"
"['source_1.bib/0000004560', 'source_1.bib/0000005763']"
"['source_1.bib/0000002708', 'source_1.bib/0000006826']"
"['source_1.bib/0000002152', 'source_1.bib/0000006990']"
"['source_1.bib/0000003798', 'source_1.bib/0000007847']"
"['source_1.bib/0000003090', 'source_1.bib/0000005662']"
"['source_1.bib/0000004706', 'source_1.bib/0000007364']"
"['source_1.bib/0000002333', 'source_1.bib/0000005509']"
"['source_1.bib/0000003815', 'source_1.bib/0000008884']"
"['source_1.bib/0000003906', 'source_1.bib/0000008475']"
"['source_1.bib/0000003855', 'source_1.bib/0000006571']"
"['source_1.bib/0000004655', 'source_1.bib/0000007549', 'source_1.bib/0000007563']"
"['source_1.bib/0000003857', 'source_1.bib/0000007943']"
"['source_1.bib/0000002861', 'source_1.bib/0000007813']"
"['source_1.bib/0000004604', 'source_1.bib/0000006361']"
"['source_1.bib/0000001719', 'source_1.bib/0000007166']"
"['source_1.bib/0000003820', 'source_1.bib/0000007729']"
"['source_1.bib/0000002233', 'source_1.bib/0000008237']"
"['source_1.bib/0000000916', 'source_1.bib/0000005111']"
"['source_1.bib/0000001316', 'source_1.bib/0000007858']"
"['source_1.bib/0000002703', 'source_1.bib/0000005769']"
"['source_1.bib/0000003040', 'source_1.bib/0000008474']"
"['source_1.bib/0000002291', 'source_1.bib/0000006747']"
"['source_1.bib/0000001483', 'source_1.bib/0000006960']"
"['source_1.bib/0000004001', 'source_1.bib/0000009032']"
"['source_1.bib/0000002997', 'source_1.bib/0000008706']"
"['source_1.bib/0000004352', 'source_1.bib/0000009174']"
"['source_1.bib/0000001649', 'source_1.bib/0000008711']"
"['source_1.bib/0000003758', 'source_1.bib/0000008389']"
"['source_1.bib/0000000772', 'source_1.bib/0000007035']"
"['source_1.bib/0000004493', 'source_1.bib/0000005897', 'source_1.bib/0000006016']"
"['source_1.bib/0000004263', 'source_1.bib/0000007587']"
"['source_1.bib/0000003530', 'source_1.bib/0000006417']"
"['source_1.bib/0000004572', 'source_1.bib/0000008022']"
"['source_1.bib/0000004651', 'source_1.bib/0000004837']"
"['source_1.bib/0000001121', 'source_1.bib/0000006087']"
"['source_1.bib/0000001087', 'source_1.bib/0000007134']"
"['source_1.bib/0000002125', 'source_1.bib/0000006463', 'source_1.bib/0000006515']"
"['source_1.bib/0000004136', 'source_1.bib/0000009127']"
"['source_1.bib/0000001529', 'source_1.bib/0000007980']"
"['source_1.bib/0000000310', 'source_1.bib/0000005991']"
"['source_1.bib/0000003352', 'source_1.bib/0000007331']"
"['source_1.bib/0000003076', 'source_1.bib/0000007689']"
"['source_1.bib/0000003797', 'source_1.bib/0000007715']"
"['source_1.bib/0000000831', 'source_1.bib/0000005418']"
"['source_1.bib/0000000300', 'source_1.bib/0000005025']"
"['source_1.bib/0000004302', 'source_1.bib/0000008655']"
"['source_1.bib/0000000881', 'source_1.bib/0000007476']"
"['source_1.bib/0000000602', 'source_1.bib/0000006615']"
"['source_1.bib/0000004341', 'source_1.bib/0000009051']"
"['source_1.bib/0000001562', 'source_1.bib/0000008308']"
"['source_1.bib/0000001236', 'source_1.bib/0000008444']"
"['source_1.bib/0000003916', 'source_1.bib/0000008216']"
"['source_1.bib/0000004242', 'source_1.bib/0000005280']"
"['source_1.bib/0000002088', 'source_1.bib/0000006256', 'source_1.bib/0000006297']"
"['source_1.bib/0000000845', 'source_1.bib/0000006991']"
"['source_1.bib/0000003917', 'source_1.bib/0000008385']"
"['source_1.bib/0000003642', 'source_1.bib/0000006331']"
"['source_1.bib/0000003264', 'source_1.bib/0000008772', 'source_1.bib/0000008827']"
"['source_1.bib/0000003429', 'source_1.bib/0000008534']"
"['source_1.bib/0000002868', 'source_1.bib/0000005473']"
"['source_1.bib/0000003669', 'source_1.bib/0000008527']"
"['source_1.bib/0000001419', 'source_1.bib/0000007509', 'source_1.bib/0000007645']"
"['source_1.bib/0000004235', 'source_1.bib/0000008627']"
"['source_1.bib/0000001880', 'source_1.bib/0000006726']"
"['source_1.bib/0000002833', 'source_1.bib/0000007916', 'source_1.bib/0000008044']"
"['source_1.bib/0000003168', 'source_1.bib/0000008807']"
"['source_1.bib/0000000743', 'source_1.bib/0000005125']"
"['source_1.bib/0000002915', 'source_1.bib/0000004888']"
"['source_1.bib/0000001553', 'source_1.bib/0000005718']"
"['source_1.bib/0000004380', 'source_1.bib/0000006081']"
"['source_1.bib/0000001348', 'source_1.bib/0000005637']"
"['source_1.bib/0000004437', 'source_1.bib/0000007395']"
"['source_1.bib/0000003332', 'source_1.bib/0000008305']"
"['source_1.bib/0000004233', 'source_1.bib/0000005894']"
"['source_1.bib/0000003889', 'source_1.bib/0000007572']"
"['source_1.bib/0000003765', 'source_1.bib/0000009059']"
"['source_1.bib/0000000805', 'source_1.bib/0000006952']"
"['source_1.bib/0000002321', 'source_1.bib/0000005332']"
"['source_1.bib/0000003111', 'source_1.bib/0000006602']"
"['source_1.bib/0000001951', 'source_1.bib/0000007119', 'source_1.bib/0000007142']"
"['source_1.bib/0000002439', 'source_1.bib/0000006689']"
"['source_1.bib/0000001829', 'source_1.bib/0000007383']"
"['source_1.bib/0000000900', 'source_1.bib/0000007564']"
"['source_1.bib/0000001797', 'source_1.bib/0000008419']"
"['source_1.bib/0000001964', 'source_1.bib/0000008045']"
"['source_1.bib/0000001705', 'source_1.bib/0000008811']"
"['source_1.bib/0000004177', 'source_1.bib/0000008846']"
"['source_1.bib/0000001505', 'source_1.bib/0000007952']"
"['source_1.bib/0000004591', 'source_1.bib/0000005278']"
"['source_1.bib/0000001798', 'source_1.bib/0000008222']"
"['source_1.bib/0000001357', 'source_1.bib/0000008420']"
"['source_1.bib/0000002209', 'source_1.bib/0000005934']"
"['source_1.bib/0000003256', 'source_1.bib/0000007457']"
"['source_1.bib/0000000640', 'source_1.bib/0000008640']"
"['source_1.bib/0000001090', 'source_1.bib/0000006348']"
"['source_1.bib/0000000438', 'source_1.bib/0000007968']"
"['source_1.bib/0000004580', 'source_1.bib/0000007070']"
"['source_1.bib/0000000366', 'source_1.bib/0000007223']"
"['source_1.bib/0000001361', 'source_1.bib/0000006717']"
"['source_1.bib/0000004569', 'source_1.bib/0000007806']"
"['source_1.bib/0000000840', 'source_1.bib/0000004971']"
"['source_1.bib/0000004090', 'source_1.bib/0000007371']"
"['source_1.bib/0000003863', 'source_1.bib/0000008070', 'source_1.bib/0000008092']"
"['source_1.bib/0000001055', 'source_1.bib/0000006698', 'source_1.bib/0000006810']"
"['source_1.bib/0000001242', 'source_1.bib/0000008642']"
"['source_1.bib/0000003213', 'source_1.bib/0000008479']"
"['source_1.bib/0000003574', 'source_1.bib/0000009125']"
"['source_1.bib/0000003211', 'source_1.bib/0000008234']"
"['source_1.bib/0000003012', 'source_1.bib/0000007597']"
"['source_1.bib/0000001853', 'source_1.bib/0000007793']"
"['source_1.bib/0000002928', 'source_1.bib/0000005400']"
"['source_1.bib/0000000788', 'source_1.bib/0000008412']"
"['source_1.bib/0000000723', 'source_1.bib/0000005663']"
"['source_1.bib/0000004627', 'source_1.bib/0000005410']"
"['source_1.bib/0000002781', 'source_1.bib/0000008194']"
"['source_1.bib/0000001521', 'source_1.bib/0000005700']"
"['source_1.bib/0000000384', 'source_1.bib/0000006366']"
"['source_1.bib/0000001931', 'source_1.bib/0000009087']"
"['source_1.bib/0000002719', 'source_1.bib/0000008292']"
"['source_1.bib/0000002980', 'source_1.bib/0000006549']"
"['source_1.bib/0000002744', 'source_1.bib/0000004904', 'source_1.bib/0000005604']"
"['source_1.bib/0000001045', 'source_1.bib/0000006866']"
"['source_1.bib/0000003300', 'source_1.bib/0000007845']"
"['source_1.bib/0000004404', 'source_1.bib/0000005910']"
"['source_1.bib/0000002653', 'source_1.bib/0000006729']"
"['source_1.bib/0000003887', 'source_1.bib/0000007416']"
"['source_1.bib/0000002386', 'source_1.bib/0000006063']"
"['source_1.bib/0000002538', 'source_1.bib/0000007888']"
"['source_1.bib/0000001191', 'source_1.bib/0000006627']"
"['source_1.bib/0000002749', 'source_1.bib/0000007878']"
"['source_1.bib/0000002885', 'source_1.bib/0000007830']"
"['source_1.bib/0000001693', 'source_1.bib/0000004882']"
"['source_1.bib/0000001578', 'source_1.bib/0000005701']"
"['source_1.bib/0000004421', 'source_1.bib/0000005123']"
"['source_1.bib/0000000902', 'source_1.bib/0000007703']"
"['source_1.bib/0000003165', 'source_1.bib/0000007988']"
"['source_1.bib/0000000955', 'source_1.bib/0000007394']"
"['source_1.bib/0000004257', 'source_1.bib/0000007767']"
"['source_1.bib/0000001517', 'source_1.bib/0000007063']"
"['source_1.bib/0000001291', 'source_1.bib/0000007835']"
"['source_1.bib/0000003000', 'source_1.bib/0000007543']"
"['source_1.bib/0000003970', 'source_1.bib/0000005611', 'source_1.bib/0000005761']"
"['source_1.bib/0000001873', 'source_1.bib/0000005096']"
"['source_1.bib/0000002962', 'source_1.bib/0000007341', 'source_1.bib/0000007439']"
"['source_1.bib/0000002611', 'source_1.bib/0000005896', 'source_1.bib/0000005950']"
"['source_1.bib/0000002869', 'source_1.bib/0000006003']"
"['source_1.bib/0000001354', 'source_1.bib/0000006861']"
"['source_1.bib/0000001082', 'source_1.bib/0000008114']"
"['source_1.bib/0000000601', 'source_1.bib/0000006512']"
"['source_1.bib/0000004715', 'source_1.bib/0000008542']"
"['source_1.bib/0000000570', 'source_1.bib/0000005085', 'source_1.bib/0000005169']"
"['source_1.bib/0000002626', 'source_1.bib/0000006079']"
"['source_1.bib/0000002286', 'source_1.bib/0000007832']"
"['source_1.bib/0000003108', 'source_1.bib/0000006690']"
"['source_1.bib/0000002877', 'source_1.bib/0000006703', 'source_1.bib/0000006859']"
"['source_1.bib/0000001881', 'source_1.bib/0000007045']"
"['source_1.bib/0000002142', 'source_1.bib/0000005331']"
"['source_1.bib/0000001150', 'source_1.bib/0000006982']"
"['source_1.bib/0000003015', 'source_1.bib/0000008351']"
"['source_1.bib/0000002728', 'source_1.bib/0000008431']"
"['source_1.bib/0000000544', 'source_1.bib/0000005018']"
"['source_1.bib/0000000466', 'source_1.bib/0000005914', 'source_1.bib/0000005963']"
"['source_1.bib/0000001502', 'source_1.bib/0000005924', 'source_1.bib/0000006024']"
"['source_1.bib/0000001818', 'source_1.bib/0000004850']"
"['source_1.bib/0000001062', 'source_1.bib/0000007405']"
"['source_1.bib/0000001330', 'source_1.bib/0000008131']"
"['source_1.bib/0000000861', 'source_1.bib/0000005917']"
"['source_1.bib/0000004448', 'source_1.bib/0000005759']"
"['source_1.bib/0000002935', 'source_1.bib/0000006511']"
"['source_1.bib/0000000962', 'source_1.bib/0000009038']"
"['source_1.bib/0000003338', 'source_1.bib/0000007368']"
"['source_1.bib/0000002378', 'source_1.bib/0000007860']"
"['source_1.bib/0000002640', 'source_1.bib/0000008668']"
"['source_1.bib/0000002895', 'source_1.bib/0000007482']"
"['source_1.bib/0000001029', 'source_1.bib/0000005698']"
"['source_1.bib/0000001169', 'source_1.bib/0000008352']"
"['source_1.bib/0000001170', 'source_1.bib/0000008400']"
"['source_1.bib/0000004542', 'source_1.bib/0000004543', 'source_1.bib/0000008712', 'source_1.bib/0000008751']"
"['source_1.bib/0000001173', 'source_1.bib/0000008695']"
"['source_1.bib/0000002022', 'source_1.bib/0000005368']"
"['source_1.bib/0000001506', 'source_1.bib/0000006328']"
"['source_1.bib/0000002513', 'source_1.bib/0000007430']"
"['source_1.bib/0000000370', 'source_1.bib/0000008888']"
"['source_1.bib/0000001297', 'source_1.bib/0000005666']"
"['source_1.bib/0000000495', 'source_1.bib/0000007109']"
"['source_1.bib/0000001298', 'source_1.bib/0000006972']"
"['source_1.bib/0000000810', 'source_1.bib/0000006440']"
"['source_1.bib/0000004240', 'source_1.bib/0000008276']"
"['source_1.bib/0000002393', 'source_1.bib/0000005358', 'source_1.bib/0000005416']"
"['source_1.bib/0000002369', 'source_1.bib/0000007289']"
"['source_1.bib/0000003047', 'source_1.bib/0000006076']"
"['source_1.bib/0000002500', 'source_1.bib/0000005238']"
"['source_1.bib/0000003546', 'source_1.bib/0000008728']"
"['source_1.bib/0000001215', 'source_1.bib/0000008277']"
"['source_1.bib/0000003719', 'source_1.bib/0000007415']"
"['source_1.bib/0000004482', 'source_1.bib/0000007194']"
"['source_1.bib/0000001772', 'source_1.bib/0000008565']"
"['source_1.bib/0000000982', 'source_1.bib/0000006976']"
"['source_1.bib/0000003630', 'source_1.bib/0000007120']"
"['source_1.bib/0000004125', 'source_1.bib/0000007379']"
"['source_1.bib/0000002308', 'source_1.bib/0000008423', 'source_1.bib/0000008567']"
"['source_1.bib/0000003373', 'source_1.bib/0000008830']"
"['source_1.bib/0000004662', 'source_1.bib/0000007542']"
"['source_1.bib/0000004325', 'source_1.bib/0000009140']"
"['source_1.bib/0000004167', 'source_1.bib/0000006968']"
"['source_1.bib/0000001364', 'source_1.bib/0000006330']"
"['source_1.bib/0000002662', 'source_1.bib/0000006526']"
"['source_1.bib/0000002694', 'source_1.bib/0000008328']"
"['source_1.bib/0000000420', 'source_1.bib/0000008743']"
"['source_1.bib/0000001820', 'source_1.bib/0000009136']"
"['source_1.bib/0000004102', 'source_1.bib/0000005982']"
"['source_1.bib/0000001231', 'source_1.bib/0000007436']"
"['source_1.bib/0000001549', 'source_1.bib/0000005633']"
"['source_1.bib/0000000355', 'source_1.bib/0000007075']"
"['source_1.bib/0000002332', 'source_1.bib/0000005389']"
"['source_1.bib/0000001855', 'source_1.bib/0000008777']"
"['source_1.bib/0000001172', 'source_1.bib/0000008633']"
"['source_1.bib/0000003175', 'source_1.bib/0000007118']"
"['source_1.bib/0000000632', 'source_1.bib/0000007924']"
"['source_1.bib/0000007338', 'source_1.bib/0000007346']"
"['source_1.bib/0000002353', 'source_1.bib/0000007732']"
"['source_1.bib/0000001069', 'source_1.bib/0000005671']"
"['source_1.bib/0000003139', 'source_1.bib/0000008442']"
"['source_1.bib/0000000686', 'source_1.bib/0000006906']"
"['source_1.bib/0000002471', 'source_1.bib/0000008676']"
"['source_1.bib/0000002154', 'source_1.bib/0000007254']"
"['source_1.bib/0000001214', 'source_1.bib/0000004801']"
"['source_1.bib/0000001957', 'source_1.bib/0000006632']"
"['source_1.bib/0000002195', 'source_1.bib/0000008979']"
"['source_1.bib/0000001057', 'source_1.bib/0000007655']"
"['source_1.bib/0000002673', 'source_1.bib/0000008344']"
"['source_1.bib/0000000875', 'source_1.bib/0000008733']"
"['source_1.bib/0000000284', 'source_1.bib/0000008828']"
"['source_1.bib/0000001779', 'source_1.bib/0000008405']"
"['source_1.bib/0000001373', 'source_1.bib/0000008658']"
"['source_1.bib/0000000452', 'source_1.bib/0000008167']"
"['source_1.bib/0000002218', 'source_1.bib/0000006889']"
"['source_1.bib/0000004470', 'source_1.bib/0000004768']"
"['source_1.bib/0000000326', 'source_1.bib/0000008858']"
"['source_1.bib/0000000349', 'source_1.bib/0000006575']"
"['source_1.bib/0000001946', 'source_1.bib/0000007745']"
"['source_1.bib/0000004162', 'source_1.bib/0000009171']"
"['source_1.bib/0000003503', 'source_1.bib/0000007954']"
"['source_1.bib/0000000804', 'source_1.bib/0000005031']"
"['source_1.bib/0000002294', 'source_1.bib/0000007173']"
"['source_1.bib/0000002544', 'source_1.bib/0000007210']"
"['source_1.bib/0000003159', 'source_1.bib/0000007002']"
"['source_1.bib/0000000282', 'source_1.bib/0000005204']"
"['source_1.bib/0000002846', 'source_1.bib/0000009133']"
"['source_1.bib/0000002105', 'source_1.bib/0000008496']"
"['source_1.bib/0000002658', 'source_1.bib/0000006824']"
"['source_1.bib/0000001304', 'source_1.bib/0000006942']"
"['source_1.bib/0000001538', 'source_1.bib/0000007195']"
"['source_1.bib/0000002298', 'source_1.bib/0000009149']"
"['source_1.bib/0000004319', 'source_1.bib/0000008478']"
"['source_1.bib/0000003241', 'source_1.bib/0000007586']"
"['source_1.bib/0000001655', 'source_1.bib/0000007339']"
"['source_1.bib/0000002317', 'source_1.bib/0000009152']"
"['source_1.bib/0000001861', 'source_1.bib/0000008961']"
"['source_1.bib/0000002883', 'source_1.bib/0000008450']"
"['source_1.bib/0000000880', 'source_1.bib/0000009150']"
"['source_1.bib/0000000993', 'source_1.bib/0000007850']"
"['source_1.bib/0000002205', 'source_1.bib/0000006240']"
"['source_1.bib/0000002287', 'source_1.bib/0000009137']"
"['source_1.bib/0000004695', 'source_1.bib/0000007116']"
"['source_1.bib/0000002359', 'source_1.bib/0000007080']"
"['source_1.bib/0000003806', 'source_1.bib/0000004995']"
"['source_1.bib/0000004562', 'source_1.bib/0000006700']"
"['source_1.bib/0000000308', 'source_1.bib/0000007148']"
"['source_1.bib/0000001471', 'source_1.bib/0000007787']"
"['source_1.bib/0000002884', 'source_1.bib/0000007516', 'source_1.bib/0000007660']"
"['source_1.bib/0000001970', 'source_1.bib/0000007385']"
"['source_1.bib/0000000824', 'source_1.bib/0000008209']"
"['source_1.bib/0000000825', 'source_1.bib/0000008664']"
"['source_1.bib/0000001058', 'source_1.bib/0000007792']"
"['source_1.bib/0000000746', 'source_1.bib/0000007573']"
"['source_1.bib/0000001968', 'source_1.bib/0000008007']"
"['source_1.bib/0000000716', 'source_1.bib/0000007217']"
"['source_1.bib/0000001205', 'source_1.bib/0000005674']"
"['source_1.bib/0000000606', 'source_1.bib/0000008049']"
"['source_1.bib/0000001669', 'source_1.bib/0000006508']"
"['source_1.bib/0000002396', 'source_1.bib/0000006962']"
"['source_1.bib/0000002502', 'source_1.bib/0000005276']"
"['source_1.bib/0000001703', 'source_1.bib/0000007429']"
"['source_1.bib/0000002596', 'source_1.bib/0000005207']"
"['source_1.bib/0000001179', 'source_1.bib/0000008773']"
"['source_1.bib/0000001892', 'source_1.bib/0000007328', 'source_1.bib/0000007470']"
"['source_1.bib/0000003709', 'source_1.bib/0000006899']"
"['source_1.bib/0000004021', 'source_1.bib/0000004900', 'source_1.bib/0000005603', 'source_1.bib/0000005757']"
"['source_1.bib/0000001891', 'source_1.bib/0000006917']"
"['source_1.bib/0000000432', 'source_1.bib/0000009080']"
"['source_1.bib/0000003571', 'source_1.bib/0000007803']"
"['source_1.bib/0000003903', 'source_1.bib/0000007270']"
"['source_1.bib/0000002581', 'source_1.bib/0000007953']"
"['source_1.bib/0000003266', 'source_1.bib/0000008962']"
"['source_1.bib/0000000541', 'source_1.bib/0000007707']"
"['source_1.bib/0000003649', 'source_1.bib/0000008086']"
"['source_1.bib/0000003859', 'source_1.bib/0000008346']"
"['source_1.bib/0000002028', 'source_1.bib/0000005068']"
"['source_1.bib/0000003556', 'source_1.bib/0000007305']"
"['source_1.bib/0000002326', 'source_1.bib/0000007400']"
"['source_1.bib/0000001232', 'source_1.bib/0000007426']"
"['source_1.bib/0000003781', 'source_1.bib/0000007211']"
"['source_1.bib/0000003860', 'source_1.bib/0000008336']"
"['source_1.bib/0000003862', 'source_1.bib/0000008439']"
"['source_1.bib/0000003284', 'source_1.bib/0000008434']"
"['source_1.bib/0000002459', 'source_1.bib/0000007937']"
"['source_1.bib/0000003983', 'source_1.bib/0000006458']"
"['source_1.bib/0000000924', 'source_1.bib/0000006845']"
"['source_1.bib/0000004386', 'source_1.bib/0000008118']"
"['source_1.bib/0000001684', 'source_1.bib/0000008122']"
"['source_1.bib/0000003301', 'source_1.bib/0000008036']"
"['source_1.bib/0000003656', 'source_1.bib/0000006534']"
"['source_1.bib/0000001653', 'source_1.bib/0000007811']"
"['source_1.bib/0000000479', 'source_1.bib/0000008087']"
"['source_1.bib/0000002304', 'source_1.bib/0000005941']"
"['source_1.bib/0000003057', 'source_1.bib/0000007444']"
"['source_1.bib/0000000383', 'source_1.bib/0000008375']"
