merged_origins
"['source_1.bib/0000000004', 'source_1.bib/0000002045']"
"['source_1.bib/0000001060', 'source_1.bib/0000002849']"
"['source_1.bib/0000001176', 'source_1.bib/0000002884']"
"['source_1.bib/0000001189', 'source_1.bib/0000002885']"
"['source_1.bib/0000001244', 'source_1.bib/0000002889']"
"['source_1.bib/0000002890', 'source_1.bib/0000003300']"
"['source_1.bib/0000001264', 'source_1.bib/0000002891']"
"['source_1.bib/0000001262', 'source_1.bib/0000002892']"
"['source_1.bib/0000002895', 'source_1.bib/0000003328']"
"['source_1.bib/0000001305', 'source_1.bib/0000002898']"
"['source_1.bib/0000002899', 'source_1.bib/0000002902']"
"['source_1.bib/0000001172', 'source_1.bib/0000002903']"
"['source_1.bib/0000001224', 'source_1.bib/0000002904']"
"['source_1.bib/0000001243', 'source_1.bib/0000002906']"
"['source_1.bib/0000001227', 'source_1.bib/0000002908']"
"['source_1.bib/0000001190', 'source_1.bib/0000002909']"
"['source_1.bib/0000001194', 'source_1.bib/0000002910']"
"['source_1.bib/0000001173', 'source_1.bib/0000002912']"
"['source_1.bib/0000001214', 'source_1.bib/0000002913']"
"['source_1.bib/0000001221', 'source_1.bib/0000002914']"
"['source_1.bib/0000001218', 'source_1.bib/0000002916']"
"['source_1.bib/0000001195', 'source_1.bib/0000002917']"
"['source_1.bib/0000001235', 'source_1.bib/0000002920']"
"['source_1.bib/0000001246', 'source_1.bib/0000002921']"
"['source_1.bib/0000001281', 'source_1.bib/0000002951', 'source_1.bib/0000003321']"
"['source_1.bib/0000001293', 'source_1.bib/0000002953']"
"['source_1.bib/0000001303', 'source_1.bib/0000002955']"
"['source_1.bib/0000001302', 'source_1.bib/0000002957']"
"['source_1.bib/0000001268', 'source_1.bib/0000002961']"
"['source_1.bib/0000001269', 'source_1.bib/0000002963']"
"['source_1.bib/0000001318', 'source_1.bib/0000002965']"
"['source_1.bib/0000001331', 'source_1.bib/0000001939', 'source_1.bib/0000002988']"
"['source_1.bib/0000001347', 'source_1.bib/0000002989']"
"['source_1.bib/0000001396', 'source_1.bib/0000002991']"
"['source_1.bib/0000002992', 'source_1.bib/0000003350']"
"['source_1.bib/0000001349', 'source_1.bib/0000002994', 'source_1.bib/0000003339']"
"['source_1.bib/0000001360', 'source_1.bib/0000002995']"
"['source_1.bib/0000001364', 'source_1.bib/0000002996']"
"['source_1.bib/0000001365', 'source_1.bib/0000002997']"
"['source_1.bib/0000001367', 'source_1.bib/0000002998']"
"['source_1.bib/0000001372', 'source_1.bib/0000002999']"
"['source_1.bib/0000001359', 'source_1.bib/0000003000']"
"['source_1.bib/0000001335', 'source_1.bib/0000003003', 'source_1.bib/0000003087']"
"['source_1.bib/0000001346', 'source_1.bib/0000003005', 'source_1.bib/0000003338']"
"['source_1.bib/0000003008', 'source_1.bib/0000003358']"
"['source_1.bib/0000001377', 'source_1.bib/0000003010']"
"['source_1.bib/0000001417', 'source_1.bib/0000003016']"
"['source_1.bib/0000001435', 'source_1.bib/0000001959', 'source_1.bib/0000003019']"
"['source_1.bib/0000001434', 'source_1.bib/0000003020']"
"['source_1.bib/0000003022', 'source_1.bib/0000003366']"
"['source_1.bib/0000001415', 'source_1.bib/0000003024']"
"['source_1.bib/0000001454', 'source_1.bib/0000003027']"
"['source_1.bib/0000003028', 'source_1.bib/0000003373']"
"['source_1.bib/0000001446', 'source_1.bib/0000003031']"
"['source_1.bib/0000001451', 'source_1.bib/0000003032']"
"['source_1.bib/0000001482', 'source_1.bib/0000003034', 'source_1.bib/0000003386']"
"['source_1.bib/0000001488', 'source_1.bib/0000003035']"
"['source_1.bib/0000001470', 'source_1.bib/0000003037']"
"['source_1.bib/0000001474', 'source_1.bib/0000003038']"
"['source_1.bib/0000001480', 'source_1.bib/0000003042']"
"['source_1.bib/0000001508', 'source_1.bib/0000003046', 'source_1.bib/0000003404']"
"['source_1.bib/0000001518', 'source_1.bib/0000001998', 'source_1.bib/0000003051', 'source_1.bib/0000003412']"
"['source_1.bib/0000001526', 'source_1.bib/0000002001', 'source_1.bib/0000003053']"
"['source_1.bib/0000001523', 'source_1.bib/0000003054', 'source_1.bib/0000003416']"
"['source_1.bib/0000000187', 'source_1.bib/0000003063']"
"['source_1.bib/0000000234', 'source_1.bib/0000002079', 'source_1.bib/0000003073']"
"['source_1.bib/0000000157', 'source_1.bib/0000001630', 'source_1.bib/0000002227', 'source_1.bib/0000003076']"
"['source_1.bib/0000001271', 'source_1.bib/0000001925', 'source_1.bib/0000002949', 'source_1.bib/0000003079']"
"['source_1.bib/0000001328', 'source_1.bib/0000003083']"
"['source_1.bib/0000000323', 'source_1.bib/0000002151', 'source_1.bib/0000003084']"
"['source_1.bib/0000000101', 'source_1.bib/0000003091']"
"['source_1.bib/0000000103', 'source_1.bib/0000003092']"
"['source_1.bib/0000000143', 'source_1.bib/0000002207', 'source_1.bib/0000003094']"
"['source_1.bib/0000000150', 'source_1.bib/0000001598', 'source_1.bib/0000002170', 'source_1.bib/0000003096']"
"['source_1.bib/0000000199', 'source_1.bib/0000001618', 'source_1.bib/0000003097']"
"['source_1.bib/0000000233', 'source_1.bib/0000003100']"
"['source_1.bib/0000000301', 'source_1.bib/0000003108']"
"['source_1.bib/0000000262', 'source_1.bib/0000003109']"
"['source_1.bib/0000000298', 'source_1.bib/0000001648', 'source_1.bib/0000002339', 'source_1.bib/0000003113']"
"['source_1.bib/0000000342', 'source_1.bib/0000003117']"
"['source_1.bib/0000000335', 'source_1.bib/0000003121']"
"['source_1.bib/0000000320', 'source_1.bib/0000003122']"
"['source_1.bib/0000000445', 'source_1.bib/0000003139']"
"['source_1.bib/0000000456', 'source_1.bib/0000002243', 'source_1.bib/0000003143']"
"['source_1.bib/0000000497', 'source_1.bib/0000001720', 'source_1.bib/0000002420', 'source_1.bib/0000003154']"
"['source_1.bib/0000000554', 'source_1.bib/0000003166']"
"['source_1.bib/0000000496', 'source_1.bib/0000003169']"
"['source_1.bib/0000000519', 'source_1.bib/0000003171']"
"['source_1.bib/0000000723', 'source_1.bib/0000003178']"
"['source_1.bib/0000000613', 'source_1.bib/0000003182']"
"['source_1.bib/0000000629', 'source_1.bib/0000001781', 'source_1.bib/0000002198', 'source_1.bib/0000003188']"
"['source_1.bib/0000000633', 'source_1.bib/0000002515', 'source_1.bib/0000003193']"
"['source_1.bib/0000000793', 'source_1.bib/0000001814', 'source_1.bib/0000002594', 'source_1.bib/0000003212']"
"['source_1.bib/0000000763', 'source_1.bib/0000003214']"
"['source_1.bib/0000002622', 'source_1.bib/0000003218']"
"['source_1.bib/0000000834', 'source_1.bib/0000001818', 'source_1.bib/0000002587', 'source_1.bib/0000003221']"
"['source_1.bib/0000000791', 'source_1.bib/0000003222']"
"['source_1.bib/0000000810', 'source_1.bib/0000002590', 'source_1.bib/0000003232']"
"['source_1.bib/0000000883', 'source_1.bib/0000003235']"
"['source_1.bib/0000000873', 'source_1.bib/0000003239']"
"['source_1.bib/0000002616', 'source_1.bib/0000003241']"
"['source_1.bib/0000000919', 'source_1.bib/0000001849', 'source_1.bib/0000002650', 'source_1.bib/0000003250']"
"['source_1.bib/0000000918', 'source_1.bib/0000001852', 'source_1.bib/0000002647', 'source_1.bib/0000003251']"
"['source_1.bib/0000000991', 'source_1.bib/0000003262']"
"['source_1.bib/0000000968', 'source_1.bib/0000003263']"
"['source_1.bib/0000001019', 'source_1.bib/0000003266']"
"['source_1.bib/0000001003', 'source_1.bib/0000003267']"
"['source_1.bib/0000000970', 'source_1.bib/0000003269']"
"['source_1.bib/0000001016', 'source_1.bib/0000003272']"
"['source_1.bib/0000000958', 'source_1.bib/0000003273']"
"['source_1.bib/0000001069', 'source_1.bib/0000003280']"
"['source_1.bib/0000001122', 'source_1.bib/0000003291']"
"['source_1.bib/0000001107', 'source_1.bib/0000002843', 'source_1.bib/0000003293']"
"['source_1.bib/0000001136', 'source_1.bib/0000003299']"
"['source_1.bib/0000001205', 'source_1.bib/0000003302']"
"['source_1.bib/0000001215', 'source_1.bib/0000003304']"
"['source_1.bib/0000001230', 'source_1.bib/0000003307']"
"['source_1.bib/0000002893', 'source_1.bib/0000003315']"
"['source_1.bib/0000001308', 'source_1.bib/0000003331']"
"['source_1.bib/0000003002', 'source_1.bib/0000003337']"
"['source_1.bib/0000001352', 'source_1.bib/0000003340']"
"['source_1.bib/0000001391', 'source_1.bib/0000003357']"
"['source_1.bib/0000001418', 'source_1.bib/0000003362']"
"['source_1.bib/0000001423', 'source_1.bib/0000003363']"
"['source_1.bib/0000001438', 'source_1.bib/0000003372']"
"['source_1.bib/0000001448', 'source_1.bib/0000003375']"
"['source_1.bib/0000001466', 'source_1.bib/0000003378']"
"['source_1.bib/0000001475', 'source_1.bib/0000001971', 'source_1.bib/0000003383']"
"['source_1.bib/0000001477', 'source_1.bib/0000001972', 'source_1.bib/0000003036', 'source_1.bib/0000003384']"
"['source_1.bib/0000001478', 'source_1.bib/0000003387']"
"['source_1.bib/0000001481', 'source_1.bib/0000003388']"
"['source_1.bib/0000001494', 'source_1.bib/0000003400']"
"['source_1.bib/0000001496', 'source_1.bib/0000003401']"
"['source_1.bib/0000001515', 'source_1.bib/0000003409']"
"['source_1.bib/0000001517', 'source_1.bib/0000003411']"
"['source_1.bib/0000001520', 'source_1.bib/0000003414']"
"['source_1.bib/0000001533', 'source_1.bib/0000002005', 'source_1.bib/0000003432']"
"['source_1.bib/0000001534', 'source_1.bib/0000003433']"
