"journal","title_variant","source","note"
"Control Theory and Applications","Kongzhi Lilun Yu Yinyong","SCIM",
"Control and Decision","Kongzhi yu Juece","SCIM",
"Journal of the Chinese Ceramic Society","Kuei Suan Jen Hsueh Pao","SCIM",
"Journal of Engineering Thermophysics","Kung Cheng Je Wu Li Hsueh Pao","SCIM",
"Jewish History Quarterly","Kwartalnik Historii Zydow ","SCIM",
"Journal of the Institute of Image Information and Television Engineers","Kyokai Joho Imeji Zasshi","SCIM",
"Journal of Liaoning Technical University (Natural Science Edition)","Liaoning Gongcheng Jishu Daxue Xuebao (Ziran Kexue Ban)","SCIM",
"Chemistry and Industry of Forest Products","Linchan Huaxue Yu Gongye","SCIM",
"Scientia Silvae Sinicae","Linye Kexue","SCIM",
"Chinese Journal of Theoretical and Applied Mechanics","Lixue Xuebao","SCIM",
"Ion Exchange and Adsorption","Lizi Jiaohuan Yu Xifu","SCIM",
"Materials Testing","Materialpruefung","SCIM",
"Materials and Structures","Materiaux et Constructions","SCIM",
"Medical Studies","Studia Medyczne","SCIM",
"Journal of the China Coal Society","Meitan Xuebao","SCIM",
"International Textile Reports","Melliand Textilberichte","SCIM",
"journal of Breast Health","Meme Sagligi Dergisi ","SCIM",
"Mexican Studies","Estudios Mexicanos","SCIM",
"Tribology","Mocaxue Xuebao","SCIM",
"Pattern Recognition and Artificial Intelligence","Moshi Shibie yu Rengong Zhineng","SCIM",
"Plastics and Rubber","Muanyag Es Gumi","SCIM",
"Refractories","Naihuo Cailiao","SCIM",
"Nanotechnology and Precision Engineering","Nami Jishu yu Jingmi Gongcheng","SCIM",
"Journal of Nanjing University of Aeronautics and Astronautics","Nanjing Hangkong Hangtian Daxue Xuebao","SCIM",
"Journal of Nanjing University of Science and Technology","Nanjing Li Gong Daxue Xuebao","SCIM",
"Journal of Nanjing University ofPosts and Telecommunications","Nanjing Youdian Daxue Xuebao (Ziran Kexue Ban)","SCIM",
"Chinese Internal Combustion Engine Engineering","Neiranji Gongcheng","SCIM",
"Transactions of CSICE (Chinese Society for Internal Combustion Engines)","Neiranji Xuebao","SCIM",
"Nieuwe West-Indische Gids (NWIG)","New West Indian Guide","SCIM",
"Journal of the Japan Institute of Energy","Nihon Enerugi Gakkaishi","SCIM",
"Transactions of the Japan Society of Mechanical Engineers, Part B","Nihon Kikai Gakkai Ronbunshu, B Hen","SCIM",
"Journal of the Japanese Forestry Society","Nihon Ringakkai Shi","SCIM",
"Transactions of the Japan Society of Mechanical Engineers, Part C","Nippon Kikai Gakkai Ronbunshu, C Hen","SCIM",
"Journal of the Japan Institute of Metals","Nippon Kinzoku Gakkaishi","SCIM",
"Japanese journal of public health","Nippon koshu eisei zasshi","SCIM",
"Journal of the Ceramic Society of Japan","Nippon Seramikkusu Kyokai Gakujutsu Ronbunshi","SCIM",
"Transactions of the Chinese Society of Agricultural Engineering","Nongye Gongcheng Xuebao","SCIM",
"Transactions of the Chinese Society of Agricultural Machinery","Nongye Jixie Xuebao","SCIM",
"Educational Sciences","Odgojne znanosti","SCIM",
"Journal of Drainage and Irrigation Machinery Engineering","Paiguan Jixie Gongcheng Xuebao","SCIM",
"Journal of Korea Technical Association of the Pulp and Paper Industry","Palpu Chongi Gisul","SCIM",
"Praktische Metallographie","Practical Metallography","SCIM",
"Journal of the Korea Institute of Applied Superconductivity and Cryogenics","Progress in Superconductivity and Cryogenics (PSAC)","SCIM",
"Journal of Philosophy","Prolegomena: Casopis za filozofiju","SCIM",
"High Power Laser and Particle Beams","Qiangjiguang Yu Lizishu","SCIM",
"Automotive Engineering","Qiche Gongcheng","SCIM",
"Journal of Tsinghua University","Qinghua Daxue Xuebao","SCIM",
"Journal of Combustion Science and Technology","Ranshao Kexue Yu Jishu","SCIM",
"Journal of Engineering for Thermal Energy and Power","Reneng Dongli Gongcheng","SCIM",
"Journal of Synthetic Crystals","Rengong Jingti Xuebao","SCIM",
"Research in Contemporary World Literature","Pazhuhesh-e Zabanha-ye Khareji","SCIM",
"Review of High Pressure Science and Technology","Koatsuryoku No Kagaku To Gijutsu","SCIM",
"Brazilian Journal of Political Economy","Revista de Economia Politica","SCIM",
"European Review of Latin American and Caribbean Studies","Revista Europea de Estudios Latinoamericanos y del Caribe","SCIM",
"Interamerican Journal of Psychology","Revista Interamericana de psicologia","SCIM",
"Pan American Journal of Public Health","Revista Panamericana de Salud Publica","SCIM",
"Romanian Journal of Materials","Revista Romana de Materiale","SCIM",
"Journal of the Hokkaido Forest Products Research Institute","Rinsan Shikenj Oha","SCIM",
"The Japanese journal of clinical hematology","Rinsho ketsueki","SCIM",
"Romanian Journal of Neurology","Revista Romana de Neurologie","SCIM",
"Journal of Software","Ruan Jian Xue Bao","SCIM",
"Russian Journal of Coordination Chemistry","Koordinatsionnaya Khimiya","SCIM",
"Forest Sciences","Scientia Forestalis","SCIM",
"Journal of the Japan Society for Precision Engineering","Seimitsu Kogaku Kaishi","SCIM",
"Joint Commission on Accreditation of Healthcare Organizations","Sentinel event alert ","SCIM",
"Journal of Shanghai Jiaotong University","Shanghai Jiaotong Daxue Xuebao","SCIM",
"Journal of University of Shanghai for Science and Technology","Shanghai Ligong Daxue Xuebao","SCIM",
"Sharp Technical Journal","Shapu Giho","SCIM",
"Journal of Biomedical Engineering","Shengwu Yixue Gongchengxue Zazhi","SCIM",
"Acta Acustica","Shengxue Xuebao","SCIM",
"Journal of Shenyang University of Technology","Shenyang Gongye Daxue Xuebao","SCIM",
"Journal of Shenyang Jianzhu University (Natural Science)","Shenyang Jianzhu Daxue Xuebao (Ziran Kexue Ban)","SCIM",
"Journal of Shenzhen University Science and Engineering","Shenzhen Daxue Xuebao (Ligong Ban)","SCIM",
"Petroleum Processing and Petrochemicals","Shi You Lian Zhi Yu Hua Gong","SCIM",
"Food Science","Shipin Kexue","SCIM",
"Journal of Experiments in Fluid Mechanics","Shiyan Liuti Lixue","SCIM",
"Oil Geophysical Prospecting","Shiyou Diqiu Wuli Kantan","SCIM",
"Journal of Petrochemical Universities","Shiyou Huagong Gaodeng Xuexiao Xuebao","SCIM",
"Petro-Chemical Equipment","Shiyou Huagong Shebei","SCIM",
"Petrochemical Technology","Shiyou Huagong","SCIM",
"Petroleum Exploration and Development","Shiyou Kantan Yu Kaifa","SCIM",
"Acta Petrolei Sinica","Shiyou Xuebao","SCIM",
"Journal of Data Acquisition and Processing","Shu Ju Cai Ji Yu Chu Li","SCIM",
"Journal of Hydrodynamics Ser. A","Shuidonglixue Yanjiu yu Jinzhan ","SCIM",
"Advances in Water Science","Shuikexue Jinzhan","SCIM",
"Journal of Hydroelectric Engineering","Shuili Fadian Xuebao","SCIM",
"Journal of Hydraulic Engineering","Shuili Xuebao","SCIM",
"Journal of Sichuan University","Sichuan Daxue Xuebao (Gongcheng Kexue Ban)","SCIM",
"Slovak Speech","Slovenska Rec","SCIM",
"Social Work","Maatskaplike Werk","SCIM",
"Journal of Mechanical Engineering","Strojniski Vestnik","SCIM",
"Journal of Plasticity Engineering","Suxing Gongcheng Xuebao","SCIM",
"Acta Energiae Solaris Sinica","Taiyangneng Xuebao","SCIM",
"Journal of Special Casting & Nonferrous Alloys","Te Zhong Zhu Zao Ji You Se He Jin","SCIM",
"Technical Journal of Turkish Chamber of Civil Engineers","Teknik Dergi","SCIM",
"Theory of Science","Teorie Vedy","SCIM",
"Journal of the Iron and Steel Institute of Japan","Tetsu-To-Hagane","SCIM",
"Zhurnal Issledovaniy Sotsial'noy Politiki","The Journal of Social Policy Studies","SCIM",
"Periodontal abstracts","The Journal of the Western Society of Periodontology","SCIM",
"The Tocqueville Review","La Revue Tocqueville","SCIM",
"Journal of Tianjin University Science and Technology","Tianjin Daxue Xuebao (Ziran Kexue yu Gongcheng Jishu Ban)","SCIM",
"Natural Gas Industry","Tianranqi Gongye","SCIM",
"Journal of the China Railway Society","Tiedao Xuebao","SCIM",
"Acta Electronica Sinica","Tien Tzu Hsueh Pao","SCIM",
"Journal of Tongji University","Tongji Daxue Xuebao","SCIM",
"Journal on Communication","Tongxin Xuebao","SCIM",
"Journal of Japanese Society of Tribologists","Toraibarojisuto","SCIM",
"Journal of Propulsion Technology","Tuijin Jishu","SCIM",
"China Civil Engineering Journal","Tumu Gongcheng Xuebao","SCIM",
"Journal of Civil, Architectural and Environmental Engineering","Tumu Jianzhu yu Huanjing Gongcheng","SCIM",
"Turkish Journal of Agriculture and Forestry","Turk Tarim ve Ormancilik Dergisi","SCIM",
"Urban History Review","Revue d'Histoire Urbaine","SCIM",
"Journal of Hydrology & Hydromechanics","Vodohospodarsky Casopis","SCIM",
"Geomatics and Information Science of Wuhan University","Wuhan Daxue Xuebao (Xinxi Kexue Ban)","SCIM",
"Journal of Wuhan University of Technology","Wuhan Ligong Daxue Xuebao (Jiaotong Kexue Yu Gongcheng Ban)","SCIM",
"Journal of Wuhan University of Technology","Wuhan Ligong Daxue Xuebao","SCIM",
"Journal of Inorganic Materials","Wuji Cailiao Xuebao","SCIM",
"Acta Physica Sinica","Wuli Xuebao","SCIM",
"Systems Engineering and Electronics","Xi Tong Gong Cheng Yu Dian Zi Ji Shu","SCIM",
"Journal of Xidian University","Xi'an Dianzi Keji Daxue Xuebao","SCIM",
"Journal of Xi'an University of Architecture & Technology","Xi'an Jianzhu Keji Daxue Xuebao","SCIM",
"Journal of Xi'an Shiyou University, Natural Sciences Edition","Xi'an Shiyou Daxue Xuebao (Ziran Kexue Ban)","SCIM",
"Modern Chemical Industry","Xiandai Huagong","SCIM",
"Journal of Northwestern Polytechnical University","Xibei Gongye Daxue Xuebao","SCIM",
"Journal of Southwest Jiaotong University","Xinan Jiaotong Daxue Xuebao","SCIM",
"Journal of Southwestern Petroleum Institute","Xinan Shiyou Xueyuan Xuebao","SCIM",
"New Carbon Materials","Xinxing Tan Cailiao","SCIM",
"Acta Simulata Systematica Sinica","Xitong Fangzhen Xuebao","SCIM",
"System Engineering Theory and Practice","Xitong Gongcheng Lilun yu Shijian","SCIM",
"Rare Metal Materials and Engineering","Xiyou Jinshu Cailiao Yu Gongcheng","SCIM",
"Piezoelectrics and Acoustooptics","Yadian Yu Shengguang","SCIM",
"Chinese Journal of Rock Mechanics and Engineering","Yanshilixue Yu Gongcheng Xuebao","SCIM",
"Chinese Journal of Geotechnical Engineering","Yantu Gongcheng Xuebao","SCIM",
"Rock and Soil Mechanics","Yantu Lixue","SCIM",
"Metallurgical Analysis","Yejin Fenxi","SCIM",
"Earth Sciences","Yerbilimleri","SCIM",
"Zhongguo yi chuan xue hui bian ji","Yi chuan = Hereditas ","SCIM",
"Chinese Journal of Scientific Instrument","Yi Qi Yi Biao Xue Bao","SCIM",
"Chinese Journal of Applied Mechanics","Ying Yong Li Xue Xue Bao","SCIM",
"Imaging Science and Photochemistry","Yingxiang Kexue yu Guanghuaxue","SCIM",
"Journal of Basic Science and Engineering","Yingyong Jichu yu Gongcheng Kexue Xuebao","SCIM",
"Journal of Applied Sciences","Yingyong Kexue Xuebao","SCIM",
"Journal of Medical Biomechanics","Yiyong Shengwu Lixue","SCIM",
"Quarterly Journal of the Japan Welding Society","Yosetsu Gakkai Ronbunshu","SCIM",
"Journal of the Japan Welding Society","Yosetsu Gakkai Shi","SCIM",
"Atomic Energy Science and Technology","Yuanzineng Kexue Jishu","SCIM",
"Journal of Astronautics","Yuhang Xuebao","SCIM",
"Journal of Synthetic Organic Chemistry","Yuki Gosei Kagaku Kyokaishi","SCIM",
"Corrosion Engineering","Zairyo to Kankyo","SCIM",
"Journal of the Society of Materials Science, Japan","Zairyo","SCIM",
"Journal of Psychology","Zeitschrift fur Psychologie","SCIM",
"Journal for Sociology of Education and Socialization","Zeitschrift für Soziologie der Erziehung und Socialisation","SCIM",
"Journal of Zhejiang University (Engineering Science Edition","Zhejiang Daxue Xuebao (Gongxue Ban)","SCIM",
"Acupuncture research ","Zhen ci yan jiu","SCIM",
"Journal of Vibration, Measurement and Diagnosis","Zhendong Ceshi Yu Zhenduan","SCIM",
"Journal of Vibration Engineering","Zhendong Gongcheng Xuebao","SCIM",
"Journal of Vibration and Shock","Zhendong yu Chongji","SCIM",
"Vacuum Science and Technology","Zhenkong Kexue yu Jishu Xuebao","SCIM",
"Plant Physiology Journal","Zhiwu Shengli Xuebao","SCIM",
"Journal of North University of China (Natural Science Edition)","Zhongbei Daxue Xuebao (Ziran Kexue Ban)","SCIM",
"Journal of the Chinese Rare Earth Society","Zhonggua Xitu Xuabao ","SCIM",
"China Surface Engineering","Zhongguo Biaomian Gongcheng","SCIM",
"Proceedings of the Chinese Society of Electrical Engineering","Zhongguo Dianji Gongcheng Xuebao","SCIM",
"China Journal of Highway and Transport","Zhongguo Gonglu Xuebao","SCIM",
"Journal of Chinese Inertial Technology","Zhongguo Guanxing Jishu Xuebao","SCIM",
"China Environmental Science","Zhongguo Huanjing Kexue","SCIM",
"Chinese Journal of Lasers","Zhongguo Jiguang","SCIM",
"China Mechanical Engineering","Zhongguo Jixie Gongcheng","SCIM",
"Scientia Sinica Technologica","Zhongguo Kexue Jishu Kexue","SCIM",
"Journal of China University of Mining & Technology","Zhongguo Kuangye Daxue Xuebao","SCIM",
"Chinese Journal of Biomedical Engineering","Zhongguo Shengwu Yixue Gongcheng Xuebao","SCIM",
"Journal of experimental hematology","Zhongguo bing li sheng li xue hui","SCIM",
"Journal of China University of Petroleum (Edition of Natural Science)","Zhongguo Shiyou Daxue Xuebao (Ziran Kexue Ban)","SCIM",
"China Railway Science","Zhongguo Tiedao Kexue","SCIM",
"Chinese Journal of Nonferrous Metals","Zhongguo Youse Jinshu Xuebao","SCIM",
"Transactions of China Pulp and Paper","Zhongguo Zaozhi Xuebao","SCIM",
"Chinese Journal of Experimental Ophthalmology","Zhonghua Shiyan Yanke Zazhi","SCIM",
"Journal of Central South University (Science and Technology)","Zhongnan Daxue Xuebao (Ziran Kexue Ban)","SCIM",
"Acta Scientiarum Natralium Universitatis Sunyatseni","Zhongshan Daxue Xuebao","SCIM",
"Foundry","Zhuzao","SCIM",
"Brick and Tile Industry International","Ziegelindustrie International","SCIM",
"Acta Automatica Sinica","Zidonghua Xuebao","SCIM",
"Food. Science Technology. Quality","Zywnosc. Nauka. Technologia. Jakosc","SCIM",
"Acta pharmacologica Sinica","Zhongguo yao li xue bao","user_specified",
