ID,ENTRYTYPE,doi,year,volume,number,url,journal,title,author,pages,abstract,language,dblp_key
001817,article,10.25300/MISQ/2022/17062,2023,47,1,https://misq.umn.edu/unlocking-the-power-of-voice-for-financial-risk-prediction-a-theory-driven-deep-learning-design-approach.html,MIS Quarterly,Unlocking the Power of Voice for Financial Risk Prediction: A Theory-Driven Deep Learning Design Approach,"Yang, Yi and Qin, Yu and Fan, Yangyang and Zhang, Zhongju",63--96,"Unstructured multimedia data (text and audio) provides unprecedented opportunities to derive actionable decision-making in the financial industry, in areas such as portfolio and risk management. However, due to formidable methodological challenges, the promise of business value from unstructured multimedia data has not materialized. In this study, we use a design science approach to develop DeepVoice, a novel nonverbal predictive analysis system for financial risk prediction, in the setting of quarterly earnings conference calls. DeepVoice forecasts financial risk by leveraging not only what managers say (verbal linguistic cues) but also how managers say it (vocal cues) during the earnings conference calls. The design of DeepVoice addresses several challenges associated with the analysis of nonverbal communication. We also propose a two-stage deep learning model to effectively integrate managers’ sequential vocal and verbal cues. Using a unique dataset of 6,047 earnings call samples (audio recordings and textual transcripts) of S&P 500 firms across four years, we show that DeepVoice yields remarkably lower risk forecast errors than that achieved by previous efforts. The improvement can also translate into nontrivial economic gains in options trading. The theoretical and practical implications of analyzing vocal cues are discussed.",,
001818,article,10.25300/MISQ/2022/16959,2023,47,1,https://misq.umn.edu/putting-religious-bias-in-context-how-offline-and-online-context-shape-religious-bias-in-online-pro-social-lending.html,MIS Quarterly,Putting Religious Bias in Context: How Offline and Online Contexts Shape Religious Bias in Online Prosocial Lending,"Sabzehzar, Amin and Burtch, Gordon and Hong, Yili and Raghu, T. S.",33--62,"Biases on online platforms pose a threat to social inclusion. We examine the influence of a novel source of bias in online philanthropic lending, namely that associated with religious differences. We first propose religion distance as a probabilistic measure of differences between pairs of individuals residing in different countries. We then incorporate this measure into a gravity model of trade to explain variation in country-to-country lending volumes. We further propose a set of contextual moderators that characterize individuals’ offline (local) and online social contexts, which we argue combine to determine the influence of religion distance on lending activity. We empirically estimate our gravity model using data from Kiva.org, reflecting all lending actions that took place between 2006 and 2017. We demonstrate the negative and significant effect of religion distance on lending activity, over and above other established factors in the literature. Further, we demonstrate the moderating role of lenders’ offline social context (diversity, social hostilities, and governmental favoritism of religion) on the aforementioned relationship to online lending behavior. Finally, we offer empirical evidence of the parallel role of online contextual factors, namely those related to community features offered by the Kiva platform (lending teams), which appear to amplify the role of religious bias. In particular, we show that religious team membership is a double-edged sword that has both favorable and unfavorable consequences, increasing lending in general but skewing said lending toward religiously similar borrowers. Our findings speak to the important frictions associated with religious differences in individual philanthropy; they point to the role of governmental policy vis-à-vis religious tolerance as a determinant of citizens’ global philanthropic behavior, and they highlight design implications for online platforms with an eye toward managing religious bias.",,
001819,article,10.25300/MISQ/2022/16711,2023,47,1,https://misq.umn.edu/getting-trapped-in-technical-debt-socio-technical-analysis-of-a-legacy-system-s-replacement.html,MIS Quarterly,Getting Trapped in Technical Debt: Sociotechnical Analysis of a Legacy System’s Replacement,"Rinta-Kahila, Tapani and Penttinen, Esko and Lyytinen, Kalle",1--32,"Organizations replace their legacy systems for technical, economic, and operational reasons. Replacement is a risky proposition, as high levels of technical and social inertia make these systems hard to withdraw. Failure to fully replace systems results in complex system architectures involving manifold hidden dependencies that carry technical debt. To understand how a process for replacing a complex legacy system unfolds and accumulates technical debt, we conducted an explanatory case study at a local manufacturing site that had struggled to replace its mission-critical legacy systems as part of the larger global company’s commercial-off-the-shelf (COTS) system implementation. We approach the replacement as a sociotechnical change and leverage the punctuated sociotechnical information system change model in combination with the design-moves framework to analyze how the site balanced creating digital options, countering social inertia, and managing (architectural) technical debt. The findings generalize to a two-level (local/global) system-dynamics model delineating how replacing a deeply entrenched mission-critical system generates positive and negative feedback loops within and between social and technical changes at local and global levels. The loops, unless addressed, accrue technical debt that hinders legacy system discontinuance and gradually locks the organization into a debt-constrained state. The model helps managers anticipate challenges that accompany replacing highly entrenched systems and formulate effective strategies to address them.",,
001820,article,10.25300/MISQ/2022/15554,2023,47,2,https://misq.umn.edu/building-a-reputation-as-a-business-partner-in-information-technology-outsourcing-open-access.html,MIS Quarterly,Building a Reputation as a Business Partner in Information Technology Outsourcing,"Kotlarsky, Julia and Rivard, Suzanne and Oshri, Ilan",901--922,"One noticeable trend in the maturing information technology (IT) outsourcing industry is the growing interest from client firms seeking to benefit from supplier-led innovations. Yet IT outsourcing suppliers still find it challenging to shift their reputation from the competent provision of a low-end service to a high-value innovative line of services, thus becoming known as business partners. We address this issue by examining the reputation formation efforts of an IT supplier experiencing a reputation deficit in terms of quality (its ability as a business partner) and intent (its intention to adopt trustworthy behavior). We develop a model based on a case study of a large IT supplier engaged in reputation formation with its outsourcing clients. We portray reputation formation as a process wherein an IT supplier alternately emits signals of quality and intent from a repertoire of signals. Our process model distinguishes between signaling at the market level, which relies on rhetorical mediums to broadcast a message promoting the supplier’s ability as a business partner, and signaling at the client level, which relies on substantive mediums such as demonstrations of the supplier’s ability to solve the client’s business problems and behavioral mediums that allow the client to assess the supplier’s intent to adopt trustworthy behavior.",,
001821,article,10.25300/MISQ/2022/17875,2023,47,2,https://misq.umn.edu/on-the-differences-between-view-based-and-purchase-based-recommender-systems.html,MIS Quarterly,On the Differences Between View-Based and Purchase-Based Recommender Systems,"Peng, Jing and Liang, Chen",875--900,"E-commerce platforms often use collaborative filtering (CF) algorithms to recommend products to consumers. What recommendations consumers receive and how they respond to the recommendations largely depend on the design of CF algorithms. However, the extant empirical research on recommender systems has primarily focused on how the presence of recommendations affects product demand, without considering the underlying algorithm design. Leveraging a field experiment on a major e-commerce platform, we examine the differential impact of two widely used CF designs: view-also-view (VAV) and purchase-also-purchase (PAP). We found several striking differences between the impact of these two designs on individual products. First, VAV is about seven times more effective in generating additional product views than PAP but only about twice as effective in generating sales due to a lower conversion rate. Second, VAV is more effective in increasing views for more expensive products, whereas PAP is more effective in increasing the sales of cheaper products. Third, VAV is less effective in increasing the views but more effective in increasing the sales of products with higher purchase incidence rates (PIRs). Finally, when aggregated over all products with the same levels of price or PIRs, VAV dominates PAP in generating views and the difference is more striking for products with higher prices or lower PIRs. Interestingly, PAP is more effective than VAV in increasing the sales of products with low prices or moderate PIRs, though VAV generates more sales than PAP overall. Our findings suggest that platforms may benefit from employing different CF designs for different types of products.",,
001822,article,10.25300/MISQ/2022/17333,2023,47,2,https://misq.umn.edu/the-voice-of-commerce-how-smart-speakers-reshape-digital-content-consumption-and-preference.html,MIS Quarterly,The Voice of Commerce: How Smart Speakers Reshape Digital Content Consumption and Preferences,"Son, Yoonseock and Oh, Wonseok and Im, Il",857--874,"The present study investigates the effects of smart speaker usage on consumers’ digital content search, purchase, and consumption behaviors. Using a unique panel data set comprising information on household patterns of digital content (e.g., video on demand [VOD]) transactions and consumption and smart speaker usage, we found that the adoption of smart speakers is positively associated with the increased purchase of digital content but negatively related to the average rate of content completion. More specifically, we found that VOD content-related expenditures increased by 21.5% following smart speaker adoption but the average consumption of VOD content purchased decreased by 3.0%. We also examined millions of data points on TV remote-control use and conducted a survey via MTurk to support the validity of the findings. Smart speaker usage can reduce search costs, which subsequently increases search incidence and conversion rates, behavioral changes that can lead to a rise in purchases. We further show that the use of smart speakers for purposes other than information seeking is positively associated with purchases. We develop insights on how to elicit economic value from voice recognition technologies and provide implications for the design and implementation of effective voice commerce strategies.",,
001823,article,10.25300/MISQ/2022/15469,2023,47,2,https://misq.umn.edu/differential-effects-of-multi-dimensional-review-evaluations-on-product-sales-for-mainstream-vs-niche-products.html,MIS Quarterly,Differential Effects of Multidimensional Review Evaluations on Product Sales for Mainstream vs. Niche Products,"Zheng, Xin and Cao, Jisu and Hong, Yili and Yang, Sha and Ren, Xingyao",833--856,"Despite a large body of literature on online reviews, none have considered the nuanced impacts of how multidimensional reviews affect product sales differently for mainstream vs. niche products. This study seeks to fill this knowledge gap by conducting complementary studies in two product categories (i.e., automobiles and laptops) with different methods (a field study and three lab experiments). Our paper reveals three key insights into the emerging literature and phenomenon on multidimensional review systems: (1) the interdimensional rating variance is more negatively related to product sales for mainstream products than for niche products in the same category, (2) the intradimensional rating valence on the dominant dimension of a product is more positively related to product sales for niche products than for mainstream products, and (3) the intradimensional rating variance on the dominant dimension of a product is more negatively related to product sales for niche products than for mainstream products. Our research provides important managerial implications for both product providers and review platforms.",,
001824,article,10.25300/MISQ/2022/16625,2023,47,2,https://misq.umn.edu/phishing-susceptibility-in-context-a-multi-level-information-processing-perspective-on-deception-detection.html,MIS Quarterly,Phishing Susceptibility in Context: A Multilevel Information Processing Perspective on Deception Detection,"Wright, Ryan and Johnson, Steven and Kitchens, Brent",803--832,"Despite widespread awareness of risks, significant investments in cybersecurity protection, and substantial economic incentives to avoid security breaches, organizations remain vulnerable to phishing attacks. Phishing research has informed effective practical interventions to address phishing susceptibility that emphasize the importance of broadly applicable IT security knowledge. Yet employees still frequently fall victim to phishing attempts. To help understand why, we conceptualize phishing susceptibility as the failure to differentiate between deceptive and legitimate information processing requests that occur within the context of an employee’s typical job responsibilities. We apply this contextual lens to identify characteristics of knowledge workers’ organizational task and social context that may enhance or diminish performance in detecting deception in phishing email attempts. To test our hypotheses, we conducted a study in which employees of the finance division of a large university encountered simulated email-based phishing attempts as part of their normal work routine. We found evidence supporting our hypotheses that an individual’s susceptibility to phishing attacks is influenced by their position in the knowledge flows of the organization and by the impact of workgroup responsibilities on their cognitive processing. We contend that phishing susceptibility is not merely a matter of IT security knowledge but is also influenced by contextualized, multilevel influences on information processing. As phishing attacks are increasingly targeted to specific organizational settings, it is even more important to incorporate this contextualized information processing view of phishing susceptibility.",,
001825,article,10.25300/MISQ/2022/17347,2023,47,2,https://misq.umn.edu/unemployment-and-online-labor-evidence-from-microtasking.html,MIS Quarterly,Unemployment and Online Labor: Evidence from Microtasking,"Laitenberger, Ulrich and Viete, Steffen and Slivko, Olga and Kummer, Michael and Borchert, Kathrin and Hirth, Matthias",771--802,"We analyze the relationship between unemployment and the supply of online labor for microtasking. Using detailed U.S. data from a large microtasking platform between 2011 and 2015, we study the participation and the number of hours supplied by workers in the U.S. We found that more individuals registered on the platform and completed microtasks as the unemployment level in the commuting zone increased. This effect was strongest in regions with a high share of low-skilled workers. Our analyses of the intensive margin, wage elasticity, and temporal work patterns suggest that the increased participation was likely motivated by an effort to substitute income. Our findings suggest that microtasking platforms are an interesting online labor market for less educated workers. However, we also observed very low retention rates, indicative of a solely transient participation effect.",,
001826,article,10.25300/MISQ/2022/17432,2023,47,2,https://misq.umn.edu/reputation-spillover-from-agencies-in-online-platforms-evidence-from-the-entertainment-industry.html,MIS Quarterly,Reputation Spillover from Agencies on Online Platforms: Evidence from the Entertainment Industry,"Kokkodis, Marios and Adamopoulos, Panagiotis and Ransbotham, Sam",733--770,"Digital markets have proliferated in recent years, overcoming many market inefficiencies by facilitating direct interactions between consumers and creators. Thanks to this disintermediation, consumers now have access to a vast number of alternatives, while creators can efficiently reach huge markets. However, the success of digital markets has created a concomitant challenge for creators: differentiation. In crowded markets, agencies (e.g., publishing companies in books, freelance agencies in online labor markets, independent labels in music) can differentiate creators by signaling product quality. But how do agencies’ reputations affect product success for creators? Can some agencies do more harm than good? To investigate these research questions, we theorize how variation in creator and agency reputation leads to asymmetric and heterogeneous effects, namely that (1) more reputable agencies have a stronger positive effect on less reputable creators than they have on more reputable creators, and (2) less reputable agencies hurt more reputable creators more than they hurt less reputable ones. Analyses of more than one million observations from two digital markets provide empirical support for these theory-driven arguments. The findings have design implications for markets and contribute to our understanding of how agencies, depending on creator reputation, can either benefit or hurt product success.",,
001827,article,10.25300/MISQ/2022/17123,2023,47,2,https://misq.umn.edu/ambivalence-is-better-than-indifference-behavioral-and-neurophysiological-assessment-of-ambivalence-in-online-environments.html,MIS Quarterly,Ambivalence Is Better than Indifference: A Behavioral and Neurophysiological Assessment of Ambivalence in Online Environments,"Lakhiwal, Akshat and Bala, Hillol and Léger, Pierre-Majorique",705--732,"Information representations such as ratings and reviews play an important role in assisting users in making decisions in online environments. Prior information systems (IS) research has mostly focused on the role of extreme valence, i.e., the positivity/negativity of information, portrayed by such representations. Yet this bipolar approach discounts how the coexistence of positivity and negativity (i.e., ambivalence) or their absence (i.e., indifference) is formed and leads to distinct attentional processes and outcomes such as purchase decisions. We theorize how and why the valence of information projected through such representations may elicit mixed feelings and influence decision-making in online environments. We conducted four randomized controlled experiments, including an electroencephalography (EEG) study, to disentangle the influence of ambivalence and indifference on decision-making in an online shopping context. We found that ambivalence and indifference to online information distinctly influenced attention and purchase decisions relative to positivity and negativity. Our findings further suggest the inability of incumbent bipolar representations, such as the widely implemented star rating system, to capture the mixed feelings expressed in online content. We propose a bivariate intervention that overcomes the limitations of bipolar representations by not only discerning ambivalence from indifference but also amplifying purchase decisions for products with ambivalent information by at least 50%, compared to incumbent bipolar representations. Our findings advance ongoing research on the role of information valence in online environments and offer implications for practice.",,
001828,article,10.25300/MISQ/2022/16776,2023,47,2,https://misq.umn.edu/catching-the-fast-payments-trend-optimal-designs-and-leadership-strategies-of-retail-payment-and-settlement-systems.html,MIS Quarterly,Catching the Fast Payments Trend: Optimal Designs and Leadership Strategies of Retail Payment and Settlement Systems,"Guo, Zhiling and Ma, Dan",669--704,"Recent financial technologies have enabled fast payments and are reshaping retail payment and settlement systems globally. We developed an analytical model to study the optimal design of a new retail payment system in terms of settlement speed and system capability under both bank and fintech firm heterogeneous participation incentives. We found that three types of payment systems emerge as equilibrium outcomes: batch retail (BR), expedited retail (ER), and real-time retail (RR) payment systems. Although the base value of the payment service positively affects both settlement speed and system capability, the expected liquidity cost negatively impacts settlement speed, and total transaction volume and technological effectiveness positively impact system capability. We identified three leadership strategies to maximize social welfare: the government mandate (GM) strategy, the fintech-inclusive (FI) strategy, and the fintech-exclusive and bank-exclusive (FE+BE) strategy. When the base value of the payment service is either low or high, the GM strategy leads to a socially optimal unified system. When the base value of the payment service is in the intermediate range, and if fintech firms have a significant technological advantage over banks, then both GM and FI strategies result in a socially optimal unified system; otherwise, the FE+BE strategy results in a socially optimal fragmented system. Further, we proposed a Shapley-value-based cost-sharing rule under the GM strategy to fairly allocate social welfare among the system participants. Our findings offer important policy insights into the optimal system designs, leadership strategies, and the government regulator’s role in shaping future innovations in the payments industry.",,
001829,article,10.25300/MISQ/2022/16733,2023,47,2,https://misq.umn.edu/from-bits-to-atoms-open-source-hardware-at-cern.html,MIS Quarterly,From Bits to Atoms: Open Source Hardware at CERN,"Priego, Laia Pujol and Wareham, Jonathan",639--668,"Although considered a relatively recent phenomenon of the past decade, open source hardware (OSH) is already influencing commercial hardware development. However, a common belief is that the greater economic cost and complexity of hybrid digital objects (i.e., digital objects with both hardware and software) precludes their development with open source methods traditionally used for software. We study a sophisticated OSH named White Rabbit initiated at CERN and developed through a vibrant and heterogenous open source community. Our findings show that the assumption that hardware and software require fundamentally distinctive development and production modes should be replaced with a more nuanced differentiation characterized by three main attributes describing an object’s composition: embodiment, modularity, and granularity. Taken together, these three attributes determine how a hybrid object is developed throughout its evolution in an open source community. Our research offers several contributions. First, we provide a more nuanced view of the consequences of the material embodiment of hardware. Once considered a simple deterrent to open source development, we describe how economic cost is subordinate to more influential aspects of an object’s physical layers: as the open source community modifies the object to accommodate the operating requirements of diverse physical instantiations, such modifications can be incorporated in the logical design covered by the open source license. Additionally, we show how embodiment, modularity, and granularity progress through the object’s evolution and how this maturation subsequently affects development modes. We trace the implications of our findings for hybrids and digital object conceptualizations in IS research, open source development and, more broadly, normative implications for OSH in scientific and commercial computing.",,
001830,article,10.25300/MISQ/2022/16392,2023,47,2,https://misq.umn.edu/do-early-words-from-new-ventures-predict-fundraising-a-comparative-view-of-social-media-narratives.html,MIS Quarterly,Do Early Words from New Ventures Predict Fundraising? A Comparative View of Social Media Narratives,"Havakhor, Taha and Golmohammadi, Alireza and Sabherwal, Rajiv and Gauri, Dinesh",611--638,"Online equity markets have significantly changed the dynamics of connecting angels and individual equity investors to new ventures that seek early-stage capital. However, for those early-stage investors, information pointing to the success of business-to-business (B2B) new ventures (B2BNVs) is scattered and disconnected. This paper focuses on social media narratives (SMNs) as a source of insight for such investors and proposes that predicting a B2BNV’s likelihood of success requires a comparative view, i.e., a comparison of its SMNs with those of its competitors and customers. We expect that higher (lower) lingual similarity between the SMNs of an early-stage B2BNV and those of its prospective customers (competitors) predict its success. Using a longitudinal panel of 574 B2BNVs resulting in more than 2,700 venture-round observations, we find that a comparative view of a venture’s SMNs can give early-stage investors reliable predictions about the B2BNV’s ability to manage its market presence and its success in later stages. Our models show that a comparative view of SMNs increases the accuracy of predicting a B2BNV’s later-stage fundraising success by an average of 15%. Furthermore, predictive models can reliably point to a successful market presence in later stages, including the landing of customers, the winning of awards and competitions, the receiving of endorsements, the generating of revenue, and the successful patenting of products. Our study contributes to existing literature that focuses on the business impacts of social media by demonstrating the usefulness of comparative linguistics in social media analytics, i.e., comparing the firm’s social media communications to those of its competitors and business customers in the prediction of the entrepreneurial firm’s success.",,
001831,article,10.25300/MISQ/2022/17006,2023,47,2,https://misq.umn.edu/equity-crowdfunding-and-access-to-capital-for-user-entrepreneurs-evidence-from-a-randomized-field-experiment.html,MIS Quarterly,Equity Crowdfunding and Access to Capital for User Entrepreneurs: Evidence from a Randomized Field Experiment,"Bapna, Sofia and Ganco, Martin",585--610,"We examine whether equity crowdfunding democratizes access to funding for nontraditional user entrepreneurs. User entrepreneurs start by creating a product to serve their own unmet needs with no expectations of monetary profit, then later decide to commercialize the product through entrepreneurship. In contrast, traditional (producer) entrepreneurs take a more profit-driven path to entrepreneurship and start by identifying an opportunity that has commercial potential. Through a randomized field experiment, we randomly reveal to some investors that a firm producing a product used by musicians is founded by a musician and conceal this founder-related information from other investors. Revealing the information suggests that the firm is a user innovator firm and concealing it suggests that the firm is a traditional producer firm. We find that investors are significantly more interested in the traditional producer firm. Through an additional field experiment, we identify that the bias against user entrepreneurs is statistical (based on a response to limited information) rather than taste based (based on an idiosyncratic dislike). Our findings suggest that user entrepreneurs can mitigate investor bias by displaying signals of quality such as those regarding firm growth and broad product appeal.",,
001832,article,10.25300/MISQ/2022/17164,2023,47,2,https://misq.umn.edu/pictures-that-are-worth-a-thousand-donations-how-emotions-in-project-images-drive-the-success-of-online-charity-fundraising-campaigns-an-image-design-perspective.html,MIS Quarterly,Pictures that are Worth a Thousand Donations: How Emotions in Project Images Drive the Success of Online Charity Fundraising Campaigns? An Image Design Perspective,"Hou, Jian-Ren and Zhang, Jie and Zhang, Kunpeng",535--584,"Charity fundraising is becoming increasingly reliant on online platforms such as crowdfunding platforms. However, overwhelmingly, crowdfunding campaigns are not meeting their goals. Therefore, it is imperative to examine how the success of charity fundraising campaigns can be improved. In this paper, we focus on the design of project images on a crowdfunding website, which portray the themes and content of the projects. Employing the stimulus-organism-response (S-O-R) model, we investigate the relationships between image attributes (S) and image emotions (O), and between image emotions (O) and campaign outcomes (R). We developed and trained a deep neural network model to identify the emotions conveyed in the images, and then implemented it to analyze project images from a popular crowdfunding platform. We applied the obtained image emotions together with the objective image attributes and the project outcome metrics to explore from a design perspective, what image attributes evoke image emotions, and how image emotions are related to the success of charity fundraising projects. Our results confirm these relationships and further suggest that the roles of image emotions on the success of crowdfunding campaigns vary with project characteristics such as the project budget and category. In addition, the image emotions of competing projects on the crowdfunding platform were found to reduce the project’s performance. In an extended study, we conducted an online randomized controlled experiment by manipulating image attributes to reexamine the causal relationships and verify the mediating roles of positive and negative empathies between image emotions and campaign outcomes. This research contributes to the charity fundraising literature from a novel perspective of emotions in project images. It presents new and unique findings regarding the mediation roles of positive and negative empathies and the limitations of the emotion of sadness in certain types of charity fundraising. In addition, our findings provide useful insights for practitioners seeking to design successful online charity campaigns.",,
001833,article,10.25300/MISQ/2022/16300,2023,47,2,https://misq.umn.edu/the-persuasive-power-of-emoticons-in-electronic-word-of-mouth-communication-on-social-networking-services.html,MIS Quarterly,The Persuasive Power of Emoticons in Electronic Word-of-Mouth Communication on Social Networking Services,"Qiu, Lingyu and Wang, Weiquan and Pang, Jun",511--534,"Emotional expressions are ubiquitous in electronic word-of-mouth (eWOM) communication, but their effect on eWOM persuasiveness and the underlying mechanisms in the context of social networking services (SNS) have been underexplored. This research focuses on an extensively used nonverbal emotional cue in computer-mediated communication—the emoticon. Drawing on the emotion as social information model (EASI), we propose a conceptual framework to understand whether, how, and when emoticons influence the persuasiveness of eWOM on SNS. Results from a field experiment and a series of online experiments show that emoticons can increase eWOM persuasiveness through the mediating effects of enhanced recipient empathy and trust toward the sender and that these effects vary across situations. Specifically, the persuasive effect of emoticons occurs for both positive and negative eWOM when recipients and senders are close to each other. However, this effect occurs only for negative eWOM when recipients and senders have distant relationships. We discuss the theoretical and practical implications of these findings and identify several opportunities for future research.",,
001834,article,10.25300/MISQ/2022/17075,2023,47,2,https://misq.umn.edu/the-fault-in-our-stars-molecular-genetics-and-information-technology-use.html,MIS Quarterly,The Fault in Our Stars: Molecular Genetics and Information Technology Use,"Brown, Susan and Sias, Richard",483--510,"There is a growing interest in understanding the role of genetics in explaining heterogeneity in behaviors, including those related to information systems (IS). The majority of the recent genetics research focuses on searching the entire genome in genome-wide association studies (GWASs) to link DNA to human traits. The results of GWASs can be used on datasets to compute a measure of genetic propensity known as a polygenic score, or PGS. PGSs are widely viewed as the future of genetics research. We conducted an exploratory study, in the context of information technology (IT) use, to examine if the PGS approach can be used to better understand the role of genetics in IS research. Consistent with our hypotheses, genetic endowments associated with Educational Attainment and General Cognition positively predict technology use, and genetic endowments associated with Neuroticism, Depressive Symptoms, Myocardial Infarction, and Coronary Artery Disease negatively predict technology use more than half a century later (genetic endowments are established at conception and our sample consists of individuals aged 50 to 80). Many of the characteristics known to be associated with heterogeneity in IT use (e.g., trust, education) appear to be mediators linking PGSs to IT use. Nonetheless, a number of PGSs maintain meaningful direct effects.",,
001836,article,10.25300/MISQ/2022/16958,2022,47,3,https://misq.umn.edu/economic-impacts-of-platform-endorsed-quality-certification-evidence-from-airbnb.html,MIS Quarterly,Economic Impacts of Platform-Endorsed Quality Certification: Evidence from Airbnb,"Dewan, Sanjeev and Kim, Jooho and Nian, Tingting",1353--1368,"We contribute to the emerging literature on quality certification by digital platforms by studying the launch of the Airbnb Plus service, wherein the platform inspects properties and provides a badge that presumably signals the quality of the property and the reliability of the host. Our identification strategy relies on the fact that the Airbnb Plus service was launched in different cities at different times, and listings within the cities received the certification at different times. Using a staggered difference-in-differences estimation strategy in conjunction with suitable matching methods, we found that the Airbnb Plus certification increased the weekly booking rate of Plus listings by about 6.8% on average (direct effect). We also found some evidence that non-Plus listings saw a temporary decline in booking rate when one or more nearby properties received a Plus certification (externality effect). The net impact of the Airbnb Plus service on the platform itself was an annual increase in revenue of about $37,500 for the average 2-kilometer zone in a U.S. city that included one or more Plus listings, as compared to matched zones without any Plus listings (local platform effect). We performed additional analyses, including a randomized experiment, to demonstrate the robustness of our findings. Overall, our results suggest that platform-endorsed quality certification has significant economic impacts—not just on the listings that receive the certification but on other listings on the platform as well as on the platform itself.",,
001837,article,10.25300/MISQ/2022/16484,2022,47,3,https://misq.umn.edu/standardize-or-let-a-thousand-flowers-bloom-interface-design-coordination-between-software-platforms-and-hosted-apps.html,MIS Quarterly,Standardize or Let a Thousand Flowers Bloom? Interface Design Coordination between Software Platforms and Hosted Apps,"Zhang, Cheng and Song, Peijian and Lim, Kai",1333--1352,"Software platform ecosystems are emerging as a dominant model for IT-based services. To accelerate third-party development, platform owners often waive restrictions on app user interfaces to provide app developers with more autonomy in interface design. The literature has indicated, however, that standardized interface design across products is a strategic necessity for firms to introduce and manage their product lines, suggesting that platform owners should not waive restrictions on app user interfaces. This tension between the two approaches raises a crucial research question: Does standardized interface design used by apps and their host platform benefit the platform and apps that it hosts? Specifically, does the coordinated design approach enhance or hinder usage between the platform and apps such that apps attract usage from their host platform and vice versa? Drawing on the theory of basic Gestalts, we theorize the three interface design properties of interface similarity, embeddedness, and synchrony, and extend the theory to investigate how these properties help both apps and their host platform attract each other’s users, thus reflecting derivative usage between them. We performed a randomized field experiment to test the proposed hypotheses. The results reveal that interface similarity, embeddedness, and synchrony of the app-platform interface design strengthen users’ grouping perception of the platform and its apps, thus enhancing platform-to-app forward derivative usage. Contrary to our expectations, we found that this strengthened grouping perception does not improve the app-to-platform backward derivative usage. These findings have crucial implications for the value of interface design in software platform ecosystems.",,
001838,article,10.25300/MISQ/2022/17141,2022,47,3,https://misq.umn.edu/rolex-a-novel-method-for-interpretable-machine-learning-using-robust-local-explanations.html,MIS Quarterly,ROLEX: A Novel Method for Interpretable Machine Learning Using Robust Local Explanations,"Kim, Buomsoo (Raymond) and Srinivasan, Karthik and Kong, Sung Hye and Kim, Jung Hee and Shin, Chan Soo and Ram, Sudha",1303--1332,"Recent developments in big data technologies are revolutionizing the field of healthcare predictive analytics (HPA), enabling researchers to explore challenging problems using complex prediction models. Nevertheless, healthcare practitioners are reluctant to adopt those models as they are less transparent and accountable due to their black-box structure. We believe that instance-level, or local, explanations enhance patient safety and foster trust by enabling patient-level interpretations and medical knowledge discovery. Therefore, we propose the RObust Local EXplanations (ROLEX) method to develop robust, instance-level explanations for HPA models in this study. ROLEX adapts state-of-the-art methods and ameliorates their shortcomings in explaining individual-level predictions made by black-box machine learning models. Our analysis with a large real-world dataset related to a prevalent medical condition called fragility fracture and two publicly available healthcare datasets reveals that ROLEX outperforms widely accepted benchmark methods in terms of local faithfulness of explanations. In addition, ROLEX is more robust since it does not rely on extensive hyperparameter tuning or heuristic algorithms. Explanations generated by ROLEX, along with the prototype user interface presented in this study, have the potential to promote personalized care and precision medicine by providing patient-level interpretations and novel insights. We discuss the theoretical implications of our study in healthcare, big data, and design science.",,
001839,article,10.25300/MISQ/2022/16620,2022,47,3,https://misq.umn.edu/crowdfunding-success-effects-on-financing-outcomes-for-startups-a-signaling-theory-perspective.html,MIS Quarterly,Crowdfunding Success Effects on Financing Outcomes for Startups: A Signaling Theory Perspective,"Ryu, Sunghan and Kim, Keongtae and Hahn, Jungpil",1271--1302,"This study adopts a signaling theory perspective to examine whether and how crowdfunding (relative to angel financing) influences subsequent venture capital (VC) investments in startups. We used a bivariate probit model with propensity score matching to address the potential endogeneity of the initial funding choice. Subsequently, we found that crowdfunded startups have a lower chance of receiving VC funding than angel-financed startups and that the effect is more negative for startups located outside of startup cluster cities. We show that corporate VCs, unlike independent VCs comprising the majority of VCs, favor crowdfunded startups. Our study contributes to the literature on crowdfunding, startup finance, and the transformative effects of IT-enabled platforms. This study further discusses the practical implications of crowdfunding in startup finance ecosystems.",,
