ID,orig_ID,orig_source,url,number,volume,year,doi,ENTRYTYPE,title,journal,author,pages,abstract,language,dblp_key
C_001856,001856,crossref,https://misq.umn.edu/electoral-competition-in-the-age-of-social-media-the-role-of-social-media-influencers.html,4,47,2023,10.25300/MISQ/2022/16422,article,Electoral Competition in the Age of Social Media: The Role of Social Media Influencers,MIS Quarterly,"Ding, Chao and Jabr, Wael and Guo, Hong",1647--1662,"Social media—and, in particular, social media influencers—are playing an increasingly central role in shaping public opinion on a variety of issues. The political sphere is no exception. In response to the impact that social media influencers have on citizens’ political views and voting behaviors, political parties adapt their messages and policies during election campaigns. Media outlets, too, faced with competition for readership from social media, are adjusting their news coverage. To analyze the nature and extent of the impact of social media on parties’ policies, media outlets’ news reports, and citizens’ opinions, we used a game theoretical model of electoral competition involving four key stakeholders—citizens, political parties, media outlets, and social media influencers. Our results show that with social media, parties’ policy positions become more moderate while media outlets’ editorial positions become more extreme. We also show that citizens’ opinions may become more polarized when the influencers’ true editorial positions are more homogeneous as a result of increased information distortion.",,
C_001857,001857,crossref,https://misq.umn.edu/passing-the-torch-how-parental-privacy-concerns-affect-adolescent-self-disclosure-on-social-networking-sites.html,4,47,2023,10.25300/MISQ/2022/16761,article,Passing the Torch: How Parental Privacy Concerns Affect Adolescent Self-Disclosure on Social Networking Sites,MIS Quarterly,"Wang, Jingguo and Dong, Meichen and Yang, Zhiyong and Li, Yuan",1585--1614,"Drawing upon the literatures in information privacy, developmental psychology, and family science, this research investigates how parental online privacy concerns can be passed on to adolescents and affect their self-disclosure on social networking sites. We propose that parental privacy concerns decrease adolescents’ self-disclosure both directly (i.e., compliance) and indirectly through adolescents’ privacy concerns (i.e., internalization) and that such effects are moderated by parent-child privacy dissonance, parental internet evaluative mediation, and adolescents’ gender. To test the research model, we collected matched parent-child data from 726 families in China. The results show the indirect effect of parental privacy concerns on adolescents’ self-disclosure via their influence on adolescents’ privacy concerns. In addition, parent-child privacy dissonance weakens the effect of adolescents’ privacy concerns on self-disclosure. The extent to which parents employ internet evaluative mediation to guide adolescents’ online activities reinforces the effect of parental privacy concerns on adolescents’ privacy concerns. Statistical analyses further revealed that the mediating effect of adolescents’ privacy concerns is weakened by parent-child privacy dissonance but strengthened by internet evaluative mediation. We also found that parental privacy concerns affect sons and daughters through different paths, especially when parents employ high internet evaluative mediation. Under high internet evaluative mediation, parental privacy concerns affect sons’ self-disclosure primarily through an indirect path (via sons’ privacy concerns), but influence daughters’ self-disclosure both directly and indirectly via daughters’ privacy concerns. We conclude by discussing theoretical contributions and practical implications.",,
C_001858,001858,crossref,https://misq.umn.edu/what-disrupts-flow-in-office-work-the-impact-of-frequency-and-relevance-of-it-mediated-interruptions.html,4,47,2023,10.25300/MISQ/2023/17200,article,What Disrupts Flow in Office Work? The Impact of Frequency and Relevance of IT-Mediated Interruptions,MIS Quarterly,"Nadj, Mario and Rissler, Raphael and Adam, Marc and Knierim, Michael and Li, Maximilian and Maedche, Alexander and Riedl, René",1615--1646,"Flow, the holistic sensation people experience when they act with total involvement, is a known driver for desired work outcomes like task performance. However, the increasing ubiquity of IT at work can disrupt employees’ flow. Thus, the impact of IT-mediated interruptions on flow warrants more attention in research and practice. We conducted a NeuroIS laboratory experiment focusing on a typical office work task—an invoice matching task (i.e., matching customer payments to invoices). We manipulated interruption frequency (low, high) and content relevance (irrelevant, relevant) to study the impact of interruptions on self-reported flow, its dimensions, and high-frequency heart rate variability (HF-HRV; calculated from electrocardiography recordings) as a proxy for parasympathetic nervous system (PNS) activation. We found that content relevance moderated the relationship between interruption frequency and self-reported flow and that these results vary along flow dimensions. Content relevance also moderated the relationship between interruption frequency and PNS activation. Furthermore, self-reported flow was positively associated with both perceived and objective task performance, while PNS activation was not related to either performance measure. Lastly, we found no relationship between PNS activation (measured by HF-HRV) and self-reported flow, contributing to an important debate in the NeuroIS literature on whether physiological evidence constitutes an alternative or a complement to self-reports. Overall, our findings indicate that frequent interruptions are not harmful per se. Rather, considering content relevance is critical for a more comprehensive understanding of the effects on self-reported flow, its dimensions, and the underlying physiology.",,
C_001859,001859,crossref,https://misq.umn.edu/the-effect-of-posted-prices-on-auction-prices-an-empirical-investigation-of-a-multi-channel-b2b-market.html,4,47,2023,10.25300/MISQ/2022/17556,article,The Effect of Posted Prices on Auction Prices: An Empirical Investigation of a Multichannel B2B Market,MIS Quarterly,"Truong, May and Gupta, Alok and Ketter, Wolfgang and van Heck, Eric",1557--1584,"Although multichannel sales strategies have become common due to the use of advanced information technologies, how one trading mechanism can influence the outcome of another, especially in the B2B market, remains largely underexplored. This paper investigates the effect of price and quantity information from an online posted-price presales channel on the performance of the century-old sequential Dutch auction system. Sellers can control the price paid and make a proportion of their stock available in auction presales. Anything left after presales is sold via auctions. Our analysis of nearly 1.5 million flower lots reveals a positive effect with higher auction prices and total revenue for lots listed in presales than for lots that are not. The result holds even for lots with no actual sales in the presales, indicating that buyers pay close attention to the additional information from the posted-price presales channel. By teasing out the information effect of presales prices and presales quantity on auction prices, we evaluate a number of pricing strategies. The results suggest that selling at a high price in presales is still more beneficial than selling more by discounting prices.",,
C_001860,001860,crossref,https://misq.umn.edu/profit-vs-equality-the-case-of-financial-risk-assessment-and-a-new-perspective-on-alternative-data.html,4,47,2023,10.25300/MISQ/2023/17330,article,Profit vs. Equality? The Case of Financial Risk Assessment and A New Perspective on Alternative Data,MIS Quarterly,"Lu, Tian and Zhang, Yingjie and Li, Beibei",1517--1556,"The importance of pursuing financial inclusion to accelerate economic growth and enhance financial sustainability has been well noted. However, studies have provided few actionable insights into how financial institutions can balance the potential socioeconomic trade-off between profitability and equality. One major challenge arises from a lack of understanding of the impacts of various types of market information available on financial equality beyond economic profitability. Another challenge lies in how the socioeconomic trade-off under a large set of counterfactual policies in a real-world setting can be evaluated. Our motivation for the present study was the emerging sources of digitized user-behavior data (i.e., “alternative data”) stemming from the high penetration of mobile devices and internet access. Accordingly, we investigated how alternative data from smartphones and social media can help mitigate potential financial inequality while preserving business profitability in the context of financial credit risk assessment. We partnered with a leading microloan website to design a novel “meta” experiment that allowed us to simulate various real-world field experiments under an exhaustive set of counterfactual policies. Interestingly, we found that profiling user financial risk using smartphone activities is 1.3 times more effective in improving financial inclusion than using online social media information (23.05% better vs. 18.11%), and nearly 1.3 times more effective in improving business profitability (42% better vs. 33%). Surprisingly, we found that using consumers’ online shopping activities for credit risk profiling can hurt financial inclusion. Furthermore, we investigated potential explanations for financial inclusion improvements. Our findings suggest that alternative data, especially users’ smartphone activities, not only demonstrate higher ubiquity but also appear to be more orthogonal to conventional sensitive demographic attributes. This, in turn, can help mitigate statistical bias driven by the unobserved factors or underrepresentative training samples in machine-based risk assessment processes.",,
C_001861,001861,crossref,https://misq.umn.edu/attention-to-digital-innovation-exploring-the-impact-of-a-chief-information-officer-in-the-top-management-team.html,4,47,2023,10.25300/MISQ/2023/17152,article,Attention to Digital Innovation: Exploring the Impact of a Chief Information Officer in the Top Management Team,MIS Quarterly,"Bendig, David and Wagner, Robin and Piening, Erk and Nils Foege, Johann",1487--1516,"We draw on the attention-based view of the firm to examine whether and when the presence of a CIO in the TMT has a positive effect on both firms’ ideated digital innovation (IDI) (i.e., the intensity of firms’ digital patenting activity) and commercialized digital innovation (CDI) (i.e., the digital sophistication of firms’ new products). Building on the idea that attention processes are context dependent, we also explore the moderating roles of CEO characteristics (IT background and role tenure) as well as environmental characteristics (the industry’s IT attention). We analyze data from a cross-industry panel of U.S. S&P 500 firms over eight years that includes up to 2,852 firm-year observations. The results indicate that CIO presence in the TMT is positively related to a firm’s IDI and CDI. Furthermore, they show that the organizational context related to CEO characteristics moderates the CIO-CDI relationship and that the environmental context related to the industry’s IT attention moderates the CIO-IDI relationship. Our research contributes to the information systems literature by providing robust evidence that CIO presence in the TMT positively influences a firm’s digital innovation outcomes, showing how internal and external boundary conditions affect the work of CIOs, and elaborating the role of managerial attention as an underlying mechanism explaining digital innovation.",,
C_001862,001862,crossref,https://misq.umn.edu/depicting-risk-profile-over-time-a-novel-multi-period-default-prediction-approach.html,4,47,2023,10.25300/MISQ/2022/17491,article,Depicting Risk Profile over Time: A Novel Multiperiod Loan Default Prediction Approach,MIS Quarterly,"Wang, Zhao and Jiang, Cuiqing and Zhao, Huimin",1455--1486,"With the rapid development of fintech, the need for dynamic credit risk evaluation is becoming increasingly important. While previous studies on credit scoring have mostly focused on single-period loan default prediction, we call for a new avenue—multiperiod default prediction (MPDP)—to depict risk profiles over time. To address the challenges raised by MPDP, such as monotonic default probability prediction and complex relationship accommodation, we propose a novel approach, hybrid and collective scoring (HACS). We design a hybrid modeling strategy to predict whether and when a borrower will default separately through a default discrimination model and a default time estimation model, respectively, and synthesize them through a probabilistic framework. To accommodate various possible patterns of default time and measure the distribution of default probability over successive time intervals, we propose a joint default modeling method to train the default time estimation model. Empirical evaluations at the model (time-to-default prediction performance and discrimination performance) and mechanism (identifiability and discriminability) levels, as well as impact analyses at the application (granting performance and profitability performance) level, show that HACS outperforms the benchmarked survival analysis and multilabel learning methods on all fronts. It can more accurately predict time-to-default and provide financial institutions and investors better decision-support in granting loans and selecting loan portfolios.",,
C_001863,001863,crossref,https://misq.umn.edu/does-it-enable-collusion-or-competition-examining-the-effects-of-it-on-service-pricing-in-multi-market-multihospital-systems.html,4,47,2023,10.25300/MISQ/2022/16764,article,Does IT Enable Collusion or Competition: Examining the Effects of IT on Service Pricing in Multimarket Multihospital Systems,MIS Quarterly,"Du, Kui and Tanriverdi, Hüseyin",1425--1454,"In the U.S., multihospital systems (MHSs) charge significantly higher prices for hospital services than stand-alone hospitals. Rivalry restraint theory suggests that MHS with multimarket contact (MMC) can tacitly collude and mutually forebear from price competition to keep their prices above competitive levels. We posit that the success of such MMC-induced rivalry restraints (the truce) is affected by two conflicting roles of IT at the corporate level and market unit levels, respectively. The corporate parent seeks to standardize IT applications enterprise-wide to coordinate market units as a means of jointly implementing the rivalry restraint strategy and keeping prices high enterprise-wide. However, market units, i.e., the member hospitals of MHS clustered in geographic patient markets, face competitive pressures to reduce their service costs. Market units seek to use differentiated IT applications to achieve cost reductions, which then fuel price competition in local markets, jeopardize the sustainability of the truce, and weaken the enterprise-wide price effects of the corporate parent’s rivalry restraint strategy. In a longitudinal study of 195 multihospital systems in the U.S. in the 2005-2013 time period, we found support for these ideas. The corporate-wide standardization of the operational IT of MHS complements the rivalry restraint strategy to increase enterprise-wide prices. Market units’ use of differentiated analytical IT reduces costs in local markets and weakens the price effects of the rivalry restraint strategy. The study advances IS research and practice by theorizing how the corporate-level and the market unit-level IT of a multi-unit, multimarket (MUMM) organization can have opposing moderating effects on the link between MMC and the average prices charged by the MUMM organization.",,
C_001864,001864,crossref,https://misq.umn.edu/how-ai-based-systems-can-induce-reflections-the-case-of-ai-augmented-diagnostic-work.html,4,47,2023,10.25300/MISQ/2022/16773,article,How AI-Based Systems Can Induce Reflections: The Case of AI-Augmented Diagnostic Work,MIS Quarterly,"Abdel-Karim, Benjamin and Pfeuffer, Nicolas and Carl, K. Valerie and Hinz, Oliver",1395--1424,"This paper addresses a thus-far neglected dimension in human-artificial intelligence (AI) augmentation: machine-induced reflections. By establishing a grounded theoretical-informed model of machine-induced reflection, we contribute to the ongoing discussion in information systems (IS) regarding AI and research on reflection theories. In our multistage study, physicians used a machine learning-based (ML) clinical decision support system (CDSS) to see if and how this interaction can stimulate reflective practice in the context of an X-ray diagnosis task. By analyzing verbal protocols, performance metrics, and survey data, we developed an integrative theoretical foundation to explain how ML-based systems can help stimulate reflective practice. Individuals engage in more critical or shallower modes depending on whether they perceive a conflict or agreement with these CDSS systems, which in turn leads to different levels of reflection depth. By uncovering the process of machine-induced reflections, we offer IS research a different perspective on how such AI-based systems can help individuals become more reflective, and consequently more effective, professionals. This perspective stands in stark contrast to the traditional, efficiency-focused view of ML-based decision support systems and also enriches theories on human-AI augmentation.",,
C_001865,001865,crossref,https://misq.umn.edu/prejudiced-against-the-machine-implicit-associations-and-the-transience-of-algorithm-aversion.html,4,47,2023,10.25300/MISQ/2022/17961,article,Prejudiced against the Machine? Implicit Associations and the Transience of Algorithm Aversion,MIS Quarterly,"Turel, Ofir and Kalhan, Shivam",1369--1394,"Algorithm aversion is an important and persistent issue that prevents harvesting the benefits of advancements in artificial intelligence. The literature thus far has provided explanations that primarily focus on conscious reflective processes. Here, we supplement this view by taking an unconscious perspective that can be highly informative. Building on theories of implicit prejudice, in a preregistered study, we suggest that people develop an implicit bias (i.e., prejudice) against artificial intelligence (AI) systems, as a different and threatening “species,” the behavior of which is unknown. Like in other contexts of prejudice, we expected people to be guided by this implicit bias but try to override it. This leads to some willingness to rely on algorithmic advice (appreciation), which is reduced as a function of people’s implicit prejudice against the machine. Next, building on the somatic marker hypothesis and the accessibility-diagnosticity perspective, we provide an explanation as to why aversion is ephemeral. As people learn about the performance of an algorithm, they depend less on primal implicit biases when deciding whether to rely on the AI’s advice. Two studies (n1 = 675, n2 = 317) that use the implicit association test consistently support this view. Two additional studies (n3 = 255, n4 = 332) rule out alternative explanations and provide stronger support for our assertions. The findings ultimately suggest that moving the needle between aversion and appreciation depends initially on one’s general unconscious bias against AI because there is insufficient information to override it. They further suggest that in later use stages, this shift depends on accessibility to diagnostic information about the AI’s performance, which reduces the weight given to unconscious prejudice.",,
C_001866,001866,crossref,https://misq.umn.edu/tm-okc-an-unsupervised-topic-model-for-text-in-online-knowledge-communities.html,3,48,2024,10.25300/MISQ/2023/17885,article,TM-OKC: An Unsupervised Topic Model for Text in Online Knowledge Communities,MIS Quarterly,"Zhang, Dongcheng and Zhang, Kunpeng and Yang, Yi and Schweidel, David A.",931--978,"Online knowledge communities (OKCs), such as question-and-answer sites, have become increasingly popular venues for knowledge sharing. Accordingly, it is necessary for researchers and practitioners to develop effective and efficient text analysis tools to understand the massive amount of user-generated content (UGC) on OKCs. Unsupervised topic modeling has been widely adopted to extract human-interpretable latent topics embedded in texts. These identified topics can be further used in subsequent analysis and managerial practices. However, existing generic topic models that assume documents are independent are inappropriate for analyzing OKCs where structural relationships exist between questions and answers. Thus, a new method is needed to fill this research gap. In this study, we propose a new topic model specifically designed for the text in OKCs. We make three primary contributions to the research on topic modeling in this context. First, we build a general and flexible Bayesian framework to explicitly model structural and temporal dependencies among texts. Second, we statistically demonstrate the approximate model inference using mean-field and coordinate ascent algorithms. Third, we showcase the practical value and relative merit of our method via a specific downstream task (i.e., user profiling). The proposed model is illustrated using two real-world datasets from well-known OKCs (i.e., Stack Exchange and Quora), and extensive experiments demonstrate its superiority over several cutting-edge benchmarks.",,
C_001867,001867,crossref,https://misq.umn.edu/how-collaboration-technology-use-affects-it-project-team-creativity-integrating-team-knowledge-and-creative-synthesis-perspectives.html,,,2024,10.25300/MISQ/2024/16651,article,How Collaboration Technology Use Affects IT Project Team Creativity: Integrating Team Knowledge and Creative Synthesis Perspectives,MIS Quarterly,"Zhang, Xiaojie and Fang, Yulin and Zhou, Jingmei and Lim, Kai H.",,"Contemporary IT project teams engage in creative problem solving to address increasingly complex business problems, which highlights the need to promote IT project team creativity. Collaboration technologies are widely used in IT project teams, but little is known about what collaboration technology features can be used to improve IT project team creativity and the underlying influencing mechanisms. To address this important gap, the current study builds on the extended team knowledge framework to identify collaboration technology features and decodes their influencing mechanisms on IT project team creativity by drawing on the novel creative synthesis theory originating in the management literature to the IT project team context. We identify three sets of collaboration technology support features, that of awareness knowledge supports, long-term knowledge supports, and transitional knowledge supports, and posit that their use can improve IT project team creativity via facilitating the creative synthesis process which includes three sub-constructs of collective attention, similarity building, and enacting ideas. The research model is supported in general by empirical data collected through a multi-sourced survey of over 500 team members and their leaders from 62 IT project teams. Theoretical and practical implications are discussed.",,
C_001869,001869,crossref,https://misq.umn.edu/digitization-of-transaction-terms-shift-parameter-within-tce-strong-smart-contract-as-a-new-mode-of-transaction-governance.html,2,48,2024,10.25300/MISQ/2023/17818,article,Digitization of Transaction Terms within TCE: Strong Smart Contract as a New Mode of Transaction Governance,MIS Quarterly,"Halaburda, Hanna and Levina, Natalia and Min, Semi",825--846,"We use transaction cost economics (TCE) to define the “digitization of transaction terms” shift parameter that describes the institutional changes associated with increased digitization in society. We then draw on legal scholarship to analyze how strong smart contracts, which refer to agreements with automatic execution and enforcement that are not reversible by courts, rely on a new level of digitization of transaction terms. Specifically, these contracts may rely on standard digital infrastructures such as blockchain systems that guarantee automatic execution and non-reversibility. Strong smart contracts represent a distinct mode of transaction governance compared to markets, hierarchies, or hybrids. This is because each classic governance mode is distinguished by how ex post adaptation is handled—through public courts, managerial fiat, or both. In contrast, strong smart contracts prevent ex post adaptation altogether. We propose that when strong smart contracts can be fully specified, they may dominate other governance modes based on certain trade-offs. These trade-offs include weighing the benefits of avoiding the holdup problem and lowering contract enforcement costs against the downsides of high ex ante specification costs and the elimination of flexibility to make ex post adjustments in a changing environment. Our discussion elaborates on which institutional conditions can further facilitate this institutional shift.",,
C_001870,001870,crossref,https://misq.umn.edu/economics-of-analytics-services-on-a-marketplace-platform.html,2,48,2024,10.25300/MISQ/2023/16452,article,Economics of Analytics Services on a Marketplace Platform,MIS Quarterly,"Wang, Zhe and Guo, Hong and Liu, Dengpan",775--824,"Analytics services provided by marketplace platforms have become increasingly important for sellers seeking market insights. In this paper, we examine a scenario in which an analytics service plays a vital role in enhancing sellers’ understanding of market size and improving their decision-making. Using a game-theoretic model, we analyze the pricing strategies of the platform and the adoption strategies of sellers for the analytics service. Our study identifies two distinct effects of analytics services: the competition effect and the accuracy effect. Specifically, the competition effect manifests in opposing ways across different market scenarios, with a competition-intensifying effect in low-demand markets and a competition-weakening effect in high-demand markets. Consequently, sellers using an analytics service command lower prices in low-demand markets and higher prices in high-demand markets. More interestingly, our results reveal that offering an analytics service could potentially hurt the total market demand, subsequently impacting the platform’s revenue from the marketplace service and potentially leaving the platform worse off. Additionally, driven by both the accuracy and competition effects, adopting an analytics service may adversely affect seller profitability and consumer surplus without necessarily improving overall welfare. Moreover, the transaction fee for the marketplace service plays a crucial role in the interplay between the analytics and marketplace services. Specifically, in low-demand (high-demand) markets, as the transaction fee increases, platforms should consider reducing (increasing) the subscription fee to encourage more (fewer) sellers to adopt the analytics service, thereby enhancing overall market demand and increasing revenue from the marketplace service. Our findings also suggest that platforms should refrain from offering analytics services in high-demand markets when the transaction fee is relatively high. Furthermore, policymakers (sellers) should be mindful of the potential negative consequences associated with the adoption of analytics services in high-demand (low-demand) markets.",,
C_001871,001871,crossref,https://misq.umn.edu/understanding-the-returns-to-integrated-enterprise-systems-the-impacts-of-agile-and-phased-implementation-strategies.html,2,48,2024,10.25300/MISQ/2023/17420,article,Understanding the Returns from Integrated Enterprise Systems: The Impacts of Agile and Phased Implementation Strategies,MIS Quarterly,"Aral, Sinan and Brynjolfsson, Erik and Gu, Chris and Wang, Hongchang and Wu, D.J.",749--774,"How do firms benefit from integrated enterprise systems (IES), and how does the IES implementation strategy influence the returns from IES? We investigated the implementation strategy that firms should follow to integrate multiple enterprise systems regarding the timing of adoption and the richness of modules. Borrowing theories from software development literature and enterprise system implementation literature, we developed two IES implementation strategies, i.e., the agile strategy (simple, quick, and flexible) and the phased strategy (rich, phased, and pre-determined). We collected a sample of 675 public firms from 1997 to 2004 at the module level, enabling us to distinguish enterprise resource planning (ERP) systems from customer relationship management (CRM) and supply chain management (SCM) systems. Our data contained the timing of purchase and “go-live” events of these system modules, helping us understand firms’ detailed implementation decisions. We found that IES returns depend on the choices of ERP and CRM/SCM module foundation, ERP-CRM/SCM sequential connection, and the continued adoption of ERP and CRM/SCM modules. Fewer ERP or CRM/SCM modules at CRM/SCM go-live events, a quicker connection between ERP and CRM/SCM go-live events, and the continued adoption of ERP or CRM/SCM modules all were found to enhance IES returns. Our findings show that the agile strategy leads to more returns from IES than the phased strategy and suggest that firms should integrate multiple enterprise systems by going live with advanced system modules quickly after going live with basic enterprise system modules and by continually adding new modules.",,
C_001872,001872,crossref,https://misq.umn.edu/engaging-users-on-social-media-business-pages-the-roles-of-user-comments-and-firm-responses.html,2,48,2024,10.25300/MISQ/2023/17621,article,Engaging Users on Social Media Business Pages: The Roles of User Comments and Firm Responses,MIS Quarterly,"Cheng, Xiaoye and Bala, Hillol and Yang, Mochen",731--748,"Firms must strategically manage their responses to user comments to keep users engaged on their social media business pages. The question of whether, how, and when a firm should respond to user comments to achieve favorable outcomes is of great interest to researchers and practitioners. We focus on these questions and study the effects of initial user comments and firm responses on subsequent user engagement on social media business pages. In particular, we theorize and examine how two features of initial user comments (i.e., sentiment and controversialness) and two features of firm responses (i.e., uniqueness and timeliness) jointly affect the volume and sentiment of subsequent user comments. By analyzing data from the Facebook business pages of multiple U.S. retailers (10,312 firm posts from 37 firms and over 1 million user comments), we found that firms are more likely to respond to negative comments (than positive or neutral comments) but less likely to respond to controversial comments (which evoke diverse opinions and emotions). Further, we found that engaging with negative and controversial comments and promptly responding to comments are linked to an increase in the volume of subsequent user comments but also to a more negative sentiment in these comments. We also found that providing unique responses improves the volume and sentiment of subsequent user comments. Our findings offer theoretical and practical insights into firms’ response management on social media.",,
C_001873,001873,crossref,https://misq.umn.edu/creation-or-destruction-stem-opt-extension-and-employment-of-information-technology-professionals.html,2,48,2024,10.25300/MISQ/2023/17585,article,Creation or Destruction? STEM OPT Extension and Employment of Information Technology Professionals,MIS Quarterly,"Guo, Xue and Gong, Jing and Pang, Min-Seok",715--730,"Information technology (IT) professionals play a critical role in digital transformation, innovation, and entrepreneurship, contributing to significant economic growth. The use of temporary work visas and related immigration policies has attracted significant controversy and policy debates in developed nations. On the one hand, foreign IT professionals can complement domestic IT professionals by bringing new skills and knowledge, which benefit domestic workers. On the other hand, foreign IT professionals may substitute for their domestic counterparts due to intensified labor-market competition. In this study, we focus on an extension in the Optional Practical Training (OPT) program in the U.S. for foreign science, technology, engineering, and mathematics (STEM) graduates from U.S. institutions. We explore the effects of the STEM OPT extension on the number and wage of domestic workers in STEM occupations and how these effects differ between IT and non-IT STEM occupations. We found that an increase in the supply of foreign STEM professionals from the OPT extension has boosted the employment of domestic workers in STEM occupations and that the effects are stronger for IT occupations. This study contributes to the information systems literature by demonstrating the unique effects of immigrant policies on IT occupations and provides significant implications for evidence-driven policy making.",,
C_001874,001874,crossref,https://misq.umn.edu/no-news-is-bad-news-the-internet-corruption-and-the-decline-of-the-fourth-estate.html,2,48,2024,10.25300/MISQ/2023/17869,article,"No News is Bad News: The Internet, Corruption, and the Decline of the Fourth Estate",MIS Quarterly,"Matherly, Ted and Greenwood, Brad",699--714,"The rise of the internet has upended numerous industries, but none more so than news production. The connectivity fostered by digitization has been accompanied by the emergence of content aggregation, the proliferation of fake news, and the extended geographic reach of industry leaders, all of which have served to hollow out local reporting capacity. In this work, we examine the result of changes wrought by the internet on an outcome of theoretical and practical significance: corruption. Inasmuch as newspapers are viewed as an important investigative arm of local communities, it is possible that corrupt local actors will be emboldened in their absence. To test this hypothesis, we employed a difference-in-differences approach, exploiting the phased closure of major daily newspapers across the country. Our results indicate a significant and positive correlation between federal corruption charges and newspaper closures. Further, we observed no evidence that the rise in online news vendors or the democratization of the press ameliorates this effect. This suggests a key issue with the increased geographic reach of digitized firms in the form of “information blindness” to local issues.",,
C_001875,001875,crossref,https://misq.umn.edu/deconstructing-technostress-a-configurational-approach-to-explaining-job-burnout-and-job-performance.html,2,48,2024,10.25300/MISQ/2023/16978,article,Deconstructing Technostress: A Configurational Approach to Explaining Job Burnout and Job Performance,MIS Quarterly,"Pflügner, Katharina and Maier, Christian and Thatcher, Jason and Mattke, Jens and Weitzel, Tim",679--698,"Understanding how technostressors lead to technostrain, such as high job burnout or low job performance, has become a core question in information systems (IS) research and practice. To unpack this relationship, we build on general systems theory to argue that the next step for technostress research is to go beyond examining the independent influences of technostressors and discuss how their interdependencies lead to technostrain. To illustrate our argument empirically, we use fuzzy-set qualitative comparative analysis (fsQCA) and identify four configurations of high- and low-intensity technostressors that lead to high job burnout and one that leads to low job performance. We show that three types of interdependencies among technostressors, i.e., complementarity, contingency, and substitution, form configurations that lead to technostrain. Within these configurations, high-intensity technostressors can mutually enhance their effects and low-intensity technostressors can buffer the impact of other high-intensity technostressors on technostrain. The results help to explain why organizational interventions that address independent technostressors may fail if they do not account for the interdependencies among technostressors. Our work provides evidence of the need to further develop theories that explain how and why interdependencies among technostressors lead to technostrain.",,
C_001876,001876,crossref,https://misq.umn.edu/in-consumption-information-cues-and-online-video-consumption.html,2,48,2024,10.25300/MISQ/2023/17763,article,In-Consumption Information Cues and Online Video Consumption,MIS Quarterly,"Sim, Jaeung and Choi, Kyungmin and Han, Sang Pil and Cho, Daegon",645--678,"Online video platforms such as YouTube feature visual cues on progress bars to spotlight standout segments of videos. These cues, designed to steer users toward intriguing content moments, raise questions about their overarching impact on video consumption patterns. In this study, we delve into in-consumption information cues (ICICs), indicators that depict fluctuating video quality in real time. Drawing from a natural experiment on a live streaming platform, we evaluate the effects of engagement graphs. These are visual timelines that emphasize moments favored by prior viewers in video-on-demand (VOD) content, which represent full replays of live stream sessions. Notably, these graphs are only accessible to iOS users, leaving Android users without access. Our results show that ICICs enhance the viewership of VODs and live streams. Moreover, viewers tend to spend more time immersed in live broadcasts, suggesting heightened content appeal. Yet, these engagement graphs do not prompt users to donate more virtual gifts, a vital income stream for streamers. Even with the introduction of ICICs, while there is a rise in video production, the inherent structure of live streams remained largely unchanged. We conclude by discussing the academic and managerial implications of these findings.",,
C_001877,001877,crossref,https://misq.umn.edu/navigating-the-digital-terrain-of-prosocial-disclosures-and-likability.html,2,48,2024,10.25300/MISQ/2023/17700,article,Navigating the Digital Terrain of Prosocial Disclosures and Likability,MIS Quarterly,"Tan, Xue (Jane) and Yan, Lu (Lucy) and Pedraza-Martinez, Alfonso",613--644,"When people share their prosocial behavior on social media, they face a dilemma. By making prosocial disclosures, they risk being perceived as self-promoting or even selfish and thus less likable. By staying silent, they fail to spread awareness about prosocial activities they value. Drawing on attribution theory, we study the digital reaction of likes to the self-disclosure of prosocial activities that involve multiple stakeholders to understand the affordances and constraints of social media. Leveraging field data on a social networking site, we found that reporting a higher level of self-effort increases the digital reaction of likes. To our surprise, expressing gratitude for the sponsor’s efforts also increased likes for such self-disclosures. Through lab experiments that emulated this context, we dissected this paradox by separating the positive effect of expressing gratitude and the negative effect of sharing credit with other stakeholders on likes. Further, we underscore the salience of expressing gratitude, even when gratitude was extended to sponsors with bad reputations. Our study contributes to the design of a more humane digital world where individuals share and promote prosocial activities without compromising their likability and offers valuable insights for navigating the evolving landscape of social networking platforms.",,
